time_after_eval_start_us,phase
108.626000000007,2
109.108000000007,3
109.590000000007,4
110.072000000007,1
110.554000000007,2
111.036000000007,3
111.518000000007,4
112.000000000007,1
112.482000000007,2
112.964000000007,3
113.446000000007,4
113.928000000007,1
114.410000000007,2
114.892000000007,3
115.374000000007,4
115.856000000007,1
116.338000000007,2
116.820000000007,3
117.302000000007,4
117.784000000007,1
118.266000000007,2
118.748000000007,3
119.230000000007,4
119.712000000007,1
120.194000000007,2
120.676000000007,3
121.158000000007,4
121.640000000007,1
122.122000000007,2
122.604000000007,3
123.086000000007,4
123.568000000007,1
124.050000000007,2
124.532000000007,3
125.014000000007,4
125.496000000007,1
125.978000000007,2
126.460000000007,3
126.942000000007,4
127.424000000007,1
127.906000000007,2
128.388000000007,3
128.870000000007,4
129.352000000007,1
129.834000000007,2
130.316000000007,3
130.798000000007,4
131.280000000007,1
131.762000000007,2
132.244000000007,3
132.726000000007,4
133.208000000007,1
133.690000000007,2
134.172000000007,3
134.654000000007,4
135.136000000007,1
135.618000000007,2
136.100000000007,3
136.582000000007,4
137.064000000007,1
137.546000000007,2
138.028000000007,3
138.510000000007,4
138.992000000007,1
139.474000000007,2
139.956000000007,3
140.438000000007,4
140.920000000007,1
141.402000000007,2
141.884000000007,3
142.366000000007,4
142.848000000007,1
143.330000000007,2
143.812000000007,3
144.294000000007,4
144.776000000007,1
145.258000000007,2
145.740000000007,3
146.222000000007,4
146.704000000007,1
147.186000000007,2
147.668000000007,3
148.150000000007,4
148.632000000007,1
149.114000000007,2
149.596000000007,3
150.078,4
150.56,1
151.042,2
151.524,3
152.006,4
152.488,1
152.97,2
153.452,3
153.934,4
154.416,1
154.898,2
155.38,3
155.862,4
156.344,1
156.826,2
157.308,3
157.79,4
158.272,1
158.754,2
159.236,3
159.718,4
160.2,1
160.682,2
161.164,3
161.646,4
162.128,1
162.61,2
163.092,3
163.574,4
164.056,1
164.538,2
165.02,3
165.502,4
165.984,1
166.466,2
166.948,3
167.43,4
167.912,1
168.394,2
168.876,3
169.358,4
169.84,1
