time_after_eval_start_us,phase
0.454000000003516,2
0.936000000003516,3
1.41800000000352,4
1.90000000000352,1
2.38200000000352,2
2.86400000000352,3
3.34600000000352,4
3.82800000000351,1
4.31000000000352,2
4.79200000000351,3
5.27400000000351,4
5.75600000000351,1
6.23800000000351,2
6.72000000000351,3
7.20200000000351,4
7.68400000000351,1
8.16600000000351,2
8.64800000000351,3
9.13000000000351,4
9.61200000000351,1
10.0940000000035,2
10.5760000000035,3
11.0580000000035,4
11.5400000000035,1
12.0220000000035,2
12.5040000000035,3
12.9860000000035,4
13.4680000000035,1
13.9500000000035,2
14.4320000000035,3
14.9140000000035,4
15.3960000000035,1
15.8780000000035,2
16.3600000000035,3
16.8420000000035,4
17.3240000000035,1
17.8060000000035,2
18.2880000000035,3
18.7700000000035,4
19.2520000000035,1
19.7340000000035,2
20.2160000000035,3
20.6980000000035,4
21.1800000000035,1
21.6620000000035,2
22.1440000000035,3
22.6260000000035,4
23.1080000000035,1
23.5900000000035,2
24.0720000000035,3
24.5540000000035,4
25.0360000000035,1
25.5180000000035,2
26.0000000000035,3
26.4820000000035,4
26.9640000000035,1
27.4460000000035,2
27.9280000000035,3
28.4100000000035,4
28.8920000000035,1
29.3740000000035,2
29.8560000000035,3
30.3380000000035,4
30.8200000000035,1
31.3020000000035,2
31.7840000000035,3
32.2660000000035,4
32.7480000000035,1
33.2300000000035,2
33.7120000000035,3
34.1940000000035,4
34.6760000000035,1
35.1580000000035,2
35.6400000000035,3
36.1220000000035,4
36.6040000000035,1
37.0860000000035,2
37.5680000000035,3
38.0500000000035,4
38.5320000000001,1
39.0140000000001,2
39.4960000000001,3
39.9780000000001,4
40.4600000000001,1
40.9420000000001,2
41.4240000000001,3
41.9060000000001,4
42.3880000000001,1
42.8700000000001,2
43.3520000000001,3
43.8340000000001,4
44.3160000000001,1
44.7980000000001,2
45.2800000000001,3
45.7620000000001,4
46.2440000000001,1
46.7260000000001,2
47.2080000000001,3
47.6900000000001,4
48.1720000000001,1
48.6540000000001,2
49.1360000000001,3
49.6180000000001,4
50.1000000000001,1
50.5820000000001,2
51.0640000000001,3
51.5460000000001,4
52.0280000000001,1
52.5100000000001,2
52.9920000000001,3
53.4740000000001,4
53.9560000000001,1
54.4380000000001,2
54.9200000000001,3
55.4020000000001,4
55.8840000000001,1
56.3660000000001,2
56.8480000000001,3
57.3300000000001,4
57.8120000000001,1
58.2940000000001,2
58.7760000000001,3
59.2580000000001,4
59.7400000000001,1
60.2220000000001,2
60.7040000000001,3
61.1860000000001,4
61.6680000000001,1
62.1500000000001,2
62.6320000000001,3
63.1140000000001,4
63.5960000000001,1
64.0780000000001,2
64.5600000000001,3
65.0420000000001,4
65.5240000000001,1
66.0060000000001,2
66.4880000000001,3
66.9700000000001,4
67.4520000000001,1
67.9340000000001,2
68.4160000000001,3
68.8980000000001,4
69.412000000007,1
69.894000000007,2
70.4120000000001,3
70.8940000000001,4
71.4520000000001,1
71.9340000000001,2
72.4160000000001,3
72.8980000000001,4
73.3800000000001,1
73.8620000000001,2
74.3440000000001,3
74.8260000000001,4
75.3080000000001,1
75.7900000000001,2
76.2720000000001,3
76.7540000000001,4
77.2360000000001,1
77.7180000000001,2
78.2000000000001,3
78.6820000000001,4
79.1640000000001,1
79.6460000000001,2
80.1280000000001,3
80.6100000000001,4
81.0920000000001,1
81.5740000000001,2
82.0920000000001,3
82.5740000000001,4
83.0560000000001,1
83.5380000000001,2
84.0200000000001,3
84.5020000000001,4
84.9840000000001,1
85.4660000000001,2
85.972000000007,3
86.454000000007,4
86.936000000007,1
87.418000000007,2
87.900000000007,3
88.382000000007,4
88.864000000007,1
89.346000000007,2
89.828000000007,3
90.310000000007,4
90.792000000007,1
91.274000000007,2
91.756000000007,3
92.238000000007,4
92.720000000007,1
93.202000000007,2
93.684000000007,3
94.166000000007,4
94.648000000007,1
95.130000000007,2
95.612000000007,3
96.094000000007,4
96.576000000007,1
97.058000000007,2
97.540000000007,3
98.022000000007,4
98.504000000007,1
98.986000000007,2
99.468000000007,3
99.950000000007,4
100.432000000007,1
100.914000000007,2
101.396000000007,3
101.878000000007,4
102.360000000007,1
102.842000000007,2
103.324000000007,3
103.806000000007,4
104.288000000007,1
104.770000000007,2
105.252000000007,3
105.734000000007,4
106.216000000007,1
106.698000000007,2
107.180000000007,3
107.662000000007,4
108.144000000007,1
