success,error_message,short_variant,variant,model_file,load_A,DCR_L1,DCR_L2,DCR_L3,DCR_L4,max_current_imbalance_A,rms_current_imbalance_A,phase_spacing_std_ns,output_ripple_mV,effective_switching_frequency_Hz,ton_trim_usage,lambda_trim_usage,current_imbalance_settling_us,final_vout_error_mV,guard_clamp_count,fallback_count,IL1_mean_A,IL2_mean_A,IL3_mean_A,IL4_mean_A,IL1_rms_A,IL2_rms_A,IL3_rms_A,IL4_rms_A,phase_order_error_rate,phase_event_count
1,,C0,C0_original_iqcot_dcr_mismatch,E:\Desktop\codex\models\derived\E030_C0_dcr_obs_iqcot_20260629.slx,40,0.011,0.009,0.011,0.009,0.853665487660807,0.830663424898845,42.7227047957896,1.31330031066956,498529.411764706,0,0,NaN,-2.27703029074097,0,0,9.17384252319619,10.8513202441744,9.16049034959857,10.8049659090853,9.62568390140192,11.2345658411168,9.61504460076661,11.1919076417217,0,339
1,,C1,C1_ton_diff_only,E:\Desktop\codex\models\derived\E030_C1_tondiff_iqcot_20260629.slx,40,0.011,0.009,0.011,0.009,0.313774575914463,0.265364106135969,4.12679448809295e-10,15.2173101559265,519117.647058823,0.86596867202265,0,NaN,-58.1560926796405,0,0,9.72488966870332,10.2007903912382,9.72674987623814,10.3025094132792,10.0996069411754,10.5507443656275,10.1017287863056,10.6503560009681,0,353
1,,C2,C2_lambda_diff_only,E:\Desktop\codex\models\derived\E030_C2_lambdadiff_iqcot_20260629.slx,40,0.011,0.009,0.011,0.009,0.853665487660807,0.830663424898845,42.7227047957896,1.31330031066956,498529.411764706,0,0.75,NaN,-2.27703029074097,78,0,9.17384252319619,10.8513202441744,9.16049034959857,10.8049659090853,9.62568390140192,11.2345658411168,9.61504460076661,11.1919076417217,0,339
1,,C3,C3_ton_diff_lambda_diff,E:\Desktop\codex\models\derived\E030_C3_ton_lambda_iqcot_20260629.slx,40,0.011,0.009,0.011,0.009,0.313774575914463,0.265364106135969,4.12679448809295e-10,15.2173101559265,519117.647058823,0.86596867202265,0.75,NaN,-58.1560926796405,10,0,9.72488966870332,10.2007903912382,9.72674987623814,10.3025094132792,10.0996069411754,10.5507443656275,10.1017287863056,10.6503560009681,0,353
1,,C4,C4_pis_iek_projected_balancer,E:\Desktop\codex\models\derived\E030_C4_pisiek_proj_iqcot_20260629.slx,40,0.011,0.009,0.011,0.009,0.376221185386262,0.333885244475034,4.12679448809295e-10,16.0746517363211,519117.647058823,0.537859500280204,0,NaN,-23.4941617120327,10,10,9.70172934679798,10.3360256119046,9.61388288415016,10.3087784352929,10.0996969542683,10.704349694124,10.0144126598538,10.6764375022446,0,353
