variant,event_index,time_us,REQ_phase,REQ_accept_phase,phase_idx,REQ_reject_reason,model_phase_order_error_sample,active_HS_phase
R1-T4c,112,53.6050000000001,3,3,2,0,0,0
R1-T4c,113,54.086000000007,4,4,3,1,0,0
R1-T4c,114,54.567000000007,1,1,0,1,0,0
R1-T4c,115,55.048000000007,2,2,1,1,0,0
R1-T4c,116,55.529000000007,3,3,2,1,0,0
R1-T4c,117,56.0100000000069,4,4,3,1,0,0
R1-T4c,118,56.4910000000001,1,1,0,1,0,0
R1-T4c,119,56.9720000000001,2,2,1,1,0,0
R1-T4c,120,57.453000000007,3,3,2,1,0,0
R1-T4c,121,57.934000000007,4,4,3,1,0,0
R1-T4c,122,58.415000000007,1,1,0,1,0,0
R1-T4c,123,58.8960000000069,2,2,1,1,0,0
R1-T4c,124,59.3770000000069,3,3,2,1,0,0
R1-T4c,125,59.8580000000001,4,4,3,1,0,0
R1-T4c,126,60.3390000000001,1,1,0,1,0,0
R1-T4c,127,60.820000000007,2,2,1,1,0,0
R1-T4c,128,61.301000000007,3,3,2,1,0,0
R1-T4c,129,61.782000000007,4,4,3,1,0,0
R1-T4c,130,62.2630000000069,1,1,0,1,0,0
R1-T4c,131,62.7440000000069,2,2,1,1,0,0
R1-T4c,132,63.2250000000001,3,3,2,0,0,0
R1-T4c,133,63.7060000000001,4,4,3,1,0,0
R1-T4c,134,64.187000000007,1,1,0,1,0,0
R1-T4c,135,64.668000000007,2,2,1,1,0,0
R1-T4c,136,65.149000000007,3,3,2,1,0,0
R1-T4c,137,65.6300000000069,4,4,3,1,0,0
R1-T4c,138,66.1110000000069,1,1,0,1,0,0
R1-T4c,139,66.5920000000001,2,2,1,1,0,0
R1-T4c,140,67.0730000000001,3,3,2,1,0,0
R1-T4c,141,67.554000000007,4,4,3,1,0,0
R1-T4c,142,68.035000000007,1,1,0,1,0,0
R1-T4c,143,68.516000000007,2,2,1,1,0,0
R1-T4c,144,68.9970000000069,3,3,2,1,0,0
R1-T4c,145,69.4780000000001,4,4,3,1,0,0
R1-T4c,146,69.9590000000001,1,1,0,1,0,0
R1-T4c,147,70.440000000007,2,2,1,1,0,0
R1-T4c,148,70.921000000007,3,3,2,1,0,0
R1-T4c,149,71.402000000007,4,4,3,1,0,0
R1-T4c,150,71.883000000007,1,1,0,1,0,0
R1-T4c,151,72.3640000000069,2,2,1,1,0,0
R1-T4c,152,72.8450000000001,3,3,2,0,0,0
R1-T4c,153,73.3260000000001,4,4,3,1,0,0
R1-T4c,154,73.807000000007,1,1,0,1,0,0
R1-T4c,155,74.288000000007,2,2,1,1,0,0
R1-T4c,156,74.769000000007,3,3,2,1,0,0
R1-T4c,157,75.2500000000069,4,4,3,1,0,0
R1-T4c,158,75.7310000000069,1,1,0,1,0,0
R1-T4c,159,76.2120000000001,2,2,1,1,0,0
R1-T4c,160,76.6930000000001,3,3,2,1,0,0
R1-T4c,161,77.174000000007,4,4,3,1,0,0
R1-T4c,162,77.655000000007,1,1,0,1,0,0
R1-T4c,163,78.136000000007,2,2,1,1,0,0
R1-T4c,164,78.617000000007,3,3,2,1,0,0
R1-T4c,165,79.0980000000069,4,4,3,1,0,0
R1-T4c,166,79.5790000000001,1,1,0,1,0,0
R1-T4c,167,80.0600000000001,2,2,1,0,0,0
R1-T4c,168,80.541000000007,3,3,2,1,0,0
R1-T4c,169,81.022000000007,4,4,3,1,0,0
R1-T4c,170,81.503000000007,1,1,0,1,0,0
R1-T4c,171,81.9840000000069,2,2,1,1,0,0
R1-T4c,172,82.4650000000001,3,3,2,0,0,0
R1-T4c,173,82.9460000000001,4,4,3,1,0,0
R1-T4c,174,83.427000000007,1,1,0,1,0,0
R1-T4c,175,83.908000000007,2,2,1,1,0,0
R1-T4c,176,84.389000000007,3,3,2,1,0,0
R1-T4c,177,84.870000000007,4,4,3,1,0,0
R1-T4c,178,85.3510000000069,1,1,0,1,0,0
R1-T4c,179,85.8320000000001,2,2,1,1,0,0
R1-T4c,180,86.3130000000001,3,3,2,1,0,0
R1-T4c,181,86.794000000007,4,4,3,1,0,0
R1-T4c,182,87.275000000007,1,1,0,1,0,0
R1-T4c,183,87.756000000007,2,2,1,1,0,0
R1-T4c,184,88.237000000007,3,3,2,1,0,0
R1-T4c,185,88.7180000000069,4,4,3,1,0,0
R1-T4c,186,89.1990000000001,1,1,0,1,0,0
R1-T4c,187,89.6800000000001,2,2,1,0,1,0
