load_step_offset_us,a0_peak_mV,a2_peak_mV,a2_minus_a0_peak_mV,peak_improvement_mV,a0_t_peak_us,a2_t_peak_us,a0_secondary_undershoot_mV,a2_secondary_undershoot_mV,a2_minus_a0_undershoot_mV,a0_final_error_mV,a2_final_error_mV,a2_minus_a0_final_error_mV,a2_trunc_duration_us,a2_trunc_edge_count,a2_remaining_ton4_ns,a2_total_ton_min_hits
0.05,6.2585990731614,5.49255515024183,-0.766043922919568,0.766043922919568,1.40000000000009,1.26800000000007,-8.2934465172827,-1.16689572074191,7.12655079654079,-0.53964233049919,-0.576750501842027,-0.0371081713428367,1.99999999999999,1,2.0000000000857,4000
0.105,5.96028771560264,5.96028771560264,0,0,1.34500000000004,1.34500000000004,-7.24819216680173,-7.24819216680173,0,-0.569460168004077,-0.569460168004077,0,1.99999999999999,1,0,4000
