load_step_offset_us,a0_peak_mV,a1_peak_mV,a1_minus_a0_peak_mV,peak_improvement_mV,a0_t_peak_us,a1_t_peak_us,a0_secondary_undershoot_mV,a1_secondary_undershoot_mV,a1_minus_a0_undershoot_mV,a0_final_error_mV,a1_final_error_mV,a1_minus_a0_final_error_mV,a1_inhibit_duration_us,a1_req_edges_during_inhibit
0.05,6.2585990731614,6.2585990731614,0,0,1.40000000000009,1.40000000000009,-8.2934465172827,-8.2934465172827,0,-0.53964233049919,-0.58030003270082,-0.0406577022016297,18.8800000000002,19
0.105,5.96028771560264,5.96028771560264,0,0,1.34500000000004,1.34500000000004,-7.24819216680173,-7.24819216680173,0,-0.569460168004077,-0.55019831924219,0.0192618487618867,19.8160000000001,20
