run,target,offset_us,window,a0_max_mV,a2_max_mV,a2_minus_a0_max_mV,peak_improvement_mV,a0_max_time_us,a2_max_time_us,a0_min_mV,a2_min_mV,a2_minus_a0_min_mV,undershoot_improvement_mV,a0_final_error_mV,a2_final_error_mV,a2_minus_a0_final_error_mV
R049I,20A,0.050,early_local_peak,2.097721737160052,2.387906688990027,0.29018495182997484,-0.29018495182997484,0.484000000000085,0.898000000000045,0.07040286945003693,0.5429031822699049,0.47250031281986793,0.47250031281986793,-0.4396748817909432,-0.435080526611963,0.004594355178980214
R049I,20A,0.050,late_settling,1.9391535433499474,2.025770355889911,0.08661681253996356,-0.08661681253996356,12.7160000000001,12.0420000000001,-0.8909491406640102,-0.8561513264599974,0.034797814204012845,0.034797814204012845,-0.4396748817909432,-0.435080526611963,0.004594355178980214
R049I,20A,0.050,recovery_peak,2.1103300494300647,2.1579631655699316,0.04763311613986687,-0.04763311613986687,9.45400000000005,7.60200000000005,-0.4026078355210405,-0.4226618621799849,-0.0200540266589444,-0.0200540266589444,-0.4396748817909432,-0.435080526611963,0.004594355178980214
R049I,20A,0.105,early_local_peak,1.9439226308799462,1.9439226308799462,0.0,0.0,0.429000000000033,0.429000000000033,0.09497206043995732,0.09497206043995732,0.0,0.0,-0.43436215648255927,-0.43436215648255927,0.0
R049I,20A,0.105,late_settling,2.0093183535299097,2.0093183535299097,0.0,0.0,12.209,12.209,-0.8991337973940361,-0.8991337973940361,0.0,0.0,-0.43436215648255927,-0.43436215648255927,0.0
R049I,20A,0.105,recovery_peak,2.093564751320054,2.093564751320054,0.0,0.0,8.38900000000003,8.38900000000003,-0.0030137685369524547,-0.0030137685369524547,0.0,0.0,-0.43436215648255927,-0.43436215648255927,0.0
