load_step_offset_us,a0_peak_mV,a2_peak_mV,a2_minus_a0_peak_mV,peak_improvement_mV,a0_t_peak_us,a2_t_peak_us,a0_undershoot_mV,a2_undershoot_mV,a2_minus_a0_undershoot_mV,a0_final_error_mV,a2_final_error_mV,a2_minus_a0_final_error_mV,a0_remaining_ton4_ns,a2_remaining_ton4_ns,remaining_ton4_reduction_ns,a2_inhibit_raw_duration_us,a2_effective_inhibit_duration_us,a2_req_edges_during_inhibit,a2_one_shot_edge_count,a2_first_inhibit_us,a2_one_shot_time_us
0.05,2.11033004942607,2.09772173716449,-0.012608312261575,0.012608312261575,9.45400000000005,0.484000000000085,-0.89094914066401,-1.04137368069068,-0.150424540026672,-0.439674881791308,-0.442242392664993,-0.00256751087368556,50.5000000000904,50.5000000000904,0,1.68999999999999,1.68999999999999,1,0,0.0700000000000722,NaN
0.105,2.0935647513205,2.03157015583355,-0.0619945954869472,0.0619945954869472,8.38900000000003,12.115,-0.899133797393703,-0.844408709870792,0.0547250875229111,-0.434362156482515,-0.43062197016408,0.00374018631843498,0,0,0,1.68999999999999,1.68999999999999,1,0,0.0710000000000337,NaN
