load_step_offset_us,a0_peak_mV,a2_peak_mV,a2_minus_a0_peak_mV,peak_improvement_mV,a0_t_peak_us,a2_t_peak_us,a0_secondary_undershoot_mV,a2_secondary_undershoot_mV,a2_minus_a0_undershoot_mV,a0_final_error_mV,a2_final_error_mV,a2_minus_a0_final_error_mV,a0_remaining_ton4_ns,a2_remaining_ton4_ns,remaining_ton4_reduction_ns,a2_inhibit_duration_us,a2_inhibit_edge_count,a2_req_edges_during_inhibit,a2_allow_edge_count,a2_first_inhibit_us,a2_pulse_inhibit_duration1_us,a2_pulse_inhibit_duration2_us,a2_pulse_inhibit_duration3_us,a2_pulse_inhibit_duration4_us
0.05,2.11033004942607,2.09772173716449,-0.012608312261575,0.012608312261575,9.45400000000005,0.484000000000085,-0.89094914066401,-3.39274669226586,-2.50179755160185,-0.439674881791308,-0.436280761663466,0.00339412012784202,52.0000000000598,52.0000000000598,0,1.92999999999998,1,1,5,0.0700000000000722,1.92999999999998,1.92999999999998,1.92999999999998,1.92999999999998
0.105,2.0935647513205,1.94392263087573,-0.149642120444771,0.149642120444771,8.38900000000003,0.429000000000033,-0.899133797393703,-4.16015147200299,-3.26101767460929,-0.434362156482515,-0.441710599330736,-0.00734844284822067,0,0,0,1.92999999999998,1,1,25,0.0710000000000337,1.92999999999998,1.92999999999998,1.92999999999998,1.92999999999998
