load_step_offset_us,a0_peak_mV,a2_peak_mV,a2_minus_a0_peak_mV,peak_improvement_mV,a0_t_peak_us,a2_t_peak_us,a0_undershoot_mV,a2_undershoot_mV,a2_minus_a0_undershoot_mV,a0_final_error_mV,a2_final_error_mV,a2_minus_a0_final_error_mV,a0_remaining_ton4_ns,a2_remaining_ton4_ns,remaining_ton4_reduction_ns,a2_inhibit_raw_duration_us,a2_effective_inhibit_duration_us,a2_release_clock_edge_count,a2_release_clock_time_us,a2_req_edges_during_inhibit,a2_one_shot_edge_count,a2_first_inhibit_us,a2_one_shot_time_us
0.05,2.11033004942607,2.09772173716449,-0.012608312261575,0.012608312261575,9.45400000000005,0.484000000000085,-0.89094914066401,-0.962310709750724,-0.0713615690867142,-0.439674881791308,-0.429986159195761,0.00968872259554665,50.5000000000904,50.5000000000904,0,1.68999999999999,1.68,1,1.68600000000009,1,1,0.0700000000000722,1.75000000000007
0.105,2.0935647513205,2.0241440430655,-0.0694207082549969,0.0694207082549969,8.38900000000003,12.121,-0.899133797393703,-0.929425737312584,-0.0302919399188806,-0.434362156482515,-0.434704616777859,-0.000342460295343905,0,0,0,1.68999999999999,1.66399999999996,1,1.68500000000002,1,1,0.0710000000000337,1.735
