run,offset_us,controller,window,a0_max_mV,a2_max_mV,peak_improvement_mV,a2_minus_a0_max_mV,a0_min_mV,a2_min_mV,undershoot_improvement_mV,a2_release_clock_time_us,a2_oneshot_time_us,a2_inhibit_raw_duration_us
R049Q,0.050,A2_1p630,early_local_peak,2.097721737160052,2.097721737160052,0.0,0.0,0.07040286945003693,0.07040286945003693,0.0,1.63000000000008,1.67000000000006,1.6900000000000492
R049Q,0.050,A2_1p630,recovery_peak,2.1103300494300647,2.1103300494300647,0.0,0.0,-0.4026078355210405,-0.4026078355210405,0.0,1.63000000000008,1.67000000000006,1.6900000000000492
R049Q,0.050,A2_1p630,late_settling,1.9391535433499474,1.9391535433499474,0.0,0.0,-0.8909491406640102,-0.8909491406640102,0.0,1.63000000000008,1.67000000000006,1.6900000000000492
R049Q,0.105,A2_1p630,early_local_peak,1.9439226308799462,1.9439226308799462,0.0,0.0,0.09497206043995732,-0.3381120845069585,-0.4330841449469158,1.63100000000004,1.69500000000002,1.6899999999999875
R049Q,0.105,A2_1p630,recovery_peak,2.093564751320054,1.9570150827799004,0.1365496685401535,-0.1365496685401535,-0.0030137685369524547,-1.1138665519979662,-1.1108527834610138,1.63100000000004,1.69500000000002,1.6899999999999875
R049Q,0.105,A2_1p630,late_settling,2.0093183535299097,2.075932842179995,-0.06661448865008524,0.06661448865008524,-0.8991337973940361,-0.8395664991960317,0.05956729819800444,1.63100000000004,1.69500000000002,1.6899999999999875
