event_index,event_time,phase_idx,A_before_tr,Lambda_i,A_minus_Lambda,h_mean_since_last_event,period
433.0,0.000224642000000002,2.0,3.72497533220144e-10,3e-10,7.249753322014399e-11,0.0010393386045778972,1.000000000002003e-06
434.0,0.000225124000000002,3.0,3.51585032005664e-10,3e-10,5.158503200566402e-11,0.0010941521774572548,4.819999999999998e-07
435.0,0.00022564,0.0,3.34992485069485e-10,3e-10,3.499248506948499e-11,0.0009861684439456517,5.159999999979873e-07
436.0,0.00022616,1.0,3.43509948226556e-10,3e-10,4.3509948226556016e-11,0.000986737465818496,5.200000000000018e-07
437.0,0.000226642000000002,2.0,3.89646692764894e-10,3e-10,8.964669276489399e-11,0.0011784176396022403,4.820000000020056e-07
438.0,0.000227124000000002,3.0,3.74468477023601e-10,3e-10,7.446847702360098e-11,0.0011584727650334166,4.819999999999998e-07
439.0,0.000227606000000002,0.0,3.25652106078844e-10,3e-10,2.5652106078843984e-11,0.00105350313006276,4.819999999999998e-07
440.0,0.00022812,1.0,3.07451137470663e-10,3e-10,7.451137470663017e-12,0.0009128675065321352,5.1399999999801e-07
441.0,0.00022864,2.0,3.42994196932902e-10,3e-10,4.299419693290199e-11,0.000978256267369624,5.200000000000018e-07
442.0,0.000229122000000002,3.0,3.55420070639661e-10,3e-10,5.5420070639660993e-11,0.0011220284870253313,4.820000000020056e-07
443.0,0.000229604000000002,0.0,3.14511286840056e-10,3e-10,1.4511286840056004e-11,0.0010164614786431015,4.819999999999998e-07
444.0,0.00023012,1.0,3.04651610650211e-10,3e-10,4.651610650211024e-12,0.000895002751742689,5.159999999979873e-07
445.0,0.00023064,2.0,3.11100472546749e-10,3e-10,1.110047254674902e-11,0.0009169841838651562,5.200000000000018e-07
446.0,0.000231122,3.0,3.16117943867161e-10,3e-10,1.611794386716099e-11,0.001022653574486224,4.819999999999998e-07
447.0,0.00023164,0.0,3.08020589695294e-10,3e-10,8.020589695293991e-12,0.0008985220100167388,5.179999999999974e-07
448.0,0.00023216,1.0,3.28731171289239e-10,3e-10,2.8731171289239002e-11,0.0009523397550046539,5.200000000000018e-07
449.0,0.000232642,2.0,3.23505322920324e-10,3e-10,2.3505322920324024e-11,0.0010452468341521624,4.819999999999998e-07
450.0,0.00023316,3.0,3.3180963836733e-10,3e-10,3.180963836733e-11,0.0009451482393472645,5.179999999999974e-07
451.0,0.000233642,0.0,3.12819185842152e-10,3e-10,1.2819185842152015e-11,0.001014969251033216,4.819999999999998e-07
452.0,0.00023416,1.0,3.03079638198225e-10,3e-10,3.079638198225008e-12,0.000901382649988643,5.179999999999974e-07
453.0,0.000234642000000002,2.0,3.13117100110021e-10,3e-10,1.3117100110021027e-11,0.0010228321212158748,4.820000000020056e-07
454.0,0.00023516,3.0,3.23319804131103e-10,3e-10,2.3319804131103002e-11,0.0009326324368185322,5.179999999979916e-07
455.0,0.000235642000000002,0.0,3.07618579557127e-10,3e-10,7.618579557126986e-12,0.0010166475263975341,4.820000000020056e-07
456.0,0.00023616,1.0,3.10428287105266e-10,3e-10,1.0428287105266006e-11,0.0009177149585516918,5.179999999979916e-07
457.0,0.000236642000000002,2.0,3.21252113123897e-10,3e-10,2.1252113123897002e-11,0.0010353774672684532,4.820000000020056e-07
458.0,0.00023716,3.0,3.39301846506547e-10,3e-10,3.9301846506547004e-11,0.0009663250573481431,5.179999999980187e-07
459.0,0.000237642000000002,0.0,3.25238809317773e-10,3e-10,2.5238809317773e-11,0.0010615146993861063,4.820000000019785e-07
460.0,0.00023816,1.0,3.37490697155672e-10,3e-10,3.7490697155672005e-11,0.0009657753314142421,5.179999999980187e-07
461.0,0.000238642000000002,2.0,3.46053411023526e-10,3e-10,4.6053411023525996e-11,0.0010846672499481198,4.820000000019785e-07
462.0,0.000239124000000002,3.0,3.27199073297723e-10,3e-10,2.7199073297722977e-11,0.0010410560478982765,4.819999999999998e-07
463.0,0.00023964,0.0,3.20784336087006e-10,3e-10,2.0784336087005985e-11,0.0009274723402577469,5.159999999980144e-07
464.0,0.000240122000000002,1.0,3.00229071161261e-10,3e-10,2.2907116126102745e-13,0.0009840872207900159,4.820000000020056e-07
465.0,0.00024064,2.0,3.13602688822371e-10,3e-10,1.3602688822371007e-11,0.0009069331267147678,5.179999999979916e-07
466.0,0.00024116,3.0,3.19986211248015e-10,3e-10,1.9986211248015027e-11,0.0009328603783197406,5.200000000000018e-07
467.0,0.000241642000000002,0.0,3.17239634863905e-10,3e-10,1.723963486390502e-11,0.001024352591765783,4.820000000020056e-07
468.0,0.00024216,1.0,3.21735506831564e-10,3e-10,2.1735506831563996e-11,0.0009216175354903286,5.179999999979916e-07
469.0,0.000242642,2.0,3.18917543295443e-10,3e-10,1.891754329544302e-11,0.0010220030381497987,4.819999999999998e-07
470.0,0.0002432,3.0,3.42760272544278e-10,3e-10,4.2760272544277985e-11,0.0008909845725299355,5.580000000000038e-07
471.0,0.000243682000000002,0.0,4.10515372202868e-10,3e-10,1.10515372202868e-10,0.0012235168784988145,4.820000000020056e-07
472.0,0.000244164000000003,1.0,3.66767273333146e-10,3e-10,6.6767273333146e-11,0.0011291658823380263,4.820000000009756e-07
473.0,0.000244646000000003,2.0,3.75258787217274e-10,3e-10,7.525878721727399e-11,0.001149863799527666,4.819999999999998e-07
474.0,0.000245128000000003,3.0,3.24269669041152e-10,3e-10,2.4269669041152022e-11,0.0010397732352095592,4.819999999999998e-07
475.0,0.00024564,0.0,3.30317051018676e-10,3e-10,3.031705101867602e-11,0.0009573258156391983,5.119999999970027e-07
476.0,0.0002462,1.0,3.41757871377542e-10,3e-10,4.175787137754202e-11,0.0008853959892964383,5.600000000000353e-07
477.0,0.000246682,2.0,4.34358962998702e-10,3e-10,1.34358962998702e-10,0.001289214078446617,4.819999999999998e-07
478.0,0.000247164,3.0,4.13409515994753e-10,3e-10,1.1340951599475302e-10,0.0012398334388828308,4.819999999999998e-07
479.0,0.000247646,0.0,4.07100235236158e-10,3e-10,1.0710023523615798e-10,0.0012198133262614585,4.819999999999998e-07
480.0,0.000248128,1.0,3.55044255533622e-10,3e-10,5.5044255533622e-11,0.0011119941319902517,4.819999999999998e-07
481.0,0.00024861,2.0,3.39299155592573e-10,3e-10,3.929915559257298e-11,0.0010872139051835144,4.819999999999998e-07
482.0,0.00024912,3.0,3.18446161825234e-10,3e-10,1.8446161825234023e-11,0.0009514156114085259,5.099999999999528e-07
483.0,0.00024964,0.0,3.05254230956869e-10,3e-10,5.25423095686902e-12,0.0009092163982464776,5.200000000000018e-07
484.0,0.00025016,1.0,3.2815414563947e-10,3e-10,2.8154145639470025e-11,0.000957039593390027,5.200000000000018e-07
485.0,0.000250642,2.0,3.61013909325591e-10,3e-10,6.101390932559099e-11,0.0011048854901559682,4.819999999999998e-07
486.0,0.000251124,3.0,3.31837116539166e-10,3e-10,3.183711653916602e-11,0.0010702976716735844,4.819999999999998e-07
487.0,0.000251606,0.0,3.08853742713712e-10,3e-10,8.853742713711985e-12,0.001013765726206905,4.819999999999998e-07
488.0,0.00025216,1.0,3.25877000648295e-10,3e-10,2.587700064829499e-11,0.0008676438073473985,5.540000000000492e-07
489.0,0.000252642,2.0,3.65219329029752e-10,3e-10,6.521932902975201e-11,0.0011304934483890006,4.819999999999998e-07
490.0,0.000253124,3.0,3.43438156055259e-10,3e-10,4.343815605525903e-11,0.0010748189330379218,4.819999999999998e-07
491.0,0.000253606,0.0,3.25851976794028e-10,3e-10,2.5851976794028012e-11,0.0010296167784241937,4.819999999999998e-07
492.0,0.00025412,1.0,3.1031194902396e-10,3e-10,1.0311949023960006e-11,0.0009248199580122095,5.139999999999615e-07
493.0,0.00025464,2.0,3.23803334823269e-10,3e-10,2.3803334823269014e-11,0.0009307222442099648,5.200000000000018e-07
494.0,0.000255122,3.0,3.31136857182827e-10,3e-10,3.113685718282702e-11,0.001054488508470979,4.819999999999998e-07
495.0,0.000255604,0.0,3.16435593756275e-10,3e-10,1.643559375627498e-11,0.0010096772995169974,4.819999999999998e-07
496.0,0.00025612,1.0,3.06889010018406e-10,3e-10,6.889010018406008e-12,0.0008985530080462398,5.15999999999993e-07
497.0,0.00025664,2.0,3.33472926031279e-10,3e-10,3.347292603127899e-11,0.0009503535331338429,5.200000000000018e-07
498.0,0.000257122,3.0,3.41204760689448e-10,3e-10,4.120476068944799e-11,0.0010695532327547768,4.819999999999998e-07
499.0,0.000257604,0.0,3.31446281282514e-10,3e-10,3.144628128251402e-11,0.0010624810461589281,4.819999999999998e-07
500.0,0.00025812,1.0,3.32130206648368e-10,3e-10,3.2130206648367996e-11,0.0009615984514726112,5.15999999999993e-07
501.0,0.000258602,2.0,3.16208661801289e-10,3e-10,1.620866180128899e-11,0.0010249149417016486,4.819999999999998e-07
502.0,0.00025912,3.0,3.19914026669251e-10,3e-10,1.991402666925102e-11,0.0009220839454098748,5.180000000000245e-07
503.0,0.000259602000000003,0.0,3.28343379886385e-10,3e-10,2.8343379886385026e-11,0.0010566277404720392,4.820000000029813e-07
504.0,0.00026012,1.0,3.36770895177134e-10,3e-10,3.677089517713398e-11,0.0009666044890438928,5.17999999997043e-07
505.0,0.000260602,2.0,3.32453612640984e-10,3e-10,3.245361264098398e-11,0.0010661785727372102,4.819999999999998e-07
506.0,0.000261084,3.0,3.02444173578877e-10,3e-10,2.4441735788770114e-12,0.0009916171518081565,4.819999999999998e-07
507.0,0.0002616,0.0,3.14028419046312e-10,3e-10,1.4028419046311982e-11,0.0009176889138616259,5.15999999999993e-07
508.0,0.00026216,1.0,3.45290928345764e-10,3e-10,4.5290928345764e-11,0.0008958019240226288,5.599999999999811e-07
509.0,0.000262642000000003,2.0,4.34680598279397e-10,3e-10,1.34680598279397e-10,0.0012734141473944227,4.820000000029813e-07
510.0,0.000263124000000003,3.0,4.31678846919704e-10,3e-10,1.31678846919704e-10,0.001267761100040922,4.819999999999998e-07
511.0,0.000263606000000003,0.0,4.28929149725974e-10,3e-10,1.28929149725974e-10,0.001266583717657303,4.819999999999998e-07
512.0,0.000264088000000003,1.0,3.77662673697117e-10,3e-10,7.766267369711701e-11,0.0011577420425160103,4.819999999999998e-07
513.0,0.000264570000000003,2.0,3.58019093894151e-10,3e-10,5.8019093894151e-11,0.0011250907974191238,4.819999999999998e-07
514.0,0.000265052000000003,3.0,3.16960090324126e-10,3e-10,1.6960090324126018e-11,0.001051747424159101,4.819999999999998e-07
515.0,0.00026556,0.0,3.10549403442545e-10,3e-10,1.0549403442545017e-11,0.0009422001551149622,5.079999999970481e-07
516.0,0.00026616,1.0,3.36023579691105e-10,3e-10,3.602357969110498e-11,0.0007971144785839404,5.999999999999604e-07
517.0,0.000266642,2.0,4.57448179256168e-10,3e-10,1.5744817925616799e-10,0.0013321706576684778,4.819999999999998e-07
518.0,0.000267124,3.0,4.65846490295834e-10,3e-10,1.65846490295834e-10,0.0013605382620111124,4.819999999999998e-07
519.0,0.000267606,0.0,4.71474328283031e-10,3e-10,1.71474328283031e-10,0.0013607639273631954,4.819999999999998e-07
520.0,0.000268088,1.0,4.32817383338235e-10,3e-10,1.32817383338235e-10,0.0012967624753352925,4.819999999999998e-07
521.0,0.00026857,2.0,4.01439891557988e-10,3e-10,1.01439891557988e-10,0.0012257253066529404,4.819999999999998e-07
522.0,0.000269052,3.0,3.68688332344831e-10,3e-10,6.868833234483101e-11,0.001149678623044321,4.819999999999998e-07
523.0,0.000269534,0.0,3.36219495522528e-10,3e-10,3.621949552252801e-11,0.0010774439297884127,4.819999999999998e-07
524.0,0.00027008,1.0,3.34961319906025e-10,3e-10,3.496131990602498e-11,0.0008923103230341286,5.460000000000317e-07
525.0,0.0002706,2.0,3.05447529115993e-10,3e-10,5.4475291159929844e-12,0.0009042353342461218,5.200000000000018e-07
526.0,0.000271082,3.0,3.48165153940969e-10,3e-10,4.816515394096901e-11,0.0010887255084151015,4.819999999999998e-07
527.0,0.000271564,0.0,3.37962040848845e-10,3e-10,3.796204084884502e-11,0.0010608035437638015,4.819999999999998e-07
528.0,0.00027212,1.0,3.37728719348361e-10,3e-10,3.772871934836099e-11,0.000895896562534296,5.559999999999723e-07
529.0,0.000272602,2.0,3.65403526855401e-10,3e-10,6.5403526855401e-11,0.0011230213299715023,4.819999999999998e-07
530.0,0.000273084,3.0,3.76632549553891e-10,3e-10,7.663254955389101e-11,0.0011478509247334616,4.819999999999998e-07
531.0,0.000273566,0.0,3.66828822654703e-10,3e-10,6.682882265470298e-11,0.0011329517760041308,4.819999999999998e-07
532.0,0.00027408,1.0,3.36968783863397e-10,3e-10,3.6968783863397014e-11,0.0009885072597581497,5.140000000000157e-07
533.0,0.0002746,2.0,3.3420056952357e-10,3e-10,3.4200569523570025e-11,0.0009721892484704685,5.200000000000018e-07
534.0,0.000275082000000003,3.0,3.70228853398294e-10,3e-10,7.022885339829398e-11,0.0011447664809123511,4.820000000029813e-07
535.0,0.000275564000000003,0.0,3.6357810800247e-10,3e-10,6.357810800246998e-11,0.0011174596176674405,4.819999999999998e-07
536.0,0.000276046000000003,1.0,3.03034773605439e-10,3e-10,3.034773605439001e-12,0.0009995012324867116,4.819999999999998e-07
537.0,0.0002766,2.0,3.27960617867919e-10,3e-10,2.7960617867919013e-11,0.0008746184404318509,5.539999999970135e-07
538.0,0.000277082000000003,3.0,3.70184676177062e-10,3e-10,7.018467617706199e-11,0.0011475111484029947,4.820000000029813e-07
539.0,0.000277564000000003,0.0,3.68338994827529e-10,3e-10,6.833899482752898e-11,0.0011275083615356978,4.819999999999998e-07
540.0,0.000278046000000003,1.0,3.17494624779412e-10,3e-10,1.7494624779412008e-11,0.0010215672182822746,4.819999999999998e-07
541.0,0.00027856,2.0,3.08548875112503e-10,3e-10,8.548875112503015e-12,0.0009086232747841344,5.139999999970342e-07
542.0,0.00027912,3.0,3.38846000766765e-10,3e-10,3.8846000766764987e-11,0.0008774096197924226,5.599999999999811e-07
543.0,0.000279602000000003,0.0,4.45947825415286e-10,3e-10,1.45947825415286e-10,0.0013026932430299637,4.820000000029813e-07
544.0,0.000280084000000003,1.0,4.23401420232367e-10,3e-10,1.23401420232367e-10,0.001254247879201884,4.819999999999998e-07
545.0,0.000280566000000003,2.0,4.02751764540913e-10,3e-10,1.0275176454091299e-10,0.0012186616784725908,4.819999999999998e-07
546.0,0.000281048000000003,3.0,3.60586977860748e-10,3e-10,6.058697786074802e-11,0.001136109874311128,4.819999999999998e-07
547.0,0.000281530000000003,0.0,3.56109750721687e-10,3e-10,5.610975072168701e-11,0.0011064267511545932,4.819999999999998e-07
548.0,0.00028204,1.0,3.3524864543923e-10,3e-10,3.524864543922998e-11,0.0009846601233669604,5.099999999970254e-07
549.0,0.00028256,2.0,3.08261449760438e-10,3e-10,8.261449760437976e-12,0.0009133012555295949,5.200000000000018e-07
550.0,0.00028308,3.0,3.4079407599261e-10,3e-10,4.079407599260999e-11,0.0009839666285284617,5.200000000000018e-07
551.0,0.000283562000000003,0.0,3.82558836300314e-10,3e-10,8.255883630031402e-11,0.0011782853921339087,4.820000000029813e-07
552.0,0.000284044000000003,1.0,3.52038547398902e-10,3e-10,5.2038547398901986e-11,0.001101114983664336,4.819999999999998e-07
553.0,0.000284526000000003,2.0,3.17695468800302e-10,3e-10,1.7695468800301994e-11,0.0010249979870856928,4.819999999999998e-07
554.0,0.00028504,3.0,3.00281572740729e-10,3e-10,2.815727407289948e-13,0.0008998600345429794,5.139999999970342e-07
555.0,0.00028556,0.0,3.31383885212632e-10,3e-10,3.1383885212631985e-11,0.000956796129116973,5.200000000000018e-07
556.0,0.000286042,1.0,3.31204624165975e-10,3e-10,3.120462416597502e-11,0.0010662665494170101,4.819999999999998e-07
557.0,0.000286524,2.0,3.0315459277171e-10,3e-10,3.154592771709982e-12,0.000987892950837618,4.819999999999998e-07
558.0,0.00028708,3.0,3.39470391702587e-10,3e-10,3.947039170258699e-11,0.0008820759275286407,5.559999999999723e-07
559.0,0.000287562000000003,0.0,3.95152418030747e-10,3e-10,9.515241803074699e-11,0.0011877670592092397,4.820000000029813e-07
560.0,0.000288044000000003,1.0,3.74673904985194e-10,3e-10,7.467390498519402e-11,0.001146582407707659,4.819999999999998e-07
561.0,0.000288526000000003,2.0,3.53653783825142e-10,3e-10,5.365378382514201e-11,0.0011055493899947845,4.819999999999998e-07
562.0,0.000289008000000003,3.0,3.14711734455126e-10,3e-10,1.4711734455126017e-11,0.001040452743377563,4.819999999999998e-07
563.0,0.00028952,0.0,3.19512297542982e-10,3e-10,1.9512297542982027e-11,0.0009430269329626038,5.119999999970027e-07
564.0,0.00029004,1.0,3.05310317489562e-10,3e-10,5.310317489561987e-12,0.0009000316095519336,5.200000000000018e-07
565.0,0.000290522,2.0,3.1445647698895e-10,3e-10,1.4456476988950027e-11,0.0010053942490076474,4.819999999999998e-07
566.0,0.00029104,3.0,3.22166010131158e-10,3e-10,2.2166010131158013e-11,0.0009408527731694844,5.180000000000245e-07
567.0,0.000291522000000003,0.0,3.2918545975862e-10,3e-10,2.918545975861998e-11,0.0010503673983873558,4.820000000029813e-07
568.0,0.00029204,1.0,3.37700855224524e-10,3e-10,3.770085522452398e-11,0.0009789574756410642,5.179999999969888e-07
569.0,0.000292522,2.0,3.35316296075279e-10,3e-10,3.531629607527899e-11,0.0010606732578416923,4.819999999999998e-07
570.0,0.000293004,3.0,3.08627377432716e-10,3e-10,8.627377432715993e-12,0.000991859987839756,4.819999999999998e-07
571.0,0.00029352,0.0,3.19565506605881e-10,3e-10,1.9565506605880996e-11,0.0009340087142143255,5.160000000000472e-07
572.0,0.00029404,1.0,3.39392950462433e-10,3e-10,3.939295046243301e-11,0.0009700695489916019,5.200000000000018e-07
573.0,0.000294522,2.0,3.48852517414566e-10,3e-10,4.885251741456598e-11,0.0010958458742401712,4.819999999999998e-07
574.0,0.000295004,3.0,3.28648024278475e-10,3e-10,2.8648024278475002e-11,0.00104248596620627,4.819999999999998e-07
575.0,0.000295486,0.0,3.05493076483367e-10,3e-10,5.493076483367014e-12,0.0009861405995006034,4.819999999999998e-07
576.0,0.00029604,1.0,3.40460960795977e-10,3e-10,4.0460960795977e-11,0.000875956034520161,5.53999999999995e-07
577.0,0.000296522,2.0,3.23915237909123e-10,3e-10,2.3915237909123e-11,0.001042400487476995,4.819999999999998e-07
578.0,0.00029704,3.0,3.42850186917382e-10,3e-10,4.2850186917382025e-11,0.0009663122068749156,5.179999999999703e-07
579.0,0.000297522,0.0,3.77236874913958e-10,3e-10,7.723687491395799e-11,0.001155552751577077,4.819999999999998e-07
580.0,0.000298004,1.0,3.51440421988946e-10,3e-10,5.1440421988946e-11,0.0011100589100846293,4.819999999999998e-07
581.0,0.00029852,2.0,3.22351193822308e-10,3e-10,2.235119382230799e-11,0.0009322328873783452,5.15999999999993e-07
582.0,0.000299002,3.0,3.10886188304741e-10,3e-10,1.0886188304740986e-11,0.0010035013507867666,4.819999999999998e-07
583.0,0.000299484,0.0,3.05515427210299e-10,3e-10,5.5154272102990134e-12,0.0009931566130483402,4.819999999999998e-07
584.0,0.0003,1.0,3.0139138734158e-10,3e-10,1.3913873415799822e-12,0.0008945685503476245,5.15999999999993e-07
585.0,0.00030056,2.0,3.33432925626864e-10,3e-10,3.3432925626864e-11,0.0008780711525901941,5.600000000000353e-07
586.0,0.000301042000000003,3.0,4.04085627897676e-10,3e-10,1.0408562789767598e-10,0.0012302561450637528,4.820000000029813e-07
587.0,0.000301524000000003,0.0,4.26191502517652e-10,3e-10,1.26191502517652e-10,0.0012631547960600146,4.819999999999998e-07
588.0,0.000302006000000003,1.0,4.13933939701547e-10,3e-10,1.1393393970154699e-10,0.0012385132016493185,4.819999999999998e-07
589.0,0.000302488000000003,2.0,3.61418464294374e-10,3e-10,6.141846429437401e-11,0.0011360399114696764,4.819999999999998e-07
590.0,0.000302970000000003,3.0,3.23678055829281e-10,3e-10,2.3678055829281016e-11,0.0010469320885089356,4.819999999999998e-07
591.0,0.000303452000000003,0.0,3.05011952164085e-10,3e-10,5.011952164084981e-12,0.0010051972288298312,4.819999999999998e-07
592.0,0.000304,1.0,3.28959316366101e-10,3e-10,2.8959316366101003e-11,0.0008732463790053162,5.479999999970274e-07
593.0,0.000305042000000003,3.0,4.35649307121076e-10,3e-10,1.3564930712107601e-10,0.001069540475264412,1.0420000000029624e-06
594.0,0.000305524000000003,0.0,4.60829774129137e-10,3e-10,1.60829774129137e-10,0.0013227569941096225,4.819999999999998e-07
595.0,0.000306006000000003,1.0,4.56609317309089e-10,3e-10,1.56609317309089e-10,0.0013303735366098342,4.819999999999998e-07
596.0,0.000306488000000003,2.0,3.86092564232833e-10,3e-10,8.6092564232833e-11,0.0012049954637212478,4.819999999999998e-07
597.0,0.000306970000000003,3.0,3.71085172583468e-10,3e-10,7.108517258346802e-11,0.00114832711603079,4.819999999999998e-07
598.0,0.000307452000000003,0.0,3.55000302486738e-10,3e-10,5.500030248673799e-11,0.0011327064484442165,4.819999999999998e-07
599.0,0.000307934000000003,1.0,3.12984220833475e-10,3e-10,1.2984220833475014e-11,0.0010347613004201737,4.819999999999998e-07
600.0,0.000309002000000003,3.0,3.64537763850198e-10,3e-10,6.4537763850198e-11,0.000948982117712945,1.0680000000000108e-06
601.0,0.000309484000000003,0.0,3.73184076806427e-10,3e-10,7.318407680642701e-11,0.0011349075626134275,4.819999999999998e-07
602.0,0.000309966000000003,1.0,3.56985300104434e-10,3e-10,5.698530010443401e-11,0.0011042104502838096,4.819999999999998e-07
603.0,0.00031048,2.0,3.26169040781059e-10,3e-10,2.6169040781059025e-11,0.0009532444172210128,5.139999999970342e-07
604.0,0.000311,3.0,3.41166624665411e-10,3e-10,4.116662466541101e-11,0.0009726984267544107,5.200000000000018e-07
605.0,0.000311482,0.0,3.74956864317343e-10,3e-10,7.4956864317343e-11,0.0011523404613038757,4.819999999999998e-07
606.0,0.000311964,1.0,3.62814270219404e-10,3e-10,6.281427021940398e-11,0.0011136361968691658,4.819999999999998e-07
607.0,0.000312446,2.0,3.01840264516897e-10,3e-10,1.84026451689701e-12,0.0009845023137224063,4.819999999999998e-07
608.0,0.000313,3.0,3.4222295747486e-10,3e-10,4.222295747485999e-11,0.0008925803104404121,5.53999999999995e-07
609.0,0.000313964,1.0,3.30187032464486e-10,3e-10,3.0187032464486025e-11,0.0010607886431488994,9.639999999999996e-07
610.0,0.00031448,2.0,3.03694869269881e-10,3e-10,3.694869269881015e-12,0.0009120792671862908,5.15999999999993e-07
611.0,0.000314962000000003,3.0,3.11865726107056e-10,3e-10,1.1865726107055998e-11,0.0010173505753095127,4.820000000029813e-07
612.0,0.00031552,0.0,3.46060335978573e-10,3e-10,4.6060335978573005e-11,0.000892261215717892,5.579999999970222e-07
613.0,0.000316002000000003,1.0,4.04815538105472e-10,3e-10,1.0481553810547199e-10,0.0012147130668652192,4.820000000029813e-07
614.0,0.000316484000000003,2.0,3.75744764541515e-10,3e-10,7.5744764541515e-11,0.0011435121768359877,4.819999999999998e-07
615.0,0.000316966000000003,3.0,3.78905680376969e-10,3e-10,7.890568037696898e-11,0.0011612690822244145,4.819999999999998e-07
616.0,0.000317448000000003,0.0,3.36617468977022e-10,3e-10,3.661746897702199e-11,0.0010741818343869493,4.819999999999998e-07
617.0,0.00031796,1.0,3.380326920569e-10,3e-10,3.8032692056899996e-11,0.0009756136809083851,5.119999999970027e-07
618.0,0.00031848,2.0,3.15602748412578e-10,3e-10,1.560274841257798e-11,0.000921149258434624,5.200000000000018e-07
619.0,0.000318962000000003,3.0,3.4530258822872e-10,3e-10,4.530258822872e-11,0.0010830307170120916,4.820000000029813e-07
620.0,0.000319444000000003,0.0,3.09018186334546e-10,3e-10,9.018186334546024e-12,0.0010094839624100258,4.819999999999998e-07
621.0,0.00031996,1.0,3.14833445621709e-10,3e-10,1.483344562170898e-11,0.000917699931874283,5.159999999970115e-07
622.0,0.00032048,2.0,3.16907761372205e-10,3e-10,1.6907761372205003e-11,0.0009292707461350868,5.200000000000018e-07
623.0,0.000320962000000003,3.0,3.47533704737142e-10,3e-10,4.753370473714201e-11,0.0010889070670078713,4.820000000029813e-07
624.0,0.000321444000000003,0.0,3.18487406478203e-10,3e-10,1.8487406478203007e-11,0.001017626652742267,4.819999999999998e-07
625.0,0.00032196,1.0,3.31470233674676e-10,3e-10,3.147023367467598e-11,0.0009476161697988504,5.159999999970115e-07
626.0,0.00032248,2.0,3.37194172243724e-10,3e-10,3.719417224372402e-11,0.000961238378039583,5.200000000000018e-07
627.0,0.000322962,3.0,3.64031987699987e-10,3e-10,6.403198769998699e-11,0.0011329598199956844,4.819999999999998e-07
628.0,0.000323444,0.0,3.40641556611095e-10,3e-10,4.0641556611095e-11,0.001083261084294525,4.819999999999998e-07
629.0,0.000323926,1.0,3.1687989678926e-10,3e-10,1.6879896789260006e-11,0.0010252106202581024,4.819999999999998e-07
630.0,0.00032448,2.0,3.37741313545144e-10,3e-10,3.774131354514402e-11,0.0008959194620033916,5.53999999999995e-07
631.0,0.000324962,3.0,3.70409474448981e-10,3e-10,7.040947444898098e-11,0.001134036702322825,4.819999999999998e-07
632.0,0.000325444,0.0,3.53129787325186e-10,3e-10,5.312978732518601e-11,0.001110730111238048,4.819999999999998e-07
633.0,0.000325926,1.0,3.34632778749284e-10,3e-10,3.463277874928398e-11,0.0010648201889637409,4.819999999999998e-07
634.0,0.00032644,2.0,3.22193746928414e-10,3e-10,2.2193746928414007e-11,0.0009424311985864647,5.140000000000157e-07
635.0,0.00032696,3.0,3.35001478254316e-10,3e-10,3.500147825431598e-11,0.0009653649552222579,5.200000000000018e-07
636.0,0.000327442000000003,0.0,3.4631338871873e-10,3e-10,4.631338871872998e-11,0.0010915044087335243,4.820000000029813e-07
637.0,0.000327924000000003,1.0,3.32210228806271e-10,3e-10,3.2210228806271025e-11,0.0010606259900603529,4.819999999999998e-07
638.0,0.00032844,2.0,3.28289201052302e-10,3e-10,2.828920105230202e-11,0.0009503155377188356,5.159999999970115e-07
639.0,0.000328922,3.0,3.07047354649191e-10,3e-10,7.047354649190992e-12,0.00100766106218038,4.819999999999998e-07
640.0,0.00032944,0.0,3.12224288591756e-10,3e-10,1.2224288591755993e-11,0.0009128391101811341,5.180000000000245e-07
641.0,0.00032996,1.0,3.2734661774237e-10,3e-10,2.734661774237001e-11,0.0009449666470654921,5.200000000000018e-07
642.0,0.000330442,2.0,3.25762164627673e-10,3e-10,2.5762164627672978e-11,0.0010351843240572456,4.819999999999998e-07
643.0,0.00033096,3.0,3.31154488552895e-10,3e-10,3.1154488552895014e-11,0.0009505674329566576,5.179999999999703e-07
644.0,0.000331442,0.0,3.53701310191901e-10,3e-10,5.3701310191901016e-11,0.0010979935173988284,4.819999999999998e-07
645.0,0.000331924,1.0,3.12235903192154e-10,3e-10,1.2235903192154025e-11,0.0010173959249619717,4.819999999999998e-07
646.0,0.00033244,2.0,3.06326220703503e-10,3e-10,6.326220703502979e-12,0.0009107821930634661,5.15999999999993e-07
647.0,0.00033296,3.0,3.25993432736949e-10,3e-10,2.5993432736949007e-11,0.0009306444441447957,5.200000000000018e-07
648.0,0.000333442,0.0,3.56752730882326e-10,3e-10,5.6752730882326e-11,0.0010971698050054755,4.819999999999998e-07
649.0,0.000333924,1.0,3.23689689124872e-10,3e-10,2.368968912487198e-11,0.001035566821391122,4.819999999999998e-07
650.0,0.00033444,2.0,3.28264776396764e-10,3e-10,2.8264776396763984e-11,0.0009465161516255571,5.15999999999993e-07
651.0,0.000334922,3.0,3.05964018665974e-10,3e-10,5.964018665973998e-12,0.0009919689209215187,4.819999999999998e-07
652.0,0.00033544,0.0,3.30420513636729e-10,3e-10,3.042051363672901e-11,0.0009387734374810475,5.180000000000245e-07
