"variant","event_index","time_us","REQ_phase","REQ_accept_phase","phase_idx","REQ_reject_reason","model_phase_order_error_sample","active_HS_phase"
"A5-T4","34","21.72","4","4","3","0","0","0"
"A5-T4","35","22.2020000000035","1","1","0","0","0","0"
"A5-T4","36","22.7200000000001","2","2","1","0","1","0"
"A5-T4","37","23.36","3","3","2","0","0","0"
"A5-T4","38","24","4","4","3","0","0","0"
"A5-T4","39","24.64","1","1","0","0","0","0"
"A5-T4","40","25.1220000000035","2","2","1","0","0","0"
"A5-T4","41","25.6400000000001","3","3","2","0","1","0"
"A5-T4","42","26.44","4","4","3","0","0","0"
"A5-T4","43","26.9220000000035","1","1","0","0","0","0"
"A5-T4","44","27.48","2","2","1","0","1","0"
"A5-T4","45","28.0400000000001","3","3","2","0","0","0"
"A5-T4","46","28.76","4","4","3","0","0","0"
"A5-T4","47","29.3200000000001","1","1","0","0","0","0"
"A5-T4","48","29.8400000000001","2","2","1","0","0","0"
"A5-T4","49","30.4","3","3","2","0","0","0"
"A5-T4","50","31.12","4","4","3","0","0","0"
"A5-T4","51","31.68","1","1","0","0","0","0"
"A5-T4","52","32.2","2","2","1","0","0","0"
"A5-T4","53","32.8","3","3","2","0","0","0"
"A5-T4","54","33.44","4","4","3","0","0","0"
"A5-T4","55","34.08","1","1","0","0","0","0"
"A5-T4","56","34.5620000000035","2","2","1","0","0","0"
"A5-T4","57","35.12","3","3","2","0","1","0"
"A5-T4","58","35.84","4","4","3","0","0","0"
"A5-T4","59","36.4","1","1","0","0","0","0"
"A5-T4","60","36.92","2","2","1","0","0","0"
"A5-T4","61","37.52","3","3","2","0","0","0"
"A5-T4","62","38.16","4","4","3","0","0","0"
"A5-T4","63","38.8000000000001","1","1","0","0","0","0"
"A5-T4","64","39.2820000000001","2","2","1","0","0","0"
"A5-T4","65","39.8800000000001","3","3","2","0","1","0"
"A5-T4","66","40.5200000000001","4","4","3","0","0","0"
"A5-T4","67","41.16","1","1","0","0","0","0"
"A5-T4","68","41.642000000007","2","2","1","0","0","0"
"A5-T4","69","42.2000000000001","3","3","2","0","1","0"
"A5-T4","70","42.92","4","4","3","0","0","0"
"A5-T4","71","43.4400000000001","1","1","0","0","0","0"
"A5-T4","72","44.0800000000001","2","2","1","0","0","0"
"A5-T4","73","44.562000000007","3","3","2","0","0","0"
"A5-T4","74","45.2800000000001","4","4","3","0","1","0"
"A5-T4","75","45.8","1","1","0","0","0","0"
"A5-T4","76","46.44","2","2","1","0","0","0"
"A5-T4","77","46.922000000007","3","3","2","0","0","0"
"A5-T4","78","47.6400000000001","4","4","3","0","1","0"
"A5-T4","79","48.16","1","1","0","0","0","0"
"A5-T4","80","48.8","2","2","1","0","0","0"
"A5-T4","81","49.2820000000069","3","3","2","0","0","0"
"A5-T4","82","50","4","4","3","0","1","0"
"A5-T4","83","50.5600000000001","1","1","0","0","0","0"
"A5-T4","84","51.1200000000001","2","2","1","0","0","0"
"A5-T4","85","51.68","3","3","2","0","0","0"
"A5-T4","86","52.32","4","4","3","0","0","0"
"A5-T4","87","52.96","1","1","0","0","0","0"
"A5-T4","88","53.4420000000069","2","2","1","0","0","0"
"A5-T4","89","54.0800000000001","3","3","2","0","1","0"
"A5-T4","90","54.6","4","4","3","0","0","0"
"A5-T4","91","55.44","1","1","0","0","0","0"
"A5-T4","92","55.922000000007","2","2","1","0","0","0"
"A5-T4","93","56.404000000007","3","3","2","0","0","0"
"A5-T4","94","56.886000000007","4","4","3","0","0","0"
"A5-T4","95","57.76","1","1","0","0","1","0"
"A5-T4","96","58.242000000007","2","2","1","0","0","0"
"A5-T4","97","58.724000000007","3","3","2","0","0","0"
"A5-T4","98","59.3600000000001","4","4","3","0","1","0"
"A5-T4","99","60","1","1","0","0","0","0"
"A5-T4","100","60.6000000000001","2","2","1","0","0","0"
"A5-T4","101","61.082000000007","3","3","2","0","0","0"
"A5-T4","102","61.8000000000001","4","4","3","0","1","0"
"A5-T4","103","62.32","1","1","0","0","0","0"
"A5-T4","104","63.04","2","2","1","0","0","0"
"A5-T4","105","63.5220000000069","3","3","2","0","0","0"
"A5-T4","106","64.0040000000069","4","4","3","0","0","0"
"A5-T4","107","64.84","1","1","0","0","1","0"
"A5-T4","108","65.322000000007","2","2","1","0","0","0"
"A5-T4","109","65.804000000007","3","3","2","0","0","0"
"A5-T4","110","66.4800000000001","4","4","3","0","1","0"
"A5-T4","111","67.0400000000001","1","1","0","0","0","0"
"A5-T4","112","67.76","2","2","1","0","0","0"
"A5-T4","113","68.242000000007","3","3","2","0","0","0"
"A5-T4","114","68.724000000007","4","4","3","0","0","0"
"A5-T4","115","69.5600000000001","1","1","0","0","1","0"
"A5-T4","116","70.0420000000001","2","2","1","0","0","0"
"A5-T4","117","70.5240000000001","3","3","2","0","0","0"
"A5-T4","118","71.2","4","4","3","0","1","0"
"A5-T4","119","71.76","1","1","0","0","0","0"
"A5-T4","120","72.4800000000001","2","2","1","0","0","0"
"A5-T4","121","72.9620000000001","3","3","2","0","0","0"
"A5-T4","122","73.48","4","4","3","0","1","0"
"A5-T4","123","74.2400000000001","1","1","0","0","0","0"
"A5-T4","124","74.722000000007","2","2","1","0","0","0"
"A5-T4","125","75.36","3","3","2","0","1","0"
"A5-T4","126","75.8420000000069","4","4","3","0","0","0"
"A5-T4","127","76.6","1","1","0","0","1","0"
"A5-T4","128","77.082000000007","2","2","1","0","0","0"
"A5-T4","129","77.7200000000001","3","3","2","0","1","0"
"A5-T4","130","78.2020000000001","4","4","3","0","0","0"
"A5-T4","131","78.92","1","1","0","0","1","0"
"A5-T4","132","79.48","2","2","1","0","0","0"
"A5-T4","133","80.0800000000001","3","3","2","0","0","0"
"A5-T4","134","80.562000000007","4","4","3","0","0","0"
"A5-T4","135","81.3200000000001","1","1","0","0","1","0"
"A5-T4","136","81.8020000000001","2","2","1","0","0","0"
"A5-T4","137","82.44","3","3","2","0","1","0"
"A5-T4","138","82.9600000000001","4","4","3","0","0","0"
"A5-T4","139","83.6000000000001","1","1","0","0","0","0"
"A5-T4","140","84.2800000000001","2","2","1","0","0","0"
"A5-T4","141","84.762000000007","3","3","2","0","0","0"
"A5-T4","142","85.3200000000001","4","4","3","0","1","0"
"A5-T4","143","85.9600000000001","1","1","0","0","0","0"
"A5-T4","144","86.6000000000001","2","2","1","0","0","0"
"A5-T4","145","87.082000000007","3","3","2","0","0","0"
"A5-T4","146","87.7600000000001","4","4","3","0","1","0"
"A5-T4","147","88.2420000000001","1","1","0","0","0","0"
"A5-T4","148","89.0800000000001","2","2","1","0","1","0"
"A5-T4","149","89.562000000007","3","3","2","0","0","0"
