t_s,vout_V,iL_A,iload_A,vc_V,on,area_acc
0.00014360000000000002,1.0014595819083365,12.559707018904108,10.0,0.00865293995252285,0.0,7.887623125619958e-10
0.0001437,1.0015879031909518,12.049712271841315,10.0,0.0086425907959944,0.0,1.0380204917586263e-09
0.0001438,1.0016879002191488,11.540042681766256,10.0,0.008634504747675196,0.0,1.311851008922432e-09
0.0001439,1.0017595914359183,11.03071215733939,10.0,0.008628681041244318,0.0,1.610463537617355e-09
0.000144,1.00180299605642,10.521734587386243,10.0,0.00862511884813514,0.0,1.9340669766515244e-09
0.0001441,1.001818134066863,10.013123840526555,10.0,0.0086238172776054,0.0,2.2828694448570896e-09
0.0001442,1.00180502622338,9.504893764804379,10.0,0.008624775376808046,0.0,2.6570782758956037e-09
0.0001443,1.0017636940508678,8.997058187318945,10.0,0.00862799213086472,0.0,3.0569000130891175e-09
0.0001444,1.001694159841821,8.489630913856395,10.0,0.00863346646293981,0.0,3.482540404277067e-09
0.00014450000000000002,1.0015964466551301,7.982625728522421,10.0,0.008641197234317409,0.0,3.934204396699133e-09
0.00014460000000000002,1.0014705783148734,7.476056393375756,10.0,0.008651183244478782,0.0,4.412096131904138e-09
0.00014470000000000002,1.0013165794090777,6.96993664806253,10.0,0.008663423231182334,0.0,4.916418940685154e-09
0.0001448,1.0011344752884659,6.464280209451576,10.0,0.008677915870544742,0.0,5.44737533804089e-09
0.0001449,1.0009242920651809,5.9591007712705775,10.0,0.0086946597771239,0.0,6.005167018163541e-09
0.000145,1.0006860566114906,5.4544120037431885,10.0,0.00871365350400353,0.0,6.589994849453157e-09
0.0001451,1.0004901855870867,8.909270027495909,10.0,0.00872960531029549,1.0,0.0
0.0001452,1.0005790872000166,14.400315687804227,10.0,0.008722968573207921,1.0,0.0
0.0001453,1.0008288316407459,14.249092414592527,10.0,0.00870296865656482,0.0,1.3769012996041354e-10
0.0001454,1.0010509813587125,13.73812336856626,10.0,0.008685127757931713,0.0,3.0712349241762027e-10
0.0001455,1.0012447514378626,13.227433326461806,10.0,0.008669552049119325,0.0,5.004299690311809e-10
0.00014560000000000002,1.0014101577588375,12.717036259851502,10.0,0.00865624097021634,0.0,7.178217581719638e-10
0.00014570000000000002,1.0015472169779684,12.206946121705409,10.0,0.008645193898848049,0.0,9.5951030090912e-10
0.00014580000000000002,1.0016559465262413,11.697176846017813,10.0,0.008636410150239868,0.0,1.225706275706258e-09
0.0001459,1.0017363646082278,11.18774234743452,10.0,0.008629888977283322,0.0,1.5166195931427074e-09
0.000146,1.0017884902009968,10.678656520880992,10.0,0.00862562957060382,0.0,1.8324593906601283e-09
0.0001461,1.001812343053015,10.169933241191268,10.0,0.008623631058629311,0.0,2.173434027334478e-09
0.0001462,1.0018079436830174,9.661586362737783,10.0,0.008623892507661275,0.0,2.539751078673544e-09
0.0001463,1.0017753133788594,9.15362971906196,10.0,0.008626412921947369,0.0,2.9316173314400997e-09
0.0001464,1.0017144741963544,8.646077122505712,10.0,0.00863119124375509,0.0,3.3492387785008595e-09
0.0001465,1.0016254489580803,8.138942363843782,10.0,0.008638226353448039,0.0,3.7928206137013174e-09
0.0001466,1.0015082612521726,7.6322392119169695,10.0,0.00864751706956337,0.0,4.262567226766644e-09
0.00014670000000000002,1.001362935431101,7.125981413266233,10.0,0.00865906214889042,0.0,4.7586821982287104e-09
0.00014680000000000002,1.001189496610413,6.620182691767691,10.0,0.008672860286552144,0.0,5.2813682943793774e-09
0.00014690000000000002,1.0009879706674694,6.1148567482685285,10.0,0.008688910116087138,0.0,5.830827462250185e-09
0.00014700000000000002,1.0007583842401553,5.610017260223808,10.0,0.008707210209533712,0.0,6.407260824618562e-09
0.0001471,1.0005188966954472,7.145432193121845,10.0,0.00872647912199625,1.0,0.0
0.0001472,1.0005098433565842,12.637809891769445,10.0,0.008727679381694746,1.0,0.0
0.0001473,1.000743817833264,14.406842494990112,10.0,0.00870911390322719,0.0,8.865598505932058e-11
0.0001474,1.0009747293433233,13.895795524855078,10.0,0.008690574072311993,0.0,2.5078261269844367e-10
0.0001475,1.001177256767828,13.385023238856212,10.0,0.00867429956758172,0.0,4.3671647012236086e-10
0.0001476,1.0013514157475827,12.874539614085808,10.0,0.008660289848426626,0.0,6.466699861774187e-10
0.0001477,1.0014972226993906,12.364358609149551,10.0,0.008648544311754845,0.0,8.808548340586318e-10
0.00014780000000000001,1.0016146948150253,11.854494163792761,10.0,0.008639062292055355,0.0,1.1394819259981496e-09
0.00014790000000000002,1.0017038500601667,11.344960198527456,10.0,0.008631843061463584,0.0,1.4227614079788376e-09
0.00014800000000000002,1.0017647071733249,10.835770614260229,10.0,0.008626885829828231,0.0,1.7309026544731009e-09
0.00014810000000000002,1.0017972856647406,10.326939291920933,10.0,0.008624189744779857,0.0,2.0641142632070663e-09
0.0001482,1.001801605815265,9.818480092092194,10.0,0.008623753891801146,0.0,2.4226040499502554e-09
0.0001483,1.001777688675221,9.31040685463983,10.0,0.00862557729429877,0.0,2.8065790433308676e-09
0.0001484,1.0017255560632383,8.802733398344017,10.0,0.00862965891367731,0.0,3.2162454796768173e-09
0.0001485,1.0016452305650747,8.295473520531408,10.0,0.008635997649414324,0.0,3.6518087978826377e-09
0.0001486,1.0015367355324143,7.788640996708073,10.0,0.008644592339137318,0.0,4.113473634302355e-09
0.0001487,1.0014000950816446,7.282249580193329,10.0,0.008655441758702375,0.0,4.601443817668504e-09
0.0001488,1.0012353340926137,6.776313001754487,10.0,0.008668544622274454,0.0,5.115922364037324e-09
0.00014890000000000001,1.0010424782073701,6.270844969242452,10.0,0.00868389958240912,0.0,5.657111471760371e-09
0.00014900000000000002,1.0008215538288763,5.765859167228287,10.0,0.008701505230136387,0.0,6.2252125164825426e-09
0.00014910000000000002,1.00057272145304,5.501367456640636,10.0,0.008721360095045812,1.0,0.0
0.00014920000000000002,1.0004723644078857,10.99497321519299,10.0,0.008729864533322449,1.0,0.0
0.0001493,1.0006610967078826,14.56465243654046,10.0,0.008715080281262682,0.0,4.455634510270832e-11
0.0001494,1.0009007733032191,14.053526350688033,10.0,0.008695841197147171,0.0,1.9935537078443148e-10
0.0001495,1.0011120613000444,13.542670628449727,10.0,0.008678867580796723,0.0,3.778957696521542e-10
0.0001496,1.0012949760992824,13.032099252471477,10.0,0.008664158910908276,0.0,5.803902015855551e-10
0.0001497,1.0014495338781717,12.521826187028218,10.0,0.008651714603677425,0.0,8.070505724621525e-10
0.0001498,1.0015757515892372,12.011865377649963,10.0,0.00864153401286126,0.0,1.0580880288380757e-09
0.0001499,1.001673646959234,11.502230750748588,10.0,0.008633616429843463,0.0,1.3337129526539135e-09
0.00015000000000000001,1.0017432384880798,10.992936213245454,10.0,0.008627961083700357,0.0,1.6341349559657665e-09
0.00015010000000000002,1.001784545447759,10.483995652199834,10.0,0.008624567141269166,0.0,1.9595628757016062e-09
0.00015020000000000002,1.0017975878812113,9.97542293443819,10.0,0.00862343370721765,0.0,2.310204768443086e-09
0.00015030000000000002,1.0017823866011955,9.467231906184303,10.0,0.008624559824115776,0.0,2.686267905232958e-09
0.0001504,1.0017389631891362,8.959436392690224,10.0,0.008627944472508517,0.0,3.0879587664081616e-09
0.0001505,1.0016673399939486,8.452050197868068,10.0,0.008633586570990875,0.0,3.5154830364587457e-09
0.0001506,1.0015675401308426,7.945087103922744,10.0,0.008641484976284199,0.0,3.969045598912753e-09
0.0001507,1.0014395874801056,7.438560870985477,10.0,0.008651638483314392,0.0,4.448850531247178e-09
0.0001508,1.0012835066858703,6.932485236748287,10.0,0.008664045825291412,0.0,4.9551010998250855e-09
0.0001509,1.0010993231548537,6.426873916099334,10.0,0.00867870567379096,0.0,5.487999754859098e-09
0.000151,1.0008870630550815,5.921740600759169,10.0,0.00869561663883755,0.0,6.047748125401272e-09
0.00015110000000000001,1.0006467533145929,5.417098958917899,10.0,0.008714777268988937,0.0,6.6345470143595625e-09
0.00015120000000000002,1.000462407254639,9.231819309990886,10.0,0.00872983996209404,1.0,0.0
0.00015130000000000002,1.0005692219883324,14.722632643083166,10.0,0.008721770629705425,0.0,0.0
0.00015140000000000002,1.0008176732491536,14.21143188664072,10.0,0.008701842421917716,0.0,1.47536238022986e-10
0.0001515,1.0010377316452368,13.700497165108942,10.0,0.008684169136666994,0.0,3.1874771582760596e-10
0.0001516,1.0012294123371697,13.189842466570303,10.0,0.008668760938813738,0.0,5.138473227421813e-10
0.0001517,1.0013927312621596,12.679481760852275,10.0,0.008655617263872125,0.0,7.330471957509716e-10
0.0001518,1.00152770513301,12.169428999153107,10.0,0.008644737484899091,0.0,9.765587141672938e-10
0.0001519,1.001634351437077,11.659698113668423,10.0,0.008636120912558358,0.0,1.2445924943316583e-09
0.000152,1.0017126884352014,11.150303017218548,10.0,0.008629766795186442,0.0,1.5373583843350701e-09
0.0001521,1.0017627351606222,10.641257602876736,10.0,0.008625674318860334,0.0,1.8550654587676197e-09
0.0001522,1.001784511417868,10.132575743598178,10.0,0.008623842607466707,0.0,2.1979220134924925e-09
0.00015230000000000002,1.0017780377816343,9.624271291849835,10.0,0.008624270722772606,0.0,2.5661355604455005e-09
0.00015240000000000002,1.0017433355956296,9.116358079241161,10.0,0.008626957664498296,0.0,2.959912822460296e-09
0.00015250000000000002,1.0016804269714108,8.608849916155666,10.0,0.00863190237039135,0.0,3.3794597281193516e-09
0.00015260000000000002,1.001589334787192,8.101760591383314,10.0,0.008639103716302637,0.0,3.824981406630864e-09
0.0001527,1.0014700826866343,7.595103871753838,10.0,0.008648560516264009,0.0,4.296682182731689e-09
0.0001528,1.0013226950776162,7.088893501770911,10.0,0.008660271522567419,0.0,4.7947655716164535e-09
0.0001529,1.0011471971309847,6.583143203247225,10.0,0.008674235425845835,0.0,5.319434273892913e-09
0.000153,1.0009436147792838,6.077866674940472,10.0,0.00869045085515581,0.0,5.870890170563732e-09
0.0001531,1.0007119747154631,5.573077592190233,10.0,0.00870891637806171,0.0,6.449334318034768e-09
0.0001532,1.0004803017228825,7.588409869369724,10.0,0.008727603928356685,1.0,0.0
