success,error_message,case_id,target_label,objective,role,base_load_A,target_load_A,load_drop_A,load_step_offset_us,t_load_step_us,selected_ref_slew_us,tau_ai_us,delta_v_allow_mV,vout0_V,il1_0_A,il2_0_A,il3_0_A,il4_0_A,qh1_at_step,qh2_at_step,qh3_at_step,qh4_at_step,remaining_ton1_ns,remaining_ton2_ns,remaining_ton3_ns,remaining_ton4_ns,energy_surplus_uJ,delta_v_energy_mV,delta_v_charge_mV,delta_v_esr_mV,delta_v_charge_esr_mV,t_peak_pred_us,delta_v_actual_peak_mV,t_peak_actual_us,r_E,wave_csv
1,,r042_5A_off0p050,5A,pr_ecb_phase_dense,pre_turnoff_probe,40,5,35,0.05,450.05,60,1.25,10,0.999515539655166,7.10937874789653,9.81763658166987,12.6433908646578,12.3538573604537,0,0,0,1,0,0,0,52.0000000000598,45.3152378469734,6.22540641848379,5.06289290858407,3.32318371992101,8.38607662850508,1.87000000000006,5.18413200046131,1.20400000000009,0.838607662850508,E:\Desktop\codex\output\data\r042_5A_off0p050_r042_pr_ecb_wave.csv
1,,r042_5A_off0p090,5A,pr_ecb_phase_dense,pre_turnoff_probe,40,5,35,0.09,450.09,60,1.25,10,0.999516548964341,6.89403901848408,9.59635058533043,12.4159006254669,14.52434050068,0,0,0,1,0,0,0,12.0000000000263,49.8478773866116,6.84597482157168,4.8563722574589,3.45875676569653,8.31512902315543,1.83000000000003,4.99266498692097,1.16400000000006,0.831512902315543,E:\Desktop\codex\output\data\r042_5A_off0p090_r042_pr_ecb_wave.csv
1,,r042_5A_off0p105,5A,pr_ecb_phase_dense,turnoff_boundary_probe,40,5,35,0.105,450.105,60,1.25,10,0.999516954726827,6.80802735888066,9.50796408429991,12.3250362516588,15.2898326239098,0,0,0,0,0,0,0,0,51.6186117819484,7.08830357063772,4.77148400758199,3.50377742868742,8.27526143626941,1.81500000000001,4.91606436318914,1.14900000000004,0.827526143626941,E:\Desktop\codex\output\data\r042_5A_off0p105_r042_pr_ecb_wave.csv
1,,r042_5A_off0p125,5A,pr_ecb_phase_dense,post_turnoff_probe,40,5,35,0.125,450.125,60,1.25,10,0.999516985424308,6.70061847489882,9.39758958120377,12.2115674674928,15.1238720682992,0,0,0,0,0,0,0,0,50.4816864234314,6.93271765046966,4.66578373902776,3.45902828327051,8.12481202229827,1.79500000000002,4.8203028927678,1.12900000000005,0.812481202229827,E:\Desktop\codex\output\data\r042_5A_off0p125_r042_pr_ecb_wave.csv
