max_step_ns,avg_phase_current_A,current_pkpk_A,avg_vout_V,event_wait_pkpk_ns
20.0,12.161 10.3854 8.97024 7.95363,4.207323225088487,1.011003674263608,546.3594570739152
10.0,12.161 10.3854 8.97024 7.95363,4.207323225088488,1.0110036742636075,546.3594570738838
5.0,12.161 10.3854 8.97024 7.95363,4.207323225088432,1.0110036742636075,546.3594570738953
