t_s,vout_V,iL_A,iload_A,vc_V,on,area_acc
2.58e-05,1.0013722061384873,12.858832716291461,10.0,0.008711103909607236,0.0,6.564637664675952e-10
2.5900000000000003e-05,1.0015171405263559,12.348653309554788,10.0,0.008699427669121214,0.0,8.965188619952826e-10
2.6000000000000002e-05,1.0016337401786801,11.838790897297413,10.0,0.008690014959408745,0.0,1.161023041353245e-09
2.61e-05,1.0017220230852912,11.329259399649082,10.0,0.008682865050670318,0.0,1.4501864300701074e-09
2.6200000000000003e-05,1.0017820080088289,10.820072717122333,10.0,0.008677977150820802,0.0,1.7642183819900034e-09
2.6300000000000002e-05,1.0018137144836408,10.311244730241214,10.0,0.008675350405558143,0.0,2.1033274740374464e-09
2.64e-05,1.0018171628146622,9.802789299170817,10.0,0.00867498389843365,0.0,2.467721501007736e-09
2.65e-05,1.0017923740762753,9.294720263347687,10.0,0.008676876650923994,0.0,2.8576074703829413e-09
2.6600000000000003e-05,1.0017393701111474,8.787051441111046,10.0,0.008681027622504873,0.0,3.2731915971736517e-09
2.6700000000000002e-05,1.0016581735290475,8.27979662933489,10.0,0.00868743571072652,0.0,3.7146792987866e-09
2.68e-05,1.0015488077056465,7.772969603061005,10.0,0.008696099751290397,0.0,4.182275189918268e-09
2.6900000000000003e-05,1.001411296781292,7.266584115132781,10.0,0.008707018518128102,0.0,4.676183077474607e-09
2.7000000000000002e-05,1.0012456656597664,6.760653895829974,10.0,0.008720190723481618,0.0,5.196605955517002e-09
2.71e-05,1.0010519400070217,6.255192652504369,10.0,0.008735615017985348,0.0,5.743746000234594e-09
2.72e-05,1.000830146249899,5.750214069216323,10.0,0.008753289990749567,0.0,6.317804564943066e-09
2.7300000000000003e-05,1.0005803115748217,5.245731806372244,10.0,0.008773214169445808,0.0,6.918982175110038e-09
2.7400000000000002e-05,1.0004528290521186,10.499706513749889,10.0,0.008783856815962464,1.0,0.0
2.75e-05,1.0006212563483474,14.54967590647523,10.0,0.00877074045997703,0.0,3.515817744755007e-11
2.7600000000000003e-05,1.0008601017656953,14.038581165416522,10.0,0.008751568879080681,0.0,1.962747248406889e-10
2.7700000000000002e-05,1.001070560336573,13.527757179480046,10.0,0.008734662646578928,0.0,3.811378128322057e-10
2.78e-05,1.001252647483623,13.017217930137178,10.0,0.00872002123938707,0.0,5.899600697271538e-10
2.79e-05,1.0014063794057373,12.506977380478364,10.0,0.008707644071923698,0.0,8.229533697094783e-10
2.8000000000000003e-05,1.001531773077025,11.997049474839196,10.0,0.008697530496173953,0.0,1.0803288275237623e-09
2.8100000000000002e-05,1.0016288462457645,11.487448138427238,10.0,0.00868967980175383,0.0,1.3622967931820262e-09
2.82e-05,1.0016976174333254,10.97818727694971,10.0,0.008684091215977165,0.0,1.6690668466957573e-09
2.83e-05,1.0017381059330772,10.469280776241963,10.0,0.00868076390392352,0.0,2.0008477928332566e-09
2.8400000000000003e-05,1.0017503318092766,9.96074250189678,10.0,0.008679696968507882,0.0,2.3578476559024322e-09
2.85e-05,1.0017343158959313,9.452586298894543,10.0,0.008680889450552341,0.0,2.74027367455917e-09
