N,Vin,Vref,Iout,Iph,L,C,DCR,Ri,Ton_ns,Twait_ns,VC_mV,Lambda,common_points,amplitude_linearity_points,actuator_sweep_points,mismatch_grid_points,worst_common_ratio,worst_common_he_error_pct,best_common_ratio,best_common_he_error_pct,lambda_max_G_current_mA_per_1e13,lambda_max_G_wait_ns_per_1e13,ton_max_G_current_mA_per_0p1ns,ton_max_G_wait_ns_per_0p1ns,delay_max_G_current_mA_per_0p1ns,delay_max_G_wait_ns_per_0p1ns,best_under_0p2ns_trim_case,best_under_0p2ns_trim_limit_ns,best_under_0p2ns_current_reduction_pct,best_under_0p2ns_phase_wait_cost_ns
4,12.0,1.0,40.0,10.0,2e-07,0.0072,0.0015,0.0005,169.16666666666666,330.8333333333333,5.016736948338513,6.34394297837894e-10,24,30,54,140,0.008,7969.651119385354,0.2,-0.6637762088173238,0.013335042420736798,0.1325674052702621,768.4979626540578,86.03200767865782,0.031134408624566845,0.3095162589271857,one_low_pm5%,0.2,99.99999999998892,59.5914643463314
