N,Vin,Vref,Iout,Iph,L,C,DCR,Ri,fsw_phase,Tglobal_ns,Ton_ns,Twait_ns,VC_mV,Lambda,Hs_mean_mV,He_mean_mV,event_state_vout_V,event_phase_currents_A
4,12.0,1.0,40.0,10.0,2e-07,0.0072,0.0015,0.0005,500000.0,500.0,169.16666666666666,330.8333333333333,5.016736948338514,6.343942978378939e-10,1.5000000000000002,2.3347840304910448,0.9999874170141858,5.36391 7.88875 10.4231 12.9669
