policy,n_cases,mean_regret,median_regret,max_regret,mean_score,mean_skip,mean_phase_std_ns,mean_settle_time_us,online_available_inputs_only
combined_grid_oracle,45,0.0,0.0,0.0,10.094242608850323,1.0,70.98555291954881,19.358666666666686,False
posterior_mode_aware_projection,45,0.0639075652137356,0.0,0.23475729598909822,10.158150174064057,1.0,72.97389441490921,18.609333333333353,False
near_opt_band_clipping,45,0.10075381259031385,0.12388998029489784,0.20888690820421552,10.194996421440637,1.0,75.3074477174522,21.11955555555557,False
calibrated_risk_proxy_projection,45,0.11869069701123078,0.10296617685830256,0.355005479949023,10.212933305861553,1.0,74.34955155129407,21.089688888888915,True
discrete_dense_long_table,45,0.16262043035435844,0.10296617685830256,0.4896433099138786,10.256863039204681,1.0,74.4754645897095,18.528000000000016,True
naked_smooth_continuous,45,0.654273614810029,0.18251684084094144,2.4292769243994834,10.748516223660351,1.2222222222222223,75.1734185804328,22.203333333333347,True
parametric_proxy_only,45,0.857075273081197,0.4896433099138786,2.406467317781288,10.95131788193152,1.288888888888889,78.41530250779488,22.83302222222224,True
