success,error_message,controller_mode,base_load_A,target_load_A,target_Rload_ohm,target_Iph_ref_A,vout_initial_V,vout_peak_V,vout_min_V,overshoot_mV,undershoot_mV,t_peak_us,settle_time_us,first_gate_edge_us,max_gate_gap_us,skip_count_est,final_vout_mean_V,final_vout_error_mV,final_il1_mean_A,final_il2_mean_A,final_il3_mean_A,final_il4_mean_A,final_il_total_mean_A,final_load_error_A,final_il_phase_imbalance_A,final_il_m2_projection_A,final_phase_spacing_mean_ns,final_phase_spacing_std_ns,final_phase_sequence_error_fraction
1,,dynamic_hold,40,20,0.05,10,0.99951236273925,1.00247492465549,0.999008220401759,2.47492465549204,0.991779598240816,45.5280000000001,NaN,1.83200000000353,0.763999999999995,1,1.0020584344331,2.05843443310338,4.99674412890475,5.11304156435907,4.95101526822528,4.94753487777873,20.0083358392678,0.00833583926783632,0.165506686580342,-0.0282042612519449,531.722222222222,40.093965155235,0
1,,dynamic_hold,40,10,0.1,10,0.99951236273925,1.00419623534961,0.995707687560759,4.19623534961322,4.29231243924144,1.01000000000002,NaN,2.85400000000352,0.945999999999987,1,1.0031992954039,3.19929540390063,2.41319559103131,2.46481192958434,2.53077413884887,2.59738349887781,10.0061651583423,0.00616515834233233,0.184187907846503,-0.0295564246454928,575.058823529614,79.8745004922872,0
1,,dynamic_hold,40,0.001,1000,10,0.99951236273925,1.00681664966986,0.990548733609868,6.81664966986206,9.45126639013172,1.49800000000006,NaN,4.06000000000007,1.62999999999997,2,1.00441337295806,4.41337295806421,-0.249213702018034,0.101479919873142,0.319493253974318,-0.226374111619241,-0.054614639789815,-0.055614639789815,0.568706955992352,0.0487934359255956,589.878787878788,103.595293563389,0
1,,dynamic_instant,40,20,0.05,5,0.99951236273925,1.00223500775282,0.986533823720883,2.23500775282348,13.4661762791167,0.53400000000006,18.256,2.75400000000352,1.01399999999997,1,0.999564964646865,-0.435035353134938,5.1210565160393,4.92849564831039,4.86947245190623,5.08898863257653,20.0080132488325,0.00801324883245513,0.251584064133067,-0.00673882823534733,533.222222222221,41.9537149985362,0
1,,dynamic_instant,40,10,0.1,2.5,0.99951236273925,1.00419623534961,0.976170144277371,4.19623534961322,23.829855722629,1.01000000000002,22.384,4.09600000000351,1.38999999999657,2,0.99943705859043,-0.562941409570028,2.29801233981091,2.52242115270389,2.65998619161741,2.50283451747068,9.98325420160289,-0.0167457983971087,0.361973851806498,-0.0168142846865634,571.529411764706,87.3353898677466,0
1,,dynamic_instant,40,0.001,1000,0.00025,0.99951236273925,1.00681664966986,0.964249522758798,6.81664966986206,35.7504772412017,1.49800000000006,24.97,5.53400000000349,1.51000000000345,2,0.999434454343303,-0.565545656697197,0.00658638777439794,0.0800638878650827,-0.0126313442850761,-0.0729491097059478,0.00106982164845662,6.98216484566203e-05,0.153012997571031,-0.00328993366745326,593.878787878788,108.303900430415,0
