controller_mode,base_load_A,target_load_A,time_us,vout_V
hold,40,20,6.872,1.00192589623116
hold,40,20,6.902,1.00186480829782
hold,40,20,6.932,1.00180121588891
hold,40,20,6.962,1.00173512363659
hold,40,20,6.992,1.00174255194063
hold,40,20,7.022,1.00184006225138
hold,40,20,7.052,1.00194220311366
hold,40,20,7.082,1.00204896599358
hold,40,20,7.112,1.0021603423604
hold,40,20,7.142,1.00227632368661
hold,40,20,7.172,1.00235579568234
hold,40,20,7.202,1.00231155213667
hold,40,20,7.232,1.00226700391695
hold,40,20,7.262,1.00221992067687
hold,40,20,7.292,1.00217030706001
hold,40,20,7.322,1.00211816770826
hold,40,20,7.352,1.00206350726183
hold,40,20,7.382,1.00200633035924
hold,40,20,7.412,1.00194664163727
hold,40,20,7.442,1.00188444573102
hold,40,20,7.472,1.00181971428429
hold,40,20,7.502,1.00186738724379
hold,40,20,7.532,1.00196795457133
hold,40,20,7.562,1.00207314666154
hold,40,20,7.592,1.00218295498288
hold,40,20,7.622,1.00229737100701
hold,40,20,7.652,1.00241638620879
hold,40,20,7.682,1.00245267524046
hold,40,20,7.712,1.0024117852777
hold,40,20,7.742,1.00236835339306
hold,40,20,7.772,1.0023223842329
hold,40,20,7.802,1.00227388244192
hold,40,20,7.832,1.00222285266312
hold,40,20,7.862,1.00216929953785
hold,40,20,7.892,1.00211322770573
hold,40,20,7.922,1.00205464180469
hold,40,20,7.952,1.00199354647096
hold,40,20,7.982,1.00192994633903
hold,40,20,8.012,1.00186384604167
hold,40,20,8.042,1.0017952502099
hold,40,20,8.072,1.001724163473
hold,40,20,8.102,1.00173224861609
hold,40,20,8.132,1.00182502746989
hold,40,20,8.162,1.00192244535069
hold,40,20,8.192,1.00202449372178
hold,40,20,8.222,1.00213116404963
hold,40,20,8.252,1.00224244780388
hold,40,20,8.282,1.00230535895089
hold,40,20,8.312,1.00225777480579
hold,40,20,8.342,1.00220811693475
hold,40,20,8.372,1.00215593330912
hold,40,20,8.402,1.00210122856924
hold,40,20,8.432,1.00204400735379
hold,40,20,8.462,1.00198427429971
hold,40,20,8.492,1.00192203404224
hold,40,20,8.522,1.00185729121487
hold,40,20,8.552,1.00179005044939
hold,40,20,8.582,1.00172031637583
hold,40,20,8.612,1.0017188200099
hold,40,20,8.642,1.00181247488326
hold,40,20,8.672,1.00191076725544
hold,40,20,8.702,1.0020136885902
hold,40,20,8.732,1.00212123035444
hold,40,20,8.762,1.00223338401826
hold,40,20,8.792,1.00232078812727
hold,40,20,8.822,1.00227226931897
hold,40,20,8.852,1.00222438528125
hold,40,20,8.882,1.00217397228318
hold,40,20,8.912,1.00212103496622
hold,40,20,8.942,1.00206557797012
hold,40,20,8.972,1.00200760593296
hold,40,20,9.004,1.00194300218299
hold,40,20,9.034,1.00187984708443
hold,40,20,9.064,1.00181419115749
hold,40,20,9.094,1.00174603626714
hold,40,20,9.124,1.00174056314689
hold,40,20,9.154,1.00183554540454
hold,40,20,9.184,1.00193516273513
hold,40,20,9.214,1.00203940660329
hold,40,20,9.244,1.0021482684768
hold,40,20,9.274,1.00226173982662
hold,40,20,9.304,1.0023622400425
hold,40,20,9.334,1.00231466338702
hold,40,20,9.364,1.00226856718051
hold,40,20,9.394,1.00221993871012
hold,40,20,9.424,1.00216878261855
hold,40,20,9.454,1.0021151035468
hold,40,20,9.484,1.00205890613418
hold,40,20,9.514,1.0020001950183
hold,40,20,9.544,1.00193897483505
hold,40,20,9.574,1.0018752502186
hold,40,20,9.604,1.00180902018353
hold,40,20,9.634,1.00184531205953
hold,40,20,9.664,1.0019439384828
hold,40,20,9.694,1.00204719319432
hold,40,20,9.724,1.00215506766131
hold,40,20,9.754,1.0022675533542
hold,40,20,9.784,1.00238464174657
hold,40,20,9.814,1.00243034260666
hold,40,20,9.844,1.00238778804332
hold,40,20,9.874,1.00234291788588
hold,40,20,9.904,1.00229551308418
hold,40,20,9.934,1.00224557828197
hold,40,20,9.964,1.00219311812129
hold,40,20,9.994,1.00213813724253
hold,40,20,10.024,1.00208064028436
hold,40,20,10.054,1.00202063188374
hold,40,20,10.084,1.00195811667591
hold,40,20,10.114,1.0018930992944
hold,40,20,10.144,1.00182558437098
hold,40,20,10.174,1.00181519874442
hold,40,20,10.204,1.00191058361457
hold,40,20,10.234,1.00201060264179
hold,40,20,10.264,1.00211524729128
hold,40,20,10.294,1.00222450903141
hold,40,20,10.324,1.00233837933374
hold,40,20,10.354,1.00242747044036
hold,40,20,10.384,1.00238157204932
hold,40,20,10.414,1.00233543228044
hold,40,20,10.444,1.00228676015094
hold,40,20,10.474,1.00223556030381
hold,40,20,10.504,1.00218183738034
hold,40,20,10.534,1.00212559602012
hold,40,20,10.564,1.00206684086105
hold,40,20,10.594,1.0020055765393
hold,40,20,10.624,1.00194180768933
hold,40,20,10.654,1.00187553894387
hold,40,20,10.684,1.0018067749339
hold,40,20,10.714,1.00173552028864
hold,40,20,10.744,1.00166177688224
hold,40,20,10.774,1.00165249263939
hold,40,20,10.804,1.00174198244292
hold,40,20,10.834,1.00183611735828
hold,40,20,10.864,1.00193488884647
hold,40,20,10.894,1.00203828837166
hold,40,20,10.924,1.00214630740118
hold,40,20,10.954,1.00224136531933
hold,40,20,10.984,1.00218835635782
hold,40,20,11.014,1.00213683789068
hold,40,20,11.044,1.00208279717293
hold,40,20,11.074,1.00202623884351
hold,40,20,11.104,1.00196716753968
hold,40,20,11.134,1.00190558789696
hold,40,20,11.164,1.00184150454917
hold,40,20,11.194,1.00177492212837
hold,40,20,11.224,1.00170584249927
hold,40,20,11.254,1.00168664771261
hold,40,20,11.284,1.00178015454829
hold,40,20,11.314,1.00187829923321
hold,40,20,11.344,1.00198107323088
hold,40,20,11.374,1.00208846800794
hold,40,20,11.404,1.00220047503427
hold,40,20,11.434,1.00230831162341
hold,40,20,11.464,1.00226178152375
hold,40,20,11.494,1.00221470361627
hold,40,20,11.524,1.0021650953361
hold,40,20,11.554,1.00211296132513
hold,40,20,11.584,1.00205830622354
hold,40,20,11.614,1.00200113466981
hold,40,20,11.644,1.00194145130072
hold,40,20,11.674,1.00187926075134
hold,40,20,11.704,1.00181456765501
hold,40,20,11.734,1.00178052519731
hold,40,20,11.764,1.00187756750048
hold,40,20,11.794,1.00197924109456
hold,40,20,11.824,1.00208553744553
hold,40,20,11.854,1.00219644802257
hold,40,20,11.884,1.00231196429803
hold,40,20,11.914,1.00243207774748
hold,40,20,11.944,1.00239154131819
hold,40,20,11.974,1.00234842739519
hold,40,20,12.004,1.00230277568161
hold,40,20,12.034,1.00225459082225
hold,40,20,12.064,1.00220387746021
hold,40,20,12.094,1.00215064023692
hold,40,20,12.124,1.0020948837921
hold,40,20,12.154,1.00203661276378
hold,40,20,12.184,1.00197583178827
hold,40,20,12.214,1.00191254550017
hold,40,20,12.244,1.00184675853235
hold,40,20,12.274,1.00180540304301
hold,40,20,12.304,1.00190108559742
hold,40,20,12.334,1.00200140180504
hold,40,20,12.364,1.00210634313118
hold,40,20,12.394,1.00221590104433
hold,40,20,12.424,1.00233006701618
hold,40,20,12.454,1.00244883252161
hold,40,20,12.484,1.00240683724783
hold,40,20,12.514,1.00236237530308
hold,40,20,12.544,1.00231537793534
hold,40,20,12.574,1.00226584978867
hold,40,20,12.604,1.00221379550547
hold,40,20,12.634,1.00215921972644
hold,40,20,12.664,1.00210212709058
hold,40,20,12.694,1.00204252223518
hold,40,20,12.724,1.00198040979582
hold,40,20,12.754,1.00191579440636
hold,40,20,12.784,1.00184868069891
hold,40,20,12.814,1.00177907330385
hold,40,20,12.844,1.0017069768498
hold,40,20,12.874,1.00166096176089
hold,40,20,12.904,1.00175042964807
hold,40,20,12.934,1.00184454266542
hold,40,20,12.964,1.00194329227397
hold,40,20,12.994,1.00204666993791
hold,40,20,13.024,1.00215466712458
hold,40,20,13.054,1.00226727530452
hold,40,20,13.084,1.00221924737578
hold,40,20,13.114,1.00216865580339
hold,40,20,13.144,1.00211554024444
hold,40,20,13.174,1.00205990533855
hold,40,20,13.204,1.00200175572365
hold,40,20,13.234,1.00194109603598
hold,40,20,13.264,1.00187793091004
hold,40,20,13.294,1.00181226497859
hold,40,20,13.324,1.00174410287267
hold,40,20,13.354,1.00170110826643
hold,40,20,13.384,1.00179445674612
hold,40,20,13.414,1.00189244332079
hold,40,20,13.444,1.00199505945392
hold,40,20,13.474,1.00210229661214
hold,40,20,13.504,1.00221414626526
hold,40,20,13.534,1.00233059988631
hold,40,20,13.564,1.00229759068171
hold,40,20,13.594,1.00225130240306
hold,40,20,13.624,1.00220248224809
hold,40,20,13.654,1.00215113485932
hold,40,20,13.684,1.00209726487754
hold,40,20,13.714,1.00204087694188
hold,40,20,13.744,1.00198197568975
hold,40,20,13.774,1.00192056575685
hold,40,20,13.804,1.00185665177715
hold,40,20,13.834,1.00179023561117
hold,40,20,13.864,1.00173697164431
hold,40,20,13.894,1.00182638288288
hold,40,20,13.924,1.00192535827501
hold,40,20,13.954,1.0020289613783
hold,40,20,13.984,1.00213718366009
hold,40,20,14.014,1.00225001659094
hold,40,20,14.044,1.00236745164456
hold,40,20,14.074,1.00235786669992
hold,40,20,14.104,1.00231350773366
hold,40,20,14.134,1.00226661328824
hold,40,20,14.164,1.00221718800756
hold,40,20,14.194,1.00216523653384
hold,40,20,14.224,1.0021107635076
hold,40,20,14.254,1.0020537735677
hold,40,20,14.284,1.00199427135125
hold,40,20,14.314,1.00193226149367
hold,40,20,14.344,1.00186774862865
hold,40,20,14.374,1.00180069589084
hold,40,20,14.404,1.00185722446475
hold,40,20,14.434,1.00195596313144
hold,40,20,14.464,1.0020593298528
hold,40,20,14.494,1.00216731609619
hold,40,20,14.524,1.00227991333216
hold,40,20,14.554,1.00239711303443
hold,40,20,14.584,1.00242056531072
hold,40,20,14.614,1.00237739274993
hold,40,20,14.644,1.00233168242758
hold,40,20,14.674,1.00228343898856
hold,40,20,14.704,1.00223266707607
hold,40,20,14.734,1.00217937133164
hold,40,20,14.764,1.0021235563951
hold,40,20,14.794,1.00206522690458
hold,40,20,14.824,1.00200438749649
hold,40,20,14.854,1.00194104280552
hold,40,20,14.884,1.00187519746463
hold,40,20,14.914,1.00180685610507
hold,40,20,14.944,1.00173602335629
hold,40,20,14.974,1.00174441074309
hold,40,20,15.006,1.00184381199588
hold,40,20,15.036,1.00194179343645
hold,40,20,15.066,1.00204440431171
hold,40,20,15.096,1.00215163608854
hold,40,20,15.126,1.00226348023699
hold,40,20,15.156,1.00231513315108
hold,40,20,15.186,1.0022675991759
hold,40,20,15.216,1.00221798656674
hold,40,20,15.246,1.00216584809652
hold,40,20,15.276,1.00211118840568
hold,40,20,15.306,1.00205401213294
hold,40,20,15.336,1.00199432391532
hold,40,20,15.366,1.00193212838814
hold,40,20,15.396,1.00186743018497
hold,40,20,15.426,1.00180023393766
hold,40,20,15.456,1.00173858264308
hold,40,20,15.486,1.00182921680393
hold,40,20,15.516,1.00192718603834
hold,40,20,15.546,1.00202978477233
hold,40,20,15.576,1.00213700447268
hold,40,20,15.606,1.00224883660936
hold,40,20,15.636,1.00236527265553
hold,40,20,15.666,1.00234439092933
hold,40,20,15.696,1.00229859986314
hold,40,20,15.726,1.00225027591057
hold,40,20,15.756,1.00219942371463
hold,40,20,15.786,1.00214604791663
hold,40,20,15.816,1.00209015315621
hold,40,20,15.846,1.00203174407129
hold,40,20,15.876,1.00197082529809
hold,40,20,15.906,1.00190740147109
hold,40,20,15.936,1.00184147722306
hold,40,20,15.966,1.00177305441707
hold,40,20,15.996,1.00176204029427
hold,40,20,16.026,1.00185652949834
hold,40,20,16.056,1.00195565459982
hold,40,20,16.086,1.00205940706314
hold,40,20,16.116,1.00216777835589
hold,40,20,16.146,1.00228075994885
hold,40,20,16.176,1.00238956104409
hold,40,20,16.206,1.00234394276871
hold,40,20,16.236,1.00229783076034
hold,40,20,16.266,1.00224918643994
hold,40,20,16.296,1.00219801445032
hold,40,20,16.326,1.00214431943262
hold,40,20,16.356,1.00208810602628
hold,40,20,16.386,1.00202937886903
hold,40,20,16.416,1.00196814259689
hold,40,20,16.446,1.00190440184415
hold,40,20,16.476,1.00183816124339
hold,40,20,16.506,1.00176942265817
hold,40,20,16.536,1.00172022663384
hold,40,20,16.566,1.00181017078113
hold,40,20,16.596,1.00190722481995
hold,40,20,16.626,1.00200891004296
hold,40,20,16.656,1.00211521791635
hold,40,20,16.686,1.00222613990944
hold,40,20,16.716,1.00234166749477
hold,40,20,16.746,1.00231900189209
hold,40,20,16.776,1.00227226784659
hold,40,20,16.806,1.00222300266503
hold,40,20,16.836,1.00217121098975
hold,40,20,16.866,1.00211689746141
hold,40,20,16.896,1.00206006671896
hold,40,20,16.926,1.00200072339966
hold,40,20,16.956,1.00193887213902
hold,40,20,16.986,1.00187451757087
hold,40,20,17.016,1.00180766432728
hold,40,20,17.046,1.00181994858899
hold,40,20,17.076,1.0019169442618
hold,40,20,17.106,1.00201857120161
hold,40,20,17.136,1.00212482087457
hold,40,20,17.166,1.00223568475003
hold,40,20,17.196,1.00235115430052
hold,40,20,17.226,1.00241822436417
hold,40,20,17.256,1.00237385862278
hold,40,20,17.286,1.00232832227897
hold,40,20,17.316,1.00228025251698
hold,40,20,17.346,1.00222965398012
hold,40,20,17.376,1.00217653131
hold,40,20,17.406,1.00212088914652
hold,40,20,17.436,1.00206273212791
hold,40,20,17.466,1.00200206489066
hold,40,20,17.496,1.00193889206956
hold,40,20,17.526,1.00187321829766
hold,40,20,17.556,1.00180504820627
hold,40,20,17.586,1.00173438366393
hold,40,20,17.616,1.00169118090687
hold,40,20,17.646,1.0017793160737
hold,40,20,17.676,1.00187478962598
hold,40,20,17.706,1.00197489726545
hold,40,20,17.736,1.00207963045722
hold,40,20,17.766,1.00218898066955
hold,40,20,17.796,1.00230293937392
hold,40,20,17.826,1.00229073531977
hold,40,20,17.856,1.00224294961236
hold,40,20,17.886,1.00219263472082
hold,40,20,17.916,1.00213979528675
hold,40,20,17.946,1.00208443595006
hold,40,20,17.976,1.00202656134895
hold,40,20,18.006,1.00196617611992
hold,40,20,18.036,1.00190328489774
hold,40,20,18.066,1.00183789231546
hold,40,20,18.096,1.00177000300439
hold,40,20,18.126,1.00170626245283
hold,40,20,18.156,1.00177326760683
hold,40,20,18.186,1.00186951602685
hold,40,20,18.216,1.00197039716806
hold,40,20,18.246,1.00207590249597
hold,40,20,18.276,1.00218602347927
hold,40,20,18.306,1.00230075158985
hold,40,20,18.336,1.00231072298804
hold,40,20,18.366,1.00226461634779
hold,40,20,18.396,1.00221597747257
hold,40,20,18.426,1.00216481100506
hold,40,20,18.456,1.00211112158622
hold,40,20,18.486,1.00205491385536
hold,40,20,18.516,1.00199619245005
hold,40,20,18.546,1.00193496200617
hold,40,20,18.576,1.00187122715784
hold,40,20,18.606,1.0018049925375
hold,40,20,18.636,1.00184006103688
hold,40,20,18.666,1.00193862557723
hold,40,20,18.696,1.0020418185295
hold,40,20,18.726,1.00214963136085
hold,40,20,18.756,1.00226205554164
hold,40,20,18.786,1.00237908254541
hold,40,20,18.816,1.00243583580415
hold,40,20,18.846,1.00239345557994
hold,40,20,18.876,1.00234899375073
hold,40,20,18.906,1.00230199653322
hold,40,20,18.936,1.00225246857143
hold,40,20,18.966,1.00220041450768
hold,40,20,18.996,1.00214583898261
hold,40,20,19.026,1.00208874663516
hold,40,20,19.056,1.00202914210257
hold,40,20,19.086,1.00196703002034
hold,40,20,19.116,1.00190241502227
hold,40,20,19.146,1.00183530174042
hold,40,20,19.176,1.00176569204089
hold,40,20,19.206,1.00169359610347
hold,40,20,19.236,1.00173697558373
hold,40,20,19.266,1.00183029461998
hold,40,20,19.296,1.00192825170633
hold,40,20,19.326,1.00203083830645
hold,40,20,19.356,1.00213804588712
hold,40,20,19.386,1.00224986591833
hold,40,20,19.416,1.00230152057382
hold,40,20,19.446,1.00225396617523
hold,40,20,19.476,1.00220433090441
hold,40,20,19.506,1.00215216984856
hold,40,20,19.536,1.00209748764804
hold,40,20,19.566,1.00204028894151
hold,40,20,19.596,1.00198057836591
hold,40,20,19.626,1.00191836055646
hold,40,20,19.656,1.00185364014668
hold,40,20,19.686,1.00178642176834
hold,40,20,19.716,1.00179833095129
hold,40,20,19.746,1.00189496244462
hold,40,20,19.776,1.00199622591163
hold,40,20,19.806,1.00210211281816
hold,40,20,19.836,1.00221261463323
hold,40,20,19.866,1.00232772282907
hold,40,20,19.896,1.00239442455925
hold,40,20,19.926,1.00234969589845
hold,40,20,19.956,1.00230379987057
hold,40,20,19.986,1.00225537112992
hold,40,20,20.016,1.00220441431948
hold,40,20,20.046,1.00215093408052
hold,40,20,20.076,1.00209493505265
hold,40,20,20.106,1.00203642187375
hold,40,20,20.136,1.00197539918
hold,40,20,20.166,1.00191187160584
hold,40,20,20.196,1.001845843784
hold,40,20,20.226,1.00177732034547
hold,40,20,20.256,1.00170630316358
hold,40,20,20.286,1.0016928418464
hold,40,20,20.316,1.00178474671448
hold,40,20,20.346,1.00188129227662
hold,40,20,20.376,1.00198246999543
hold,40,20,20.406,1.00208827133667
hold,40,20,20.436,1.00219868776927
hold,40,20,20.466,1.00230493641222
hold,40,20,20.496,1.00225681997547
hold,40,20,20.526,1.00220815992647
hold,40,20,20.556,1.00215697234331
hold,40,20,20.586,1.00210326186695
hold,40,20,20.616,1.00204703313661
hold,40,20,20.646,1.00198829078982
hold,40,20,20.676,1.00192703946242
hold,40,20,20.706,1.00186328378849
hold,40,20,20.736,1.0017970284004
hold,40,20,20.766,1.00175782813632
hold,40,20,20.796,1.00185315857156
hold,40,20,20.826,1.00195312341418
hold,40,20,20.856,1.00205771412909
hold,40,20,20.886,1.00216692218434
hold,40,20,20.916,1.00228073905118
hold,40,20,20.946,1.00239915620405
hold,40,20,20.976,1.00235692658138
hold,40,20,21.008,1.00230904547517
hold,40,20,21.038,1.00226153798008
hold,40,20,21.068,1.00221150075622
hold,40,20,21.098,1.00215893844546
hold,40,20,21.128,1.00210385568793
hold,40,20,21.158,1.0020462571221
hold,40,20,21.188,1.00198614738471
hold,40,20,21.218,1.00192353111078
hold,40,20,21.248,1.00185841293362
hold,40,20,21.278,1.00179070191238
hold,40,20,21.308,1.00188023984007
hold,40,20,21.338,1.0019797992736
hold,40,20,21.368,1.00208398523354
hold,40,20,21.398,1.00219278918785
hold,40,20,21.428,1.00230620260766
hold,40,20,21.458,1.0024242169673
hold,40,20,21.488,1.00242712254657
hold,40,20,21.518,1.00238384854745
hold,40,20,21.548,1.00233803695082
hold,40,20,21.578,1.00228969240156
hold,40,20,21.608,1.00223881954283
hold,40,20,21.638,1.00218542301613
hold,40,20,21.668,1.00212950746126
hold,40,20,21.698,1.00207107751632
hold,40,20,21.728,1.00201013781768
hold,40,20,21.758,1.00194669300002
hold,40,20,21.788,1.00188074769627
hold,40,20,21.818,1.00181230653762
hold,40,20,21.848,1.00174137139168
hold,40,20,21.878,1.00166795243166
hold,40,20,21.908,1.0016247132284
hold,40,20,21.938,1.00169619640028
hold,40,20,21.968,1.00178845503039
hold,40,20,21.998,1.00188535370759
