r027_case_id,target_label,target_load_A,load_drop_A,objective,objective_alpha_settle,tau_ai_us,delay_events,event_period_us_assumed,policy,source_policy,policy_kind,policy_role,selected_ref_slew_us,realized_ref_slew_us_in_offline_grid,ref_start_delay_us_for_simulink,delay_mode,offline_objective_score,offline_regret_vs_oracle,offline_undershoot_mV,offline_settle_time_us,offline_skip_count_est,offline_phase_std_ns,online_available_inputs_only,selection_basis,boundary,priority_reason,include_in_priority_run
R027_0036,10A,10,30,score_settle005,0.05,0,0,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40,40,0,precommitted,10.2618400627844,0.253761990440799,5.01028636671008,17.534,1,91.29556151628,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,fixed slew baseline for absolute waveform comparison,True
R027_0037,10A,10,30,score_settle005,0.05,0,0,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80,80,0,precommitted,10.5393457609743,0.531267688630699,4.63087064829415,34.286,1,82.1829076099372,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,fixed slew baseline for absolute waveform comparison,True
R027_0038,10A,10,30,score_settle005,0.05,0,0,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,50,50,0,commit_after_tau_ai,10.0080780723436,0,4.84748739227403,20.5380000000001,1,79.7841311007952,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,strong deployable lookup baseline,True
R027_0039,10A,10,30,score_settle005,0.05,0,0,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,62,62,0,commit_after_tau_ai,10.3630835522926,0.355005479949023,4.73912126375797,27.3860000000001,1,85.3659235830467,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,deployable R026 candidate whose ordering needs switching replay,True
R027_0040,10A,10,30,score_settle005,0.05,0,0,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,34,34,0,commit_after_tau_ai,10.2169649805478,0.208886908204216,5.14617078943369,15.2280000000001,1,88.0342564174254,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,band comparator for safety projection sensitivity,True
R027_0041,10A,10,30,score_settle005,0.05,0,0,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,50,50,0,commit_after_tau_ai,10.0080780723436,0,4.84748739227403,20.5380000000001,1,79.7841311007952,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,posterior upper-bound comparator only; not deployable,True
