case,tau_ai_us,delay_events,update_us,update_events,policy,reward_mean,reward_std,max_abs_v_mV_p95,max_abs_phase_ns_p95,max_abs_i_mA_p95,violations_mean,violation_rate,skip_events_mean,projected_mean,settle_us_median,control_energy_mean,tail_state_cost_mean,tail_abs_phase_ns_mean,tail_abs_i_mA_mean,final_abs_phase_ns_mean,final_abs_i_mA_mean,baseline_reward_mean,baseline_violations_mean,baseline_phase_p95,reward_delta_vs_zero_delay,violation_delta_vs_zero_delay,phase_p95_delta_vs_zero_delay_ns
40A_to_10A,2.0,4,10.0,20,zero_delay_trained,-1939.304735895147,17.634041956155205,16.096157664157136,129.96288319108842,2291.712136361818,126.421875,1.0,2.640625,0.0,,9313.771908047973,6.554721015663833,41.08407539441833,925.6722886322091,5.669490567206158,1410.508714169698,-1939.304735895147,126.421875,129.96288319108842,0.0,0.0,0.0
40A_to_10A,2.0,4,20.0,40,delay_aware,-5530.510150832139,124.12010555355775,39.228269522262764,323.2239868232553,2405.038380302425,224.34375,1.0,31.578125,0.0,,109567.51320450383,20.17807916182495,141.2381058084713,1343.960146535517,191.0736923197939,1967.1447033824504,-5591.673510439041,224.78125,324.287837556909,61.163359606902304,-0.4375,-1.0638507336536804
40A_to_10A,2.0,4,20.0,40,delay_aware_projected,-4742.923064386929,391.5037014804495,41.928082379860165,323.77640578468527,2405.038380302425,163.1875,1.0,33.328125,3.0,,21107.228253462097,17.840715634017023,129.73151274390133,762.7409439913597,252.63648822896084,1768.0246156536405,-5591.673510439041,224.78125,324.287837556909,848.7504460521122,-61.59375,-0.511431772223716
40A_to_10A,2.0,4,20.0,40,no_ai,-62.62409995884354,6.803171002326622,7.448408614687718,112.45733466610818,367.67474689052244,0.0,0.0,0.046875,0.0,46.5,0.0,0.060410091298387286,2.2042629318478473,4.316670586179701,0.5995956266753868,3.5555665952731097,-5591.673510439041,224.78125,324.287837556909,5529.049410480197,-224.78125,-211.8305028908008
40A_to_10A,2.0,4,20.0,40,zero_delay_trained,-5591.673510439041,30.834992995139928,39.6003619189028,324.287837556909,2423.8686578443576,224.78125,1.0,31.265625,0.0,,89809.98390613154,20.337022539232247,140.62941291047352,1348.7380636812882,186.86974943569757,2031.5131315345866,-5591.673510439041,224.78125,324.287837556909,0.0,0.0,0.0
40A_to_10A,5.0,10,2.0,4,delay_aware,-43.04717995855156,4.229037951679743,7.113918086649599,112.45733466610818,531.0917695319882,0.0,0.0,0.046875,0.0,19.5,742.4192364050629,0.055954560170410624,3.455786652727933,23.46493511369295,0.46030566182117844,3.283296802597719,-1728.949069707624,130.0625,112.45733466610818,1685.9018897490723,-130.0625,0.0
40A_to_10A,5.0,10,2.0,4,delay_aware_projected,-43.04717995855156,4.229037951679743,7.113918086649599,112.45733466610818,531.0917695319882,0.0,0.0,0.046875,0.0,19.5,742.4192364050629,0.055954560170410624,3.455786652727933,23.46493511369295,0.46030566182117844,3.283296802597719,-1728.949069707624,130.0625,112.45733466610818,1685.9018897490723,-130.0625,0.0
40A_to_10A,5.0,10,2.0,4,no_ai,-62.62409995884354,6.803171002326622,7.448408614687718,112.45733466610818,367.67474689052244,0.0,0.0,0.046875,0.0,46.5,0.0,0.16774385388033705,7.262378897562011,6.8443161201608405,0.5995956266753868,3.5555665952731097,-1728.949069707624,130.0625,112.45733466610818,1666.3249697487804,-130.0625,0.0
40A_to_10A,5.0,10,2.0,4,zero_delay_trained,-1728.949069707624,11.527937587088656,7.269973467070319,112.45733466610818,1801.1802459608512,130.0625,1.0,0.046875,0.0,,10676.038932415386,6.49844968229464,39.54025371016041,968.40847877935,60.10660011203832,62.693275200818036,-1728.949069707624,130.0625,112.45733466610818,0.0,0.0,0.0
40A_to_10A,5.0,10,5.0,10,delay_aware,-671.1280786626746,6.879555058826776,7.113918086649599,112.45733466610818,1265.7723756902756,25.234375,1.0,0.046875,0.0,12.0,5112.509029530367,1.734665861637932,10.267062759938085,506.7391091669377,3.022227266929396,990.7463746196378,-2333.2892832718658,146.703125,142.09687343455712,1662.1612046091911,-121.46875,-29.639538768448944
