policy,n_contexts,mean_regret,median_regret,max_regret,mean_score,mean_skip,mean_phase_std_ns,mean_settle_time_us
combined_grid_oracle,9,0.0,0.0,0.0,10.094242608850323,1.0,70.98555291954881,19.358666666666682
mode_aware_safety_projection,9,0.06390756521373525,0.0,0.23475729598909822,10.158150174064057,1.0,72.97389441490922,18.60933333333335
near_opt_band_clipping,9,0.10075381259031345,0.12388998029489784,0.20888690820421552,10.194996421440635,1.0,75.3074477174522,21.11955555555557
discrete_dense_long_table,9,0.1626204303543581,0.10296617685829901,0.4896433099138786,10.256863039204681,1.0,74.4754645897095,18.528000000000016
naked_quadratic_continuous,9,0.6542736148100289,0.18251684084094144,2.429276924399484,10.748516223660353,1.2222222222222223,75.17341858043281,22.203333333333347
