target_load_A,target_label,objective,ref_slew_us,interp_score,interp_undershoot_mV,interp_settle_time_us,interp_phase_spacing_std_ns,interp_skip_count_est
20.0,20A,score_settle005,68.0,4.080089060972352,1.1132378347454162,11.8012,37.0036433602937,0.6
20.0,20A,score_settle010,68.0,4.670149060972352,1.1132378347454162,11.8012,37.0036433602937,0.6
20.0,20A,base,69.0,3.388585908533391,1.111664665320998,12.018600000000001,37.01500825773135,0.55
20.0,20A,score_settle005,69.0,3.9895159085333916,1.111664665320998,12.018600000000001,37.01500825773135,0.55
20.0,20A,score_settle010,69.0,4.5904459085333915,1.111664665320998,12.018600000000001,37.01500825773135,0.55
20.0,20A,base,70.0,3.28714275609443,1.11009149589658,12.236,37.026373155169,0.5
20.0,20A,score_settle005,70.0,3.8989427560944296,1.11009149589658,12.236,37.026373155169,0.5
20.0,20A,score_settle010,70.0,4.51074275609443,1.11009149589658,12.236,37.026373155169,0.5
20.0,20A,base,71.0,3.1856996036554692,1.108518326472162,12.453399999999998,37.037738052606656,0.44999999999999996
20.0,20A,score_settle005,71.0,3.8083696036554686,1.108518326472162,12.453399999999998,37.037738052606656,0.44999999999999996
20.0,20A,score_settle010,71.0,4.431039603655469,1.108518326472162,12.453399999999998,37.037738052606656,0.44999999999999996
20.0,20A,base,72.0,3.084256451216508,1.1069451570477442,12.6708,37.0491029500443,0.4
20.0,20A,score_settle005,72.0,3.717796451216508,1.1069451570477442,12.6708,37.0491029500443,0.4
20.0,20A,score_settle010,72.0,4.351336451216508,1.1069451570477442,12.6708,37.0491029500443,0.4
20.0,20A,base,73.0,2.982813298777547,1.1053719876233261,12.8882,37.060467847481945,0.35
20.0,20A,score_settle005,73.0,3.6272232987775466,1.1053719876233261,12.8882,37.060467847481945,0.35
20.0,20A,score_settle010,73.0,4.271633298777547,1.1053719876233261,12.8882,37.060467847481945,0.35
20.0,20A,base,74.0,2.881370146338586,1.103798818198908,13.105599999999999,37.071832744919604,0.30000000000000004
20.0,20A,score_settle005,74.0,3.5366501463385855,1.103798818198908,13.105599999999999,37.071832744919604,0.30000000000000004
20.0,20A,score_settle010,74.0,4.191930146338587,1.103798818198908,13.105599999999999,37.071832744919604,0.30000000000000004
20.0,20A,base,75.0,2.779926993899625,1.10222564877449,13.323,37.08319764235725,0.25
20.0,20A,score_settle005,75.0,3.446076993899625,1.10222564877449,13.323,37.08319764235725,0.25
20.0,20A,score_settle010,75.0,4.112226993899625,1.10222564877449,13.323,37.08319764235725,0.25
20.0,20A,base,76.0,2.6784838414606638,1.100652479350072,13.5404,37.0945625397949,0.19999999999999996
20.0,20A,score_settle005,76.0,3.3555038414606635,1.100652479350072,13.5404,37.0945625397949,0.19999999999999996
