target_label,objective,tau_ai_us,n_candidates_with_dense,dense_slew_us,dense_score,dense_skip_count_est,dense_settle_time_us,dense_phase_std_ns,folded_best_slew_us,folded_best_score,folded_skip_count_est,folded_settle_time_us,folded_phase_std_ns,dense_minus_folded_score,winner_role,winner_slew_us,winner_score,interpretation
20A,score_settle005,1.25,6,30.0,4.98873558845283,1.0,0.938000000000024,70.1019665509665,46.0,2.1458679818901,0.0,0.938000000000024,32.9599564653042,2.84286760656273,folded_transition_probe,46.0,2.1458679818901,folded probe beats dense fallback in the paired derived-Simulink check
20A,score_settle005,1.75,6,30.0,4.31719138789756,1.0,0.938000000000024,41.9226821712128,54.0,2.14184679648936,0.0,0.938000000000024,32.6242192638823,2.1753445914081997,folded_transition_probe,54.0,2.14184679648936,folded probe beats dense fallback in the paired derived-Simulink check
