name,Kiqcot,Tiqcot_leak_us,quantizer_interval_count,vout_mean_V,vout_ripple_pp_mV,req_period_std_ns,trigger_period_std_ns,qh_period_std_mean_ns,qh_period_pp_max_ns,qh_frequency_mean_Hz,il_phase_imbalance_A,il_ripple_pp_mean_A
k0_q1,0,80,1,1.00000751083593,0.721095639782732,19.8997487421334,17.7115781325218,16.1777834375824,76.000000000004,501982.205524511,0.02038208199777,10.3732448623613
k3e5_q1,3e-05,20,1,1.00001008431061,0.726022689183203,19.9330392850713,17.7792679634556,16.9691220261037,77.9999999999813,501688.406277664,0.0433648034715333,10.39208538991
k0_q4,0,80,4,1.00000923409847,0.740834242447197,19.9232903908965,17.7515800340186,17.7399395492395,74.0000000069114,501857.782665439,0.0418161235014551,10.4148910488937
k3e5_q4,3e-05,20,4,1.00001008431061,0.726022689183203,19.9330392850713,17.7792679634556,16.9691220261037,77.9999999999813,501688.406277664,0.0433648034715333,10.39208538991
