r027_case_id,target_label,objective,policy,source_policy,policy_kind,policy_role,online_available_inputs_only,objective_alpha_settle,target_load_A,load_drop_A,selected_ref_slew_us,realized_ref_slew_us_in_offline_grid,tau_ai_us,delay_events,ref_start_delay_us_for_simulink,delay_mode,offline_objective_score,offline_regret_vs_oracle,offline_undershoot_mV,offline_settle_time_us,offline_skip_count_est,offline_phase_std_ns
R034_0006,20A,score_settle005,r034_transition_pocket_candidate,r034_deployable_risk_predictor,transition_pocket_validation_candidate,candidate,1,0.05,20,20,38,38,1.25,3,1.25,delayed_reference,NaN,NaN,NaN,NaN,NaN,NaN
R034_0007,20A,score_settle005,r034_transition_pocket_candidate,r034_deployable_risk_predictor,transition_pocket_validation_candidate,candidate,1,0.05,20,20,46,46,1.25,3,1.25,delayed_reference,NaN,NaN,NaN,NaN,NaN,NaN
R034_0008,20A,score_settle005,r034_transition_pocket_candidate,r034_deployable_risk_predictor,transition_pocket_validation_candidate,candidate,1,0.05,20,20,50,50,1.25,3,1.25,delayed_reference,NaN,NaN,NaN,NaN,NaN,NaN
R034_0009,20A,score_settle005,r034_transition_pocket_candidate,r034_deployable_risk_predictor,transition_pocket_validation_candidate,candidate,1,0.05,20,20,54,54,1.25,3,1.25,delayed_reference,NaN,NaN,NaN,NaN,NaN,NaN
R034_0010,20A,score_settle005,r034_transition_pocket_candidate,r034_deployable_risk_predictor,transition_pocket_validation_candidate,candidate,1,0.05,20,20,58,58,1.25,3,1.25,delayed_reference,NaN,NaN,NaN,NaN,NaN,NaN
