controller_mode,base_load_A,target_load_A,ref_slew_us,time_us,vout_V
dynamic_refslew,40,20,80,-15.492,0.99918160742857
dynamic_refslew,40,20,80,-15.408,0.999446421571755
dynamic_refslew,40,20,80,-15.322,0.999754215224984
dynamic_refslew,40,20,80,-15.2379999999999,0.999679735436608
dynamic_refslew,40,20,80,-15.1519999999999,0.999517351684403
dynamic_refslew,40,20,80,-15.068,0.999337738289113
dynamic_refslew,40,20,80,-14.982,0.999300767404135
dynamic_refslew,40,20,80,-14.898,0.999581395236538
dynamic_refslew,40,20,80,-14.812,0.999816534425419
dynamic_refslew,40,20,80,-14.728,0.999676015302138
dynamic_refslew,40,20,80,-14.642,0.999510552486908
dynamic_refslew,40,20,80,-14.558,0.999327946240208
dynamic_refslew,40,20,80,-14.472,0.999356162020927
dynamic_refslew,40,20,80,-14.3879999999999,0.999641805503534
dynamic_refslew,40,20,80,-14.3019999999999,0.999813712428637
dynamic_refslew,40,20,80,-14.218,0.999669996231273
dynamic_refslew,40,20,80,-14.132,0.999501276093618
dynamic_refslew,40,20,80,-14.048,0.999315503768129
dynamic_refslew,40,20,80,-13.962,0.999272359575271
dynamic_refslew,40,20,80,-13.876,0.999553868803415
dynamic_refslew,40,20,80,-13.7919999999999,0.999774581623321
dynamic_refslew,40,20,80,-13.7059999999999,0.999624134106652
dynamic_refslew,40,20,80,-13.622,0.999456121162528
dynamic_refslew,40,20,80,-13.536,0.999262649787461
dynamic_refslew,40,20,80,-13.452,0.999382316942207
dynamic_refslew,40,20,80,-13.366,0.999679893767581
dynamic_refslew,40,20,80,-13.282,0.999758212198818
dynamic_refslew,40,20,80,-13.196,0.99960458986172
dynamic_refslew,40,20,80,-13.112,0.999433491235859
dynamic_refslew,40,20,80,-13.026,0.999250302350671
dynamic_refslew,40,20,80,-12.9419999999999,0.999520704396852
dynamic_refslew,40,20,80,-12.8559999999999,0.999834189964388
dynamic_refslew,40,20,80,-12.772,0.999763664057243
dynamic_refslew,40,20,80,-12.686,0.999606731847382
dynamic_refslew,40,20,80,-12.602,0.999432415837437
dynamic_refslew,40,20,80,-12.516,0.999232174792922
dynamic_refslew,40,20,80,-12.4319999999999,0.999428778917962
dynamic_refslew,40,20,80,-12.3459999999999,0.999729511303136
dynamic_refslew,40,20,80,-12.262,0.99972951964912
dynamic_refslew,40,20,80,-12.176,0.999569486678817
dynamic_refslew,40,20,80,-12.092,0.999392157324033
dynamic_refslew,40,20,80,-12.006,0.999290880967567
dynamic_refslew,40,20,80,-11.92,0.999572816434274
dynamic_refslew,40,20,80,-11.836,0.999874831076243
dynamic_refslew,40,20,80,-11.75,0.999729980743601
dynamic_refslew,40,20,80,-11.666,0.999571644246875
dynamic_refslew,40,20,80,-11.58,0.999388029715521
dynamic_refslew,40,20,80,-11.4959999999999,0.999193348400188
dynamic_refslew,40,20,80,-11.4099999999999,0.999458357371615
dynamic_refslew,40,20,80,-11.326,0.99975578409565
dynamic_refslew,40,20,80,-11.24,0.999684629401005
dynamic_refslew,40,20,80,-11.156,0.999523347529862
dynamic_refslew,40,20,80,-11.07,0.999336732977823
dynamic_refslew,40,20,80,-10.9859999999999,0.999290675020735
dynamic_refslew,40,20,80,-10.8999999999999,0.999574610767629
dynamic_refslew,40,20,80,-10.816,0.99980901994871
dynamic_refslew,40,20,80,-10.73,0.999661999542923
dynamic_refslew,40,20,80,-10.646,0.999497641844247
dynamic_refslew,40,20,80,-10.56,0.999307893901274
dynamic_refslew,40,20,80,-10.476,0.999419360355243
dynamic_refslew,40,20,80,-10.39,0.999719250073355
dynamic_refslew,40,20,80,-10.306,0.999811207287807
dynamic_refslew,40,20,80,-10.22,0.999661223887218
dynamic_refslew,40,20,80,-10.1359999999999,0.999493661356575
dynamic_refslew,40,20,80,-10.0499999999999,0.999300648145847
dynamic_refslew,40,20,80,-9.96399999999995,0.999322678675459
dynamic_refslew,40,20,80,-9.87999999999998,0.999602229038607
dynamic_refslew,40,20,80,-9.79399999999998,0.999768018428308
dynamic_refslew,40,20,80,-9.70999999999996,0.9996182799794
dynamic_refslew,40,20,80,-9.62399999999996,0.999443424913005
dynamic_refslew,40,20,80,-9.53999999999994,0.999251690301839
dynamic_refslew,40,20,80,-9.45399999999994,0.999434496817921
dynamic_refslew,40,20,80,-9.36999999999997,0.999729725342998
dynamic_refslew,40,20,80,-9.28399999999997,0.999750858986979
dynamic_refslew,40,20,80,-9.19999999999995,0.999598022053724
dynamic_refslew,40,20,80,-9.11399999999995,0.999420010402319
dynamic_refslew,40,20,80,-9.02999999999999,0.999293250942793
dynamic_refslew,40,20,80,-8.94399999999993,0.999574787720329
dynamic_refslew,40,20,80,-8.85999999999997,0.999885547894256
dynamic_refslew,40,20,80,-8.77399999999997,0.9997555543044
dynamic_refslew,40,20,80,-8.68999999999995,0.999599491780723
dynamic_refslew,40,20,80,-8.60399999999995,0.999418193601645
dynamic_refslew,40,20,80,-8.51999999999998,0.99923368090896
dynamic_refslew,40,20,80,-8.43399999999998,0.999505144104002
dynamic_refslew,40,20,80,-8.34999999999996,0.999806113707438
dynamic_refslew,40,20,80,-8.26399999999996,0.999727957531129
dynamic_refslew,40,20,80,-8.17999999999994,0.999569007725196
dynamic_refslew,40,20,80,-8.09399999999994,0.99938476835669
dynamic_refslew,40,20,80,-8.00999999999997,0.999352700967883
dynamic_refslew,40,20,80,-7.92399999999997,0.999640399035653
dynamic_refslew,40,20,80,-7.83799999999997,0.999874917900859
dynamic_refslew,40,20,80,-7.75399999999995,0.99973501411445
dynamic_refslew,40,20,80,-7.66799999999995,0.999570177070061
dynamic_refslew,40,20,80,-7.58399999999999,0.999388177930203
dynamic_refslew,40,20,80,-7.49799999999993,0.999180457627746
dynamic_refslew,40,20,80,-7.41399999999997,0.999321777839469
dynamic_refslew,40,20,80,-7.32799999999997,0.999609346746549
dynamic_refslew,40,20,80,-7.24399999999995,0.999643436245598
dynamic_refslew,40,20,80,-7.15799999999995,0.999475839775949
dynamic_refslew,40,20,80,-7.07399999999998,0.999291160204353
dynamic_refslew,40,20,80,-6.98799999999998,0.999126985054042
dynamic_refslew,40,20,80,-6.90399999999996,0.999387964565511
dynamic_refslew,40,20,80,-6.81799999999996,0.999691852342972
dynamic_refslew,40,20,80,-6.73399999999994,0.999576201052722
dynamic_refslew,40,20,80,-6.64799999999994,0.999405713892619
dynamic_refslew,40,20,80,-6.56399999999997,0.999218225818654
dynamic_refslew,40,20,80,-6.47799999999997,0.999207316860966
dynamic_refslew,40,20,80,-6.39399999999995,0.999484153375641
dynamic_refslew,40,20,80,-6.30799999999995,0.999680829452993
dynamic_refslew,40,20,80,-6.22399999999999,0.999532406738892
dynamic_refslew,40,20,80,-6.13799999999993,0.999358893976985
dynamic_refslew,40,20,80,-6.05399999999997,0.999168465803566
dynamic_refslew,40,20,80,-5.96799999999997,0.99931688110278
dynamic_refslew,40,20,80,-5.88199999999997,0.999616805259096
dynamic_refslew,40,20,80,-5.79799999999995,0.999662642688136
dynamic_refslew,40,20,80,-5.71199999999995,0.999507251409909
dynamic_refslew,40,20,80,-5.62799999999998,0.999334435205383
dynamic_refslew,40,20,80,-5.54199999999998,0.999182210245058
dynamic_refslew,40,20,80,-5.45799999999996,0.999454920740147
dynamic_refslew,40,20,80,-5.37199999999996,0.999770759656468
dynamic_refslew,40,20,80,-5.28799999999994,0.999666579139948
dynamic_refslew,40,20,80,-5.20199999999994,0.999507908563573
dynamic_refslew,40,20,80,-5.11799999999997,0.999331904723969
dynamic_refslew,40,20,80,-5.03199999999998,0.999332580261044
dynamic_refslew,40,20,80,-4.94799999999995,0.999620772749955
dynamic_refslew,40,20,80,-4.86199999999995,0.999828908552722
dynamic_refslew,40,20,80,-4.77799999999993,0.99969171424226
dynamic_refslew,40,20,80,-4.69199999999993,0.99952963870578
dynamic_refslew,40,20,80,-4.60799999999997,0.999350324668649
dynamic_refslew,40,20,80,-4.52199999999997,0.999291160463491
dynamic_refslew,40,20,80,-4.43799999999995,0.999569422470808
dynamic_refslew,40,20,80,-4.35199999999995,0.999823540998508
dynamic_refslew,40,20,80,-4.26799999999998,0.999682505288889
dynamic_refslew,40,20,80,-4.18199999999998,0.999517202530391
dynamic_refslew,40,20,80,-4.09799999999996,0.999334751735394
dynamic_refslew,40,20,80,-4.01199999999996,0.99937459954483
dynamic_refslew,40,20,80,-3.92599999999996,0.99966899206449
dynamic_refslew,40,20,80,-3.84199999999994,0.999823855846526
dynamic_refslew,40,20,80,-3.75599999999994,0.999676600302945
dynamic_refslew,40,20,80,-3.67199999999997,0.999511689067697
dynamic_refslew,40,20,80,-3.58599999999998,0.999321376853714
dynamic_refslew,40,20,80,-3.50199999999995,0.999204875323345
dynamic_refslew,40,20,80,-3.41599999999996,0.999476980700883
dynamic_refslew,40,20,80,-3.33199999999993,0.999769464411278
dynamic_refslew,40,20,80,-3.24599999999993,0.999615059922709
dynamic_refslew,40,20,80,-3.16199999999997,0.999447287934985
dynamic_refslew,40,20,80,-3.07599999999997,0.999254062243666
dynamic_refslew,40,20,80,-2.99199999999995,0.999292669247889
dynamic_refslew,40,20,80,-2.90599999999995,0.999580965210583
dynamic_refslew,40,20,80,-2.82199999999998,0.999730063089155
dynamic_refslew,40,20,80,-2.73599999999998,0.999576792429293
dynamic_refslew,40,20,80,-2.65199999999996,0.999406036194637
dynamic_refslew,40,20,80,-2.56599999999996,0.999209422459889
dynamic_refslew,40,20,80,-2.48199999999994,0.999409551474033
dynamic_refslew,40,20,80,-2.39599999999994,0.999713877181968
dynamic_refslew,40,20,80,-2.31199999999997,0.99971737691021
dynamic_refslew,40,20,80,-2.22599999999998,0.999560903110351
dynamic_refslew,40,20,80,-2.14199999999995,0.999387033594371
dynamic_refslew,40,20,80,-2.05599999999995,0.999277633012371
dynamic_refslew,40,20,80,-1.96999999999996,0.999561643524411
dynamic_refslew,40,20,80,-1.88599999999993,0.999865671704915
dynamic_refslew,40,20,80,-1.79999999999994,0.999722847541283
dynamic_refslew,40,20,80,-1.71599999999997,0.999566505632617
dynamic_refslew,40,20,80,-1.62999999999997,0.999384923455678
dynamic_refslew,40,20,80,-1.54599999999995,0.99918631473932
dynamic_refslew,40,20,80,-1.45999999999995,0.999386751362457
dynamic_refslew,40,20,80,-1.37599999999998,0.999678168930798
dynamic_refslew,40,20,80,-1.28999999999998,0.99967201076407
dynamic_refslew,40,20,80,-1.20599999999996,0.99951274900718
dynamic_refslew,40,20,80,-1.11999999999996,0.999328192927436
dynamic_refslew,40,20,80,-1.03599999999994,0.999217210241269
dynamic_refslew,40,20,80,-0.949999999999942,0.999495006738431
dynamic_refslew,40,20,80,-0.865999999999974,0.9997930130037
dynamic_refslew,40,20,80,-0.779999999999976,0.999644172184603
dynamic_refslew,40,20,80,-0.695999999999954,0.99948186885274
dynamic_refslew,40,20,80,-0.609999999999955,0.999294214385352
dynamic_refslew,40,20,80,-0.525999999999934,0.999338137210608
dynamic_refslew,40,20,80,-0.439999999999935,0.999631937530168
dynamic_refslew,40,20,80,-0.355999999999967,0.999786291466467
dynamic_refslew,40,20,80,-0.269999999999969,0.999638458812908
dynamic_refslew,40,20,80,-0.185999999999947,0.999472987349771
dynamic_refslew,40,20,80,-0.0999999999999482,0.999282105106786
dynamic_refslew,40,20,80,-0.0159999999999809,0.999451323185512
dynamic_refslew,40,20,80,0.070000000000018,1.00175222613414
dynamic_refslew,40,20,80,0.156000000000017,1.00202516700122
dynamic_refslew,40,20,80,0.240000000000038,1.00210821819764
dynamic_refslew,40,20,80,0.326000000000037,1.00217160234556
dynamic_refslew,40,20,80,0.410000000000059,1.0022124714573
dynamic_refslew,40,20,80,0.496000000000058,1.00223287491626
dynamic_refslew,40,20,80,0.580000000000025,1.00223196370367
dynamic_refslew,40,20,80,0.666000000000024,1.00220979752308
dynamic_refslew,40,20,80,0.750000000000045,1.0021675071994
dynamic_refslew,40,20,80,0.836000000000044,1.00210318185494
dynamic_refslew,40,20,80,0.920000000000066,1.00201991305983
dynamic_refslew,40,20,80,1.00600000000006,1.00191383842643
dynamic_refslew,40,20,80,1.09000000000003,1.00178999119967
dynamic_refslew,40,20,80,1.17600000000003,1.00164257652482
dynamic_refslew,40,20,80,1.26000000000005,1.00147855028038
dynamic_refslew,40,20,80,1.34600000000005,1.00129020415771
dynamic_refslew,40,20,80,1.43000000000002,1.00108639489605
dynamic_refslew,40,20,80,1.51600000000002,1.00085752537122
dynamic_refslew,40,20,80,1.60000000000004,1.00061433701313
dynamic_refslew,40,20,80,1.68600000000004,1.0003453515538
dynamic_refslew,40,20,80,1.77000000000006,1.00006317883046
dynamic_refslew,40,20,80,1.85600000000006,0.999870603194298
dynamic_refslew,40,20,80,1.94000000000003,1.00004559089614
dynamic_refslew,40,20,80,2.02600000000002,1.00026294356563
dynamic_refslew,40,20,80,2.11200000000002,1.00006219807313
dynamic_refslew,40,20,80,2.19600000000004,0.999814266562766
dynamic_refslew,40,20,80,2.28200000000004,0.999540464484081
dynamic_refslew,40,20,80,2.36600000000006,0.999528740475472
dynamic_refslew,40,20,80,2.45200000000006,0.999742604906338
dynamic_refslew,40,20,80,2.53600000000003,0.999868688129434
dynamic_refslew,40,20,80,2.62200000000003,0.999649761648407
dynamic_refslew,40,20,80,2.70600000000005,0.999416262090355
dynamic_refslew,40,20,80,2.79200000000005,0.999157172474645
dynamic_refslew,40,20,80,2.87600000000002,0.999324943413223
dynamic_refslew,40,20,80,2.96200000000002,0.999572430054816
dynamic_refslew,40,20,80,3.04600000000004,0.99957195784744
dynamic_refslew,40,20,80,3.13200000000004,0.99936725637752
dynamic_refslew,40,20,80,3.21600000000006,0.999147589700644
dynamic_refslew,40,20,80,3.30200000000006,0.999018559111557
dynamic_refslew,40,20,80,3.38600000000002,0.999255462777807
dynamic_refslew,40,20,80,3.47200000000002,0.999535921644864
dynamic_refslew,40,20,80,3.55600000000005,0.999402029618269
dynamic_refslew,40,20,80,3.64200000000004,0.999210939225997
dynamic_refslew,40,20,80,3.72600000000007,0.999004503224816
dynamic_refslew,40,20,80,3.81200000000006,0.999013523156916
dynamic_refslew,40,20,80,3.89600000000003,0.999278157591146
dynamic_refslew,40,20,80,3.98200000000003,0.999466185133339
dynamic_refslew,40,20,80,4.06800000000003,0.999304155545454
dynamic_refslew,40,20,80,4.15200000000005,0.999125968847074
dynamic_refslew,40,20,80,4.23800000000005,0.998923239402166
dynamic_refslew,40,20,80,4.32200000000002,0.999103841814024
dynamic_refslew,40,20,80,4.40800000000002,0.999402356548801
dynamic_refslew,40,20,80,4.49200000000004,0.999450799754053
dynamic_refslew,40,20,80,4.57800000000004,0.999296565137464
dynamic_refslew,40,20,80,4.66200000000006,0.999125955643324
dynamic_refslew,40,20,80,4.74800000000006,0.99899950882073
dynamic_refslew,40,20,80,4.83200000000002,0.999279260312559
dynamic_refslew,40,20,80,4.91800000000002,0.999603380850294
dynamic_refslew,40,20,80,5.00200000000004,0.999511277915797
dynamic_refslew,40,20,80,5.08800000000004,0.999363352631845
dynamic_refslew,40,20,80,5.17200000000007,0.999198874776298
dynamic_refslew,40,20,80,5.25800000000006,0.999225379571421
dynamic_refslew,40,20,80,5.34200000000003,0.999528645130682
dynamic_refslew,40,20,80,5.42800000000003,0.999756028294966
dynamic_refslew,40,20,80,5.51200000000005,0.999636251302582
dynamic_refslew,40,20,80,5.59800000000005,0.999493026985499
dynamic_refslew,40,20,80,5.68200000000002,0.999333116132228
dynamic_refslew,40,20,80,5.76800000000002,0.999516257609033
dynamic_refslew,40,20,80,5.85200000000004,0.999841438362238
dynamic_refslew,40,20,80,5.93800000000004,0.99993143438194
dynamic_refslew,40,20,80,6.02400000000004,0.999811637776127
dynamic_refslew,40,20,80,6.10800000000006,0.999674493437842
dynamic_refslew,40,20,80,6.19400000000006,0.999561998735162
dynamic_refslew,40,20,80,6.27800000000002,0.99987245358694
dynamic_refslew,40,20,80,6.36400000000002,1.00022784528682
dynamic_refslew,40,20,80,6.44800000000004,1.00016561055805
dynamic_refslew,40,20,80,6.53400000000004,1.00004857197175
dynamic_refslew,40,20,80,6.61800000000006,0.999914103900694
dynamic_refslew,40,20,80,6.70400000000006,0.99996063267408
dynamic_refslew,40,20,80,6.78800000000003,1.00029237418307
dynamic_refslew,40,20,80,6.87400000000003,1.00054827846023
dynamic_refslew,40,20,80,6.95800000000005,1.00045661622626
dynamic_refslew,40,20,80,7.04400000000005,1.00034202106867
dynamic_refslew,40,20,80,7.12800000000002,1.00020992235977
dynamic_refslew,40,20,80,7.21400000000002,1.00042138652224
dynamic_refslew,40,20,80,7.29800000000004,1.00077407784733
dynamic_refslew,40,20,80,7.38400000000004,1.00089208851054
dynamic_refslew,40,20,80,7.46800000000006,1.0008025248996
dynamic_refslew,40,20,80,7.55400000000006,1.00069006104364
dynamic_refslew,40,20,80,7.63800000000002,1.00059709871765
dynamic_refslew,40,20,80,7.72400000000002,1.00094184523154
dynamic_refslew,40,20,80,7.80800000000004,1.00131509965356
dynamic_refslew,40,20,80,7.89400000000004,1.00128814144527
dynamic_refslew,40,20,80,7.97800000000006,1.00120027091971
dynamic_refslew,40,20,80,8.06400000000006,1.00108952412878
dynamic_refslew,40,20,80,8.15000000000006,1.00095785253324
dynamic_refslew,40,20,80,8.23400000000003,1.00109410698387
dynamic_refslew,40,20,80,8.32000000000003,1.00144982948364
dynamic_refslew,40,20,80,8.40400000000005,1.00163350419168
dynamic_refslew,40,20,80,8.49000000000005,1.00154529091101
dynamic_refslew,40,20,80,8.57400000000002,1.00143881293722
dynamic_refslew,40,20,80,8.66000000000002,1.00130910254786
dynamic_refslew,40,20,80,8.74400000000004,1.00116229219192
dynamic_refslew,40,20,80,8.83000000000004,1.00105112547221
dynamic_refslew,40,20,80,8.91400000000006,1.00135331191822
dynamic_refslew,40,20,80,9.00000000000006,1.00170024934573
dynamic_refslew,40,20,80,9.08400000000002,1.00162991029582
dynamic_refslew,40,20,80,9.17000000000002,1.00150445592157
dynamic_refslew,40,20,80,9.25400000000004,1.00136177876644
dynamic_refslew,40,20,80,9.34000000000004,1.00141157695969
dynamic_refslew,40,20,80,9.42400000000006,1.00173649244591
dynamic_refslew,40,20,80,9.51000000000006,1.00198554620444
dynamic_refslew,40,20,80,9.59400000000003,1.00188708311231
dynamic_refslew,40,20,80,9.68000000000003,1.00176552994159
dynamic_refslew,40,20,80,9.76400000000005,1.0016266398052
dynamic_refslew,40,20,80,9.85000000000005,1.00146390145215
dynamic_refslew,40,20,80,9.93400000000002,1.00128498342384
dynamic_refslew,40,20,80,10.02,1.00144903627481
dynamic_refslew,40,20,80,10.106,1.00176308723081
dynamic_refslew,40,20,80,10.19,1.00182638848607
dynamic_refslew,40,20,80,10.276,1.00168742269276
dynamic_refslew,40,20,80,10.3600000000001,1.00153160825319
dynamic_refslew,40,20,80,10.4460000000001,1.00135162793021
dynamic_refslew,40,20,80,10.53,1.00148824554421
dynamic_refslew,40,20,80,10.616,1.00180162602469
dynamic_refslew,40,20,80,10.7,1.0018989913974
dynamic_refslew,40,20,80,10.786,1.0017634533912
dynamic_refslew,40,20,80,10.8700000000001,1.00161096941973
dynamic_refslew,40,20,80,10.9560000000001,1.00143438085866
dynamic_refslew,40,20,80,11.04,1.0014929215906
dynamic_refslew,40,20,80,11.126,1.00180013120015
dynamic_refslew,40,20,80,11.2100000000001,1.00197122665127
dynamic_refslew,40,20,80,11.296,1.00183911446687
dynamic_refslew,40,20,80,11.38,1.00168995906038
dynamic_refslew,40,20,80,11.466,1.00151676032963
dynamic_refslew,40,20,80,11.55,1.00134261608556
dynamic_refslew,40,20,80,11.636,1.0016188193576
dynamic_refslew,40,20,80,11.7200000000001,1.00193023244726
dynamic_refslew,40,20,80,11.8060000000001,1.00188912664002
dynamic_refslew,40,20,80,11.89,1.00174540477803
dynamic_refslew,40,20,80,11.976,1.00157774107769
dynamic_refslew,40,20,80,12.062,1.00144910465573
dynamic_refslew,40,20,80,12.146,1.00173425711087
dynamic_refslew,40,20,80,12.232,1.00206383125701
dynamic_refslew,40,20,80,12.3160000000001,1.0019647302169
dynamic_refslew,40,20,80,12.4020000000001,1.00182072626985
dynamic_refslew,40,20,80,12.486,1.00166001190731
dynamic_refslew,40,20,80,12.572,1.00147503655828
dynamic_refslew,40,20,80,12.6560000000001,1.00127450022737
dynamic_refslew,40,20,80,12.742,1.00138429186978
dynamic_refslew,40,20,80,12.826,1.00166554501917
dynamic_refslew,40,20,80,12.912,1.0017915702346
dynamic_refslew,40,20,80,12.996,1.00164058261208
dynamic_refslew,40,20,80,13.082,1.00146551806012
dynamic_refslew,40,20,80,13.1660000000001,1.00128972473041
dynamic_refslew,40,20,80,13.2520000000001,1.00154190342526
dynamic_refslew,40,20,80,13.336,1.00184912420118
dynamic_refslew,40,20,80,13.422,1.00183927818471
dynamic_refslew,40,20,80,13.506,1.00169538549293
dynamic_refslew,40,20,80,13.592,1.00152754874191
dynamic_refslew,40,20,80,13.6760000000001,1.00134367082465
dynamic_refslew,40,20,80,13.7620000000001,1.00152515301953
dynamic_refslew,40,20,80,13.846,1.00182904777124
dynamic_refslew,40,20,80,13.932,1.00189781534298
dynamic_refslew,40,20,80,14.018,1.00175641563971
dynamic_refslew,40,20,80,14.102,1.00159823397871
dynamic_refslew,40,20,80,14.188,1.00141584039643
dynamic_refslew,40,20,80,14.272,1.00150776820828
dynamic_refslew,40,20,80,14.3580000000001,1.00181381994625
dynamic_refslew,40,20,80,14.442,1.00194992743852
dynamic_refslew,40,20,80,14.528,1.00181259364474
dynamic_refslew,40,20,80,14.6120000000001,1.00165836312444
dynamic_refslew,40,20,80,14.6980000000001,1.00147999408296
dynamic_refslew,40,20,80,14.782,1.00134564130902
dynamic_refslew,40,20,80,14.868,1.00162791415412
dynamic_refslew,40,20,80,14.952,1.00194042801551
dynamic_refslew,40,20,80,15.038,1.00182828335586
dynamic_refslew,40,20,80,15.1220000000001,1.00167767219278
dynamic_refslew,40,20,80,15.2080000000001,1.0015029904637
dynamic_refslew,40,20,80,15.292,1.00131246218103
dynamic_refslew,40,20,80,15.378,1.00125222232041
dynamic_refslew,40,20,80,15.462,1.00152251908237
dynamic_refslew,40,20,80,15.548,1.00179578095002
dynamic_refslew,40,20,80,15.632,1.00165036237037
dynamic_refslew,40,20,80,15.718,1.00148325320674
dynamic_refslew,40,20,80,15.802,1.00130008339916
dynamic_refslew,40,20,80,15.888,1.00139685112646
dynamic_refslew,40,20,80,15.9720000000001,1.00169181165116
dynamic_refslew,40,20,80,16.0580000000001,1.00183186301986
dynamic_refslew,40,20,80,16.1440000000001,1.00169094324784
dynamic_refslew,40,20,80,16.228,1.00153322938585
dynamic_refslew,40,20,80,16.314,1.00135131374174
dynamic_refslew,40,20,80,16.398,1.00144084775218
dynamic_refslew,40,20,80,16.484,1.00174702366766
dynamic_refslew,40,20,80,16.5680000000001,1.00189553503103
dynamic_refslew,40,20,80,16.6540000000001,1.00175980254848
dynamic_refslew,40,20,80,16.738,1.00160712960908
dynamic_refslew,40,20,80,16.824,1.00143034858899
dynamic_refslew,40,20,80,16.908,1.0012539974716
dynamic_refslew,40,20,80,16.994,1.00153239883671
dynamic_refslew,40,20,80,17.078,1.00184115135244
dynamic_refslew,40,20,80,17.1640000000001,1.00177343924681
dynamic_refslew,40,20,80,17.248,1.00162442879781
dynamic_refslew,40,20,80,17.334,1.00145137907816
dynamic_refslew,40,20,80,17.4180000000001,1.00126243819324
dynamic_refslew,40,20,80,17.5040000000001,1.00140462697808
dynamic_refslew,40,20,80,17.588,1.00169970671977
dynamic_refslew,40,20,80,17.674,1.00177103062778
dynamic_refslew,40,20,80,17.758,1.00162575541407
dynamic_refslew,40,20,80,17.844,1.00145651143424
dynamic_refslew,40,20,80,17.9280000000001,1.00127126979528
dynamic_refslew,40,20,80,18.0140000000001,1.00128502830696
dynamic_refslew,40,20,80,18.1000000000001,1.00157581696927
dynamic_refslew,40,20,80,18.184,1.00177592025999
dynamic_refslew,40,20,80,18.27,1.00163302045137
dynamic_refslew,40,20,80,18.354,1.00147338304321
dynamic_refslew,40,20,80,18.44,1.00128950873352
dynamic_refslew,40,20,80,18.524,1.00133292006872
dynamic_refslew,40,20,80,18.6100000000001,1.00163194672947
dynamic_refslew,40,20,80,18.694,1.00181769335066
dynamic_refslew,40,20,80,18.78,1.00168022332353
dynamic_refslew,40,20,80,18.8640000000001,1.00152586297581
dynamic_refslew,40,20,80,18.9500000000001,1.00134736431723
dynamic_refslew,40,20,80,19.034,1.00121908404668
dynamic_refslew,40,20,80,19.12,1.00150199698861
dynamic_refslew,40,20,80,19.204,1.00181513553254
