success,error_message,case_id,target_label,objective,role,base_load_A,target_load_A,load_drop_A,load_step_offset_us,t_load_step_us,selected_ref_slew_us,tau_ai_us,delta_v_allow_mV,vout0_V,il1_0_A,il2_0_A,il3_0_A,il4_0_A,qh1_at_step,qh2_at_step,qh3_at_step,qh4_at_step,remaining_ton1_ns,remaining_ton2_ns,remaining_ton3_ns,remaining_ton4_ns,energy_surplus_uJ,delta_v_energy_mV,delta_v_charge_mV,delta_v_esr_mV,delta_v_charge_esr_mV,t_peak_pred_us,delta_v_actual_peak_mV,t_peak_actual_us,r_E,wave_csv
1,,r040_20A_off0p000,20A,pr_ecb_calibration,phase_baseline,40,20,20,0,450,46,1.25,10,0.999514334257617,7.37917885124643,10.09488792197,12.9284167102323,9.63398885755949,0,0,0,1,0,0,0,102.000000000034,31.6316742616813,4.349632740975,2.10005518346757,1.80328251069074,3.90333769415831,1.20000000000003,2.23500775282348,0.53400000000006,0.4349632740975,E:\Desktop\codex\output\data\r040_20A_off0p000_r040_pr_ecb_wave.csv
1,,r040_20A_off0p125,20A,pr_ecb_calibration,phase_offset,40,20,20,0.125,450.125,46,1.25,10,0.999516985424308,6.70061847489882,9.39758958120377,12.2115674674928,15.1238720682992,0,0,0,0,0,0,0,0,41.1066864234314,5.64885173452079,1.7134690577103,2.10902828327051,3.82249734098081,1.07700000000004,2.13434960270686,7.82300000000001,0.564885173452079,E:\Desktop\codex\output\data\r040_20A_off0p125_r040_pr_ecb_wave.csv
1,,r040_20A_off0p250,20A,pr_ecb_calibration,phase_offset,40,20,20,0.25,450.25,46,1.25,10,0.999516734473333,6.03738429680816,8.71604108237331,11.5109100899488,14.4034381049117,0,0,0,0,0,0,0,0,35.2379461637872,4.84431897201609,1.33871550138226,1.86009962166378,3.19881512304604,0.952000000000082,2.14315297740297,4.88600000000006,0.484431897201609,E:\Desktop\codex\output\data\r040_20A_off0p250_r040_pr_ecb_wave.csv
1,,r040_20A_off0p375,20A,pr_ecb_calibration,phase_offset,40,20,20,0.375,450.375,46,1.25,10,0.999516247435239,5.36821592746591,8.02839038746854,10.8039752227041,13.6765452330418,0,0,0,0,0,0,0,0,29.7046564581737,4.08518233640431,1.82920858653196,1.60894140936123,3.43814999589318,1.86100000000003,2.24408804812026,5.34500000000002,0.408518233640431,E:\Desktop\codex\output\data\r040_20A_off0p375_r040_pr_ecb_wave.csv
1,,r040_10A_off0p000,10A,pr_ecb_calibration,load_magnitude,40,10,30,0,450,60,1.25,10,0.999514334257617,7.37917885124643,10.09488792197,12.9284167102323,9.63398885755949,0,0,0,1,0,0,0,102.000000000034,39.1316742616813,5.37818732896012,4.07527794914283,2.70328251069074,6.77856045983357,1.67800000000002,4.19623534961322,1.01000000000002,0.677856045983357,E:\Desktop\codex\output\data\r040_10A_off0p000_r040_pr_ecb_wave.csv
