context_id,tau_ai_us,delay_events,target_load_A,target_label,load_drop_A,load_drop_norm,objective,objective_alpha_settle,policy,policy_kind,selected_ref_slew_us,ref_start_delay_us,undershoot_mV,abs_final_vout_error_mV,final_vout_error_mV,skip_count_est,settle_time_us,final_phase_spacing_std_ns,base_score,objective_score,source_file,note
tau0.5_target20A_base,0.5,1,20.0,20A,20.0,0.5,base,0.0,table_settle005,table,30.0,0.5,1.1459824486415,0.451074094738213,-0.451074094738213,0.0,0.938000000000024,57.0395574250314,2.73784769188034,2.73784769188034,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_base,0.5,1,20.0,20A,20.0,0.5,base,0.0,table_settle010,table,30.0,0.5,1.1459824486415,0.451074094738213,-0.451074094738213,0.0,0.938000000000024,57.0395574250314,2.73784769188034,2.73784769188034,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle005,0.5,1,20.0,20A,20.0,0.5,score_settle005,0.05,fixed_40us_precommitted,fixed,40.0,0.0,1.19940112760242,0.43379596481008,-0.43379596481008,0.0,0.938000000000024,43.3359485758766,2.49991606393003,2.54681606393003,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle005,0.5,1,20.0,20A,20.0,0.5,score_settle005,0.05,fixed_80us_precommitted,fixed,80.0,0.0,1.0943598016524,0.435550987461508,-0.435550987461508,0.0,14.41,37.1400221295455,2.27271123170482,2.99321123170482,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle005,0.5,1,20.0,20A,20.0,0.5,score_settle005,0.05,oracle_base_table,table,80.0,0.5,1.03994639868477,0.43448443364591,-0.43448443364591,0.0,14.4020000000001,28.3602945386385,2.04163672310345,2.76173672310345,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle005,0.5,1,20.0,20A,20.0,0.5,score_settle005,0.05,table_settle005,table,30.0,0.5,1.1459824486415,0.451074094738213,-0.451074094738213,0.0,0.938000000000024,57.0395574250314,2.73784769188034,2.78474769188034,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle005,0.5,1,20.0,20A,20.0,0.5,score_settle005,0.05,table_settle010,table,30.0,0.5,1.1459824486415,0.451074094738213,-0.451074094738213,0.0,0.938000000000024,57.0395574250314,2.73784769188034,2.78474769188034,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle010,0.5,1,20.0,20A,20.0,0.5,score_settle010,0.1,fixed_40us_precommitted,fixed,40.0,0.0,1.19940112760242,0.43379596481008,-0.43379596481008,0.0,0.938000000000024,43.3359485758766,2.49991606393003,2.59371606393003,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle010,0.5,1,20.0,20A,20.0,0.5,score_settle010,0.1,fixed_80us_precommitted,fixed,80.0,0.0,1.0943598016524,0.435550987461508,-0.435550987461508,0.0,14.41,37.1400221295455,2.27271123170482,3.71371123170482,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle010,0.5,1,20.0,20A,20.0,0.5,score_settle010,0.1,oracle_base_table,table,80.0,0.5,1.03994639868477,0.43448443364591,-0.43448443364591,0.0,14.4020000000001,28.3602945386385,2.04163672310345,3.48183672310345,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle010,0.5,1,20.0,20A,20.0,0.5,score_settle010,0.1,table_settle005,table,30.0,0.5,1.1459824486415,0.451074094738213,-0.451074094738213,0.0,0.938000000000024,57.0395574250314,2.73784769188034,2.83164769188035,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau0.5_target20A_score_settle010,0.5,1,20.0,20A,20.0,0.5,score_settle010,0.1,table_settle010,table,30.0,0.5,1.1459824486415,0.451074094738213,-0.451074094738213,0.0,0.938000000000024,57.0395574250314,2.73784769188034,2.83164769188035,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_base,1.0,2,0.001,near0A,39.999,0.9999750000000001,base,0.0,fixed_40us_precommitted,fixed,40.0,0.0,10.8973455449204,0.569288775414734,-0.569288775414734,2.0,21.8220000000001,110.846160114824,17.6835575226316,17.6835575226316,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_base,1.0,2,0.001,near0A,39.999,0.9999750000000001,base,0.0,fixed_80us_precommitted,fixed,80.0,0.0,10.1510195226028,0.584402077264512,-0.584402077264512,2.0,47.812,123.524411768886,17.205909835245,17.205909835245,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_base,1.0,2,0.001,near0A,39.999,0.9999750000000001,base,0.0,oracle_base_table,table,60.0,1.0,9.95690808114824,0.560446122771618,-0.560446122771618,1.0,36.016,95.6309589144758,14.4299733822094,14.4299733822094,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_base,1.0,2,0.001,near0A,39.999,0.9999750000000001,base,0.0,table_settle005,table,60.0,1.0,9.95690808114824,0.560446122771618,-0.560446122771618,1.0,36.016,95.6309589144758,14.4299733822094,14.4299733822094,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_base,1.0,2,0.001,near0A,39.999,0.9999750000000001,base,0.0,table_settle010,table,30.0,1.0,10.5399657076185,0.569187412091221,-0.569187412091221,1.0,14.122,108.374491016849,15.2766429400467,15.2766429400467,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_score_settle005,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle005,0.05,fixed_40us_precommitted,fixed,40.0,0.0,10.8973455449204,0.569288775414734,-0.569288775414734,2.0,21.8220000000001,110.846160114824,17.6835575226316,18.7746575226316,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_score_settle005,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle005,0.05,fixed_80us_precommitted,fixed,80.0,0.0,10.1510195226028,0.584402077264512,-0.584402077264512,2.0,47.812,123.524411768886,17.205909835245,19.596509835245,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_score_settle005,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle005,0.05,oracle_base_table,table,60.0,1.0,9.95690808114824,0.560446122771618,-0.560446122771618,1.0,36.016,95.6309589144758,14.4299733822094,16.2307733822094,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_score_settle005,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle005,0.05,table_settle005,table,60.0,1.0,9.95690808114824,0.560446122771618,-0.560446122771618,1.0,36.016,95.6309589144758,14.4299733822094,16.2307733822094,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_score_settle005,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle005,0.05,table_settle010,table,30.0,1.0,10.5399657076185,0.569187412091221,-0.569187412091221,1.0,14.122,108.374491016849,15.2766429400467,15.9827429400467,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_score_settle010,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle010,0.1,fixed_40us_precommitted,fixed,40.0,0.0,10.8973455449204,0.569288775414734,-0.569288775414734,2.0,21.8220000000001,110.846160114824,17.6835575226316,19.8657575226316,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_score_settle010,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle010,0.1,fixed_80us_precommitted,fixed,80.0,0.0,10.1510195226028,0.584402077264512,-0.584402077264512,2.0,47.812,123.524411768886,17.205909835245,21.987109835245,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
