case,r_scale,trim_limit_ns,full_required_trim_ns,full_required_trim_pkpk_ns,applied_trim_ns,applied_trim_pkpk_ns,dc_vout_V,dc_current_A,no_trim_current_pkpk_A,trimmed_current_pkpk_A,current_pkpk_reduction_pct,nominal_event_phase_wait_pkpk_ns_cost,nominal_event_wait_rms_ns_cost,cost_per_reduction_ns_per_pct
one_high_pm15%,1.15 0.95 0.95 0.95,0.1,0.375 -0.125 -0.125 -0.125,0.49999999999999983,0.15 -0.05 -0.05 -0.05,0.2,1.0000613636363636,9.181818 10.27273 10.27273 10.27273,1.8181818181817953,1.0909090909090402,40.00000000000203,92.89742674170282,39.81361517476628,2.3224356685424525
one_high_pm15%,1.15 0.95 0.95 0.95,0.2,0.375 -0.125 -0.125 -0.125,0.49999999999999983,0.24375 -0.08125 -0.08125 -0.08125,0.32499999999999996,1.0000357954545456,9.522727 10.15909 10.15909 10.15909,1.8181818181817953,0.6363636363636722,64.9999999999976,168.02720179138825,72.44442167766113,2.585033873713761
one_high_pm15%,1.15 0.95 0.95 0.95,0.3,0.375 -0.125 -0.125 -0.125,0.49999999999999983,0.31875 -0.10625 -0.10625 -0.10625,0.425,1.000015340909091,9.795455 10.06818 10.06818 10.06818,1.8181818181817953,0.2727272727270744,85.00000000001071,240.65861958497302,104.42344400482732,2.831277877469914
one_high_pm15%,1.15 0.95 0.95 0.95,0.5,0.375 -0.125 -0.125 -0.125,0.49999999999999983,0.375 -0.125 -0.125 -0.125,0.49999999999999983,1.0000000000000002,10 10 10 10,1.8181818181817953,1.758593271006248e-13,99.99999999999034,303.70747250334637,132.5571025457839,3.037074725033757
one_high_pm15%,1.15 0.95 0.95 0.95,1.0,0.375 -0.125 -0.125 -0.125,0.49999999999999983,0.375 -0.125 -0.125 -0.125,0.49999999999999983,1.0000000000000002,10 10 10 10,1.8181818181817953,1.758593271006248e-13,99.99999999999034,303.70747250334637,132.5571025457839,3.037074725033757
one_low_pm15%,0.85 1.05 1.05 1.05,0.0,-0.375 0.125 0.125 0.125,0.49999999999999983,0 0 0 0,0.0,1.000125,11.66667 9.444444 9.444444 9.444444,2.222222222222216,2.222222222222216,0.0,0.0,0.0,
one_low_pm15%,0.85 1.05 1.05 1.05,0.05,-0.375 0.125 0.125 0.125,0.49999999999999983,-0.075 0.025 0.025 0.025,0.1,1.0001,11.33333 9.555556 9.555556 9.555556,2.222222222222216,1.77777777777783,19.99999999999743,37.28287969460708,15.848262169043515,1.8641439847305936
one_low_pm15%,0.85 1.05 1.05 1.05,0.1,-0.375 0.125 0.125 0.125,0.49999999999999983,-0.15 0.05 0.05 0.05,0.2,1.0000749999999998,11 9.666667 9.666667 9.666667,2.222222222222216,1.3333333333334423,39.99999999999493,70.09014822057718,29.749829076310107,1.7522537055146516
one_low_pm15%,0.85 1.05 1.05 1.05,0.2,-0.375 0.125 0.125 0.125,0.49999999999999983,-0.24375 0.08125 0.08125 0.08125,0.32499999999999996,1.00004375,10.58333 9.805556 9.805556 9.805556,2.222222222222216,0.777777777777855,64.99999999999643,106.15926850410779,45.001530034098074,1.6332195154479017
one_low_pm15%,0.85 1.05 1.05 1.05,0.3,-0.375 0.125 0.125 0.125,0.49999999999999983,-0.31875 0.10625 0.10625 0.10625,0.425,1.00001875,10.25 9.916667 9.916667 9.916667,2.222222222222216,0.33333333333329307,85.00000000000178,131.8949587351682,55.87408656576396,1.551705396884299
one_low_pm15%,0.85 1.05 1.05 1.05,0.5,-0.375 0.125 0.125 0.125,0.49999999999999983,-0.375 0.125 0.125 0.125,0.49999999999999983,0.9999999999999998,10 10 10 10,2.222222222222216,1.0658141036401503e-13,99.9999999999952,149.72756057080537,63.40835248598623,1.4972756057081256
one_low_pm15%,0.85 1.05 1.05 1.05,1.0,-0.375 0.125 0.125 0.125,0.49999999999999983,-0.375 0.125 0.125 0.125,0.49999999999999983,0.9999999999999998,10 10 10 10,2.222222222222216,1.0658141036401503e-13,99.9999999999952,149.72756057080537,63.40835248598623,1.4972756057081256
