controller_mode,base_load_A,target_load_A,time_us,vout_V
dynamic_hold,40,20,-9.21599999999993,0.999628739702129
dynamic_hold,40,20,-9.17999999999996,0.999558564451164
dynamic_hold,40,20,-9.14399999999994,0.999484575422546
dynamic_hold,40,20,-9.10599999999994,0.999402347306654
dynamic_hold,40,20,-9.06999999999997,0.99932054411583
dynamic_hold,40,20,-9.03399999999994,0.999281061065822
dynamic_hold,40,20,-8.99599999999994,0.999400115624743
dynamic_hold,40,20,-8.95999999999997,0.99951959774155
dynamic_hold,40,20,-8.92199999999997,0.999652767755163
dynamic_hold,40,20,-8.88599999999994,0.999785593397491
dynamic_hold,40,20,-8.84999999999997,0.999882125389146
dynamic_hold,40,20,-8.81199999999997,0.999819302329481
dynamic_hold,40,20,-8.77599999999994,0.999759016052825
dynamic_hold,40,20,-8.73999999999997,0.999694895100858
dynamic_hold,40,20,-8.70199999999997,0.999623060624957
dynamic_hold,40,20,-8.66599999999995,0.999551082577966
dynamic_hold,40,20,-8.62999999999998,0.99947529445939
dynamic_hold,40,20,-8.59199999999997,0.999391171323458
dynamic_hold,40,20,-8.55599999999995,0.999307576657094
dynamic_hold,40,20,-8.51999999999998,0.99923368090896
dynamic_hold,40,20,-8.48199999999998,0.999349042685238
dynamic_hold,40,20,-8.44599999999995,0.999465033905062
dynamic_hold,40,20,-8.40999999999998,0.999587531138397
dynamic_hold,40,20,-8.37199999999998,0.999723876821805
dynamic_hold,40,20,-8.33599999999996,0.999850580150011
dynamic_hold,40,20,-8.29999999999998,0.999789698850716
dynamic_hold,40,20,-8.26199999999998,0.999724415037316
dynamic_hold,40,20,-8.22599999999996,0.999658629492625
dynamic_hold,40,20,-8.18999999999993,0.999589020854296
dynamic_hold,40,20,-8.15199999999999,0.999511406380761
dynamic_hold,40,20,-8.11599999999996,0.999433964441376
dynamic_hold,40,20,-8.07999999999994,0.999352723999555
dynamic_hold,40,20,-8.04199999999993,0.999260755476683
dynamic_hold,40,20,-8.00599999999996,0.999365258673233
dynamic_hold,40,20,-7.96999999999994,0.99948189707684
dynamic_hold,40,20,-7.93199999999994,0.999612071841054
dynamic_hold,40,20,-7.89599999999997,0.999742065985083
dynamic_hold,40,20,-7.85999999999994,0.999878536543092
dynamic_hold,40,20,-7.82199999999994,0.999849881989218
dynamic_hold,40,20,-7.78599999999997,0.999790775137866
dynamic_hold,40,20,-7.74999999999994,0.999727831090804
dynamic_hold,40,20,-7.71199999999994,0.999657236170137
dynamic_hold,40,20,-7.67599999999997,0.999586429850209
dynamic_hold,40,20,-7.63999999999995,0.999511810941211
dynamic_hold,40,20,-7.60199999999995,0.999428919240855
dynamic_hold,40,20,-7.56599999999997,0.999346488612285
dynamic_hold,40,20,-7.52999999999995,0.999260269974848
dynamic_hold,40,20,-7.49199999999995,0.999165160773459
dynamic_hold,40,20,-7.45599999999998,0.999194848787611
dynamic_hold,40,20,-7.41999999999995,0.999303101266666
dynamic_hold,40,20,-7.38199999999995,0.99942444349142
dynamic_hold,40,20,-7.34599999999998,0.999546088215346
dynamic_hold,40,20,-7.30999999999996,0.999674227102305
dynamic_hold,40,20,-7.27199999999995,0.999693294563318
dynamic_hold,40,20,-7.23599999999998,0.999628765586123
dynamic_hold,40,20,-7.19999999999996,0.999560411057233
dynamic_hold,40,20,-7.16199999999996,0.999484117699797
dynamic_hold,40,20,-7.12599999999999,0.999407924818896
dynamic_hold,40,20,-7.08999999999996,0.999327930979188
dynamic_hold,40,20,-7.05199999999996,0.999239378353212
dynamic_hold,40,20,-7.01599999999993,0.999151596686208
dynamic_hold,40,20,-6.97799999999999,0.999156190920971
dynamic_hold,40,20,-6.94199999999996,0.999265504496988
dynamic_hold,40,20,-6.90599999999994,0.999381338438956
dynamic_hold,40,20,-6.86799999999993,0.999510666212631
dynamic_hold,40,20,-6.83199999999996,0.999639859992867
dynamic_hold,40,20,-6.79599999999994,0.999685577096798
dynamic_hold,40,20,-6.75799999999994,0.999619888123416
dynamic_hold,40,20,-6.72199999999997,0.99955371993121
dynamic_hold,40,20,-6.68599999999994,0.999483729800493
dynamic_hold,40,20,-6.64799999999994,0.999405713892619
dynamic_hold,40,20,-6.61199999999997,0.999327892832144
dynamic_hold,40,20,-6.57599999999995,0.999246274421309
dynamic_hold,40,20,-6.53799999999994,0.999156010883238
dynamic_hold,40,20,-6.50199999999997,0.999134736788534
dynamic_hold,40,20,-6.46599999999995,0.999244694436156
dynamic_hold,40,20,-6.42799999999995,0.999367833014105
dynamic_hold,40,20,-6.39199999999998,0.999491176186673
dynamic_hold,40,20,-6.35599999999995,0.999621010254045
dynamic_hold,40,20,-6.31799999999995,0.999697775845673
dynamic_hold,40,20,-6.28199999999998,0.999637118776589
dynamic_hold,40,20,-6.24599999999995,0.999573294714689
dynamic_hold,40,20,-6.20799999999995,0.999501773435884
dynamic_hold,40,20,-6.17199999999998,0.99943009192416
dynamic_hold,40,20,-6.13599999999996,0.999354600167169
dynamic_hold,40,20,-6.09799999999995,0.999270789668154
dynamic_hold,40,20,-6.06199999999998,0.999187491004155
dynamic_hold,40,20,-6.02599999999996,0.999135570346701
dynamic_hold,40,20,-5.98799999999996,0.999252448585349
dynamic_hold,40,20,-5.95199999999999,0.999369873791482
dynamic_hold,40,20,-5.91599999999996,0.99949380242101
dynamic_hold,40,20,-5.87799999999996,0.99963165621287
dynamic_hold,40,20,-5.84199999999993,0.999738392939389
dynamic_hold,40,20,-5.80599999999996,0.999675985921468
dynamic_hold,40,20,-5.76799999999996,0.999610918331317
dynamic_hold,40,20,-5.73199999999994,0.999545337616077
dynamic_hold,40,20,-5.69599999999997,0.999475933793221
dynamic_hold,40,20,-5.65799999999996,0.999398535497861
dynamic_hold,40,20,-5.62199999999994,0.999321298343019
dynamic_hold,40,20,-5.58599999999997,0.999240262669625
dynamic_hold,40,20,-5.54799999999997,0.999164088737971
dynamic_hold,40,20,-5.51199999999994,0.999275536270756
dynamic_hold,40,20,-5.47599999999997,0.999393499783776
dynamic_hold,40,20,-5.43799999999997,0.99952507068153
dynamic_hold,40,20,-5.40199999999995,0.999656385021972
dynamic_hold,40,20,-5.36599999999998,0.999794173386544
dynamic_hold,40,20,-5.32799999999997,0.999732928985464
dynamic_hold,40,20,-5.29199999999995,0.999673427366639
dynamic_hold,40,20,-5.25599999999998,0.999610089776329
dynamic_hold,40,20,-5.21799999999998,0.999539080775827
dynamic_hold,40,20,-5.18199999999995,0.999467883425678
dynamic_hold,40,20,-5.14599999999998,0.999392874707332
dynamic_hold,40,20,-5.10799999999998,0.999309572864834
dynamic_hold,40,20,-5.07199999999995,0.999224644039208
dynamic_hold,40,20,-5.03599999999998,0.999319739948451
dynamic_hold,40,20,-4.99799999999998,0.999444967609842
dynamic_hold,40,20,-4.96199999999996,0.999570285485968
dynamic_hold,40,20,-4.92399999999996,0.999709602337859
dynamic_hold,40,20,-4.88799999999998,0.999848238865958
dynamic_hold,40,20,-4.85199999999996,0.99981367334494
dynamic_hold,40,20,-4.81399999999996,0.999753072603419
dynamic_hold,40,20,-4.77799999999993,0.99969171424226
dynamic_hold,40,20,-4.74199999999996,0.999626523633879
dynamic_hold,40,20,-4.70399999999996,0.999553562709127
dynamic_hold,40,20,-4.66799999999994,0.999480519993209
dynamic_hold,40,20,-4.63199999999997,0.999403669630292
dynamic_hold,40,20,-4.59399999999996,0.99931842786554
dynamic_hold,40,20,-4.55799999999994,0.999233078967712
dynamic_hold,40,20,-4.52199999999997,0.999291160463491
dynamic_hold,40,20,-4.48399999999997,0.999412652928844
dynamic_hold,40,20,-4.44799999999994,0.99953443974236
dynamic_hold,40,20,-4.41199999999997,0.999662720481835
dynamic_hold,40,20,-4.37399999999997,0.999805157868271
dynamic_hold,40,20,-4.33799999999994,0.999800925748474
dynamic_hold,40,20,-4.30199999999997,0.999741835811244
dynamic_hold,40,20,-4.26399999999997,0.999675300529869
dynamic_hold,40,20,-4.22799999999995,0.999608332050793
dynamic_hold,40,20,-4.19199999999998,0.999537543071758
dynamic_hold,40,20,-4.15399999999997,0.999458685495658
dynamic_hold,40,20,-4.11799999999995,0.99938006854361
dynamic_hold,40,20,-4.08199999999998,0.999297655679471
dynamic_hold,40,20,-4.04399999999998,0.999274537774418
dynamic_hold,40,20,-4.00799999999995,0.999387469356905
dynamic_hold,40,20,-3.97199999999998,0.999506913485545
dynamic_hold,40,20,-3.93399999999998,0.999640043531715
dynamic_hold,40,20,-3.89799999999995,0.999772831434309
dynamic_hold,40,20,-3.86199999999998,0.999856990803642
dynamic_hold,40,20,-3.82399999999998,0.999794847149683
dynamic_hold,40,20,-3.78799999999996,0.999733949716513
dynamic_hold,40,20,-3.75199999999993,0.999669218944762
dynamic_hold,40,20,-3.71399999999999,0.999596742219776
dynamic_hold,40,20,-3.67799999999996,0.999524157098983
dynamic_hold,40,20,-3.64199999999994,0.999447763241636
dynamic_hold,40,20,-3.60399999999993,0.999363002162496
dynamic_hold,40,20,-3.56799999999996,0.999278804499809
dynamic_hold,40,20,-3.53199999999994,0.999190822676054
dynamic_hold,40,20,-3.49399999999994,0.999228617378247
dynamic_hold,40,20,-3.45799999999997,0.999339445461136
dynamic_hold,40,20,-3.42199999999994,0.999456790552237
dynamic_hold,40,20,-3.38399999999994,0.999587709786666
dynamic_hold,40,20,-3.34799999999997,0.99971840781864
dynamic_hold,40,20,-3.31199999999994,0.999732282446052
dynamic_hold,40,20,-3.27399999999994,0.999666363069262
dynamic_hold,40,20,-3.23799999999997,0.999599976887624
dynamic_hold,40,20,-3.20199999999995,0.999529769047396
dynamic_hold,40,20,-3.16399999999994,0.999451523638947
dynamic_hold,40,20,-3.12799999999997,0.999373485444998
dynamic_hold,40,20,-3.09199999999995,0.999291650181233
dynamic_hold,40,20,-3.05399999999995,0.999201158047424
dynamic_hold,40,20,-3.01799999999998,0.99921282591261
dynamic_hold,40,20,-2.97999999999997,0.999330667297063
dynamic_hold,40,20,-2.94399999999995,0.999449002752789
dynamic_hold,40,20,-2.90799999999998,0.999573839488317
dynamic_hold,40,20,-2.86999999999998,0.99971264951224
dynamic_hold,40,20,-2.83399999999995,0.999749710005556
dynamic_hold,40,20,-2.79799999999998,0.999689489577185
dynamic_hold,40,20,-2.75999999999998,0.999621763705217
dynamic_hold,40,20,-2.72399999999996,0.999553669860303
dynamic_hold,40,20,-2.68799999999999,0.999481758007184
dynamic_hold,40,20,-2.64999999999998,0.999401717877158
dynamic_hold,40,20,-2.61399999999996,0.999321983169563
dynamic_hold,40,20,-2.57799999999993,0.999238455038309
dynamic_hold,40,20,-2.53999999999999,0.999225258993866
dynamic_hold,40,20,-2.50399999999996,0.999337656553661
dynamic_hold,40,20,-2.46799999999994,0.999456567927505
