Vin,Iload,L,C,DCR,Ri,fsw,Ton_ns,Toff_ns,Duty,x_event_i_A,x_event_v_V,x_off_start_i_A,x_off_start_v_V,VC_mV,Lambda,Hs_mV,He_mV,K1_required_mV,eig1,eig2
12.0,10.0,2e-07,0.0018,0.0015,0.0005,500000.0,166.66666666666666,1833.3333333333333,0.08333333333333333,5.425901900826924,0.9842920512163211,14.593203930727682,0.9842930241712344,8.796601965363841,6.961312595922326e-09,1.5000000000000004,6.083651014950378,-4.5836510149503775,(0.9908900292316276+0j),(0.24512470860654512+0j)
