success,error_message,r027_case_id,target_label,objective,policy,candidate_family,objective_alpha_settle,target_load_A,load_drop_A,selected_ref_slew_us,tau_ai_us,delay_events,ref_start_delay_us,selected_objective_score,base_score,score_settle005,score_settle010,undershoot_mV,settle_time_us,skip_count_est,final_phase_spacing_std_ns,final_vout_error_mV,final_il_phase_imbalance_A,dense_success,dense_error_message,dense_r027_case_id,dense_policy,dense_candidate_family,dense_objective_alpha_settle,dense_target_load_A,dense_load_drop_A,dense_selected_ref_slew_us,dense_delay_events,dense_ref_start_delay_us,dense_selected_objective_score,dense_base_score,dense_score_settle005,dense_score_settle010,dense_undershoot_mV,dense_settle_time_us,dense_skip_count_est,dense_final_phase_spacing_std_ns,dense_final_vout_error_mV,dense_final_il_phase_imbalance_A,context_best_slew_us,context_best_score,context_best_family,delta_from_dense_us,abs_delta_from_dense_us,score_margin_vs_dense,regret,skip_extra_vs_dense,settle_extra_vs_dense_us,phase_extra_vs_dense_ns,undershoot_delta_vs_dense_mV,score_safe_eps025,observed_bad_candidate,r032_band_decision,r032_band_reason,r_hat_skip_risk,r_hat_settle_risk,r_hat_phase_risk,r_hat_total_risk,predicted_block,predicted_plant_admissible
1,,R027_0164,20A,score_settle005,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,2.0,4,2.0,2.09256629605036,2.04566629605036,2.09256629605036,2.13946629605036,0.991779598240816,0.938000000000024,0,31.1333126564203,-0.431220444681135,0.150285866383228,1,,R027_0164,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,4,2.0,2.09256629605036,2.04566629605036,2.09256629605036,2.13946629605036,0.991779598240816,0.938000000000024,0,31.1333126564203,-0.431220444681135,0.150285866383228,30.0,2.09256629605036,r030_dense_baseline,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,plant_admissible,dense fallback anchor,0.05,0.05,0.05,0.05,False,True
1,,R027_0165,20A,score_settle005,calibrated_risk_proxy_projection,r030_original_proxy,0.05,20,20,66.0,2.0,4,2.0,4.88551818189707,4.16631818189707,4.88551818189707,5.60471818189708,0.991779598240816,14.384,1,36.6356953557532,-0.441824676541192,0.113920204574269,1,,R027_0164,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,4,2.0,2.09256629605036,2.04566629605036,2.09256629605036,2.13946629605036,0.991779598240816,0.938000000000024,0,31.1333126564203,-0.431220444681135,0.150285866383228,30.0,2.09256629605036,r030_dense_baseline,36.0,36.0,2.79295188584671,2.79295188584671,1,13.445999999999977,5.502382699332898,0.0,False,True,blocked,large jump settling-sensitive negative sample; 66us direct override blocked,0.65,0.75,0.45,0.85,True,False
1,,R031_0017,20A,score_settle005,r031_minimal_candidate,r031_intermediate_candidate,0.05,20,20,38.0,2.0,4,2.0,2.5790621856906,2.5321621856906,2.5790621856906,2.6259621856906,0.991779598240816,0.938000000000024,0,54.2581717949389,-0.455219151551001,0.183421826242989,1,,R027_0164,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,4,2.0,2.09256629605036,2.04566629605036,2.09256629605036,2.13946629605036,0.991779598240816,0.938000000000024,0,31.1333126564203,-0.431220444681135,0.150285866383228,30.0,2.09256629605036,r030_dense_baseline,8.0,8.0,0.48649588964024026,0.48649588964024026,0,0.0,23.1248591385186,0.0,False,True,candidate_only,intermediate band is informative but dense remains plant fallback here,0.25,0.35,0.3,0.55,False,False
1,,R031_0018,20A,score_settle005,r031_minimal_candidate,r031_intermediate_candidate,0.05,20,20,50.0,2.0,4,2.0,2.30068098631418,2.25378098631418,2.30068098631418,2.34758098631418,0.991779598240816,0.938000000000024,0,40.6779063319901,-0.448443261433562,0.170774898028134,1,,R027_0164,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,4,2.0,2.09256629605036,2.04566629605036,2.09256629605036,2.13946629605036,0.991779598240816,0.938000000000024,0,31.1333126564203,-0.431220444681135,0.150285866383228,30.0,2.09256629605036,r030_dense_baseline,20.0,20.0,0.20811469026382,0.20811469026382,0,0.0,9.5445936755698,0.0,True,False,candidate_only,intermediate band is informative but dense remains plant fallback here,0.25,0.35,0.3,0.55,False,False
1,,R031_0019,20A,score_settle005,r031_minimal_candidate,r031_intermediate_candidate,0.05,20,20,58.0,2.0,4,2.0,2.96940301479791,2.35810301479791,2.96940301479791,3.58070301479792,0.991779598240816,12.2260000000001,0,46.1966466189913,-0.442390484177269,0.102406728115921,1,,R027_0164,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,4,2.0,2.09256629605036,2.04566629605036,2.09256629605036,2.13946629605036,0.991779598240816,0.938000000000024,0,31.1333126564203,-0.431220444681135,0.150285866383228,30.0,2.09256629605036,r030_dense_baseline,28.0,28.0,0.8768367187475499,0.8768367187475499,0,11.288000000000077,15.063333962571,0.0,False,True,candidate_only,intermediate band is informative but dense remains plant fallback here,0.25,0.7,0.3,0.75,False,False
1,,R027_0171,20A,score_settle005,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,5.0,10,5.0,2.73882913105384,2.26392913105383,2.73882913105384,3.21372913105384,1.03132774202785,9.49800000000004,0,39.5540455903371,-0.441520477219237,0.190391120346304,1,,R027_0171,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,10,5.0,2.73882913105384,2.26392913105383,2.73882913105384,3.21372913105384,1.03132774202785,9.49800000000004,0,39.5540455903371,-0.441520477219237,0.190391120346304,30.0,2.73882913105384,r030_dense_baseline,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True,False,plant_admissible,dense fallback anchor,0.05,0.05,0.05,0.05,False,True
1,,R027_0172,20A,score_settle005,calibrated_risk_proxy_projection,r030_original_proxy,0.05,20,20,66.0,5.0,10,5.0,5.03429093425979,4.20769093425979,5.03429093425979,5.86089093425979,0.991779598240816,16.532,1,38.9769273030537,-0.436372789957895,0.226149844228481,1,,R027_0171,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,10,5.0,2.73882913105384,2.26392913105383,2.73882913105384,3.21372913105384,1.03132774202785,9.49800000000004,0,39.5540455903371,-0.441520477219237,0.190391120346304,30.0,2.73882913105384,r030_dense_baseline,36.0,36.0,2.2954618032059497,2.2954618032059497,1,7.03399999999996,-0.5771182872833975,-0.039548143787033974,False,True,blocked,large jump settling-sensitive negative sample; 66us direct override blocked,0.65,0.75,0.45,0.85,True,False
1,,R031_0020,20A,score_settle005,r031_minimal_candidate,r031_intermediate_candidate,0.05,20,20,38.0,5.0,10,5.0,2.96658522048439,2.35408522048439,2.96658522048439,3.57908522048439,0.991779598240816,12.2500000000001,0,46.0841785117836,-0.4406220520079,0.113734156070032,1,,R027_0171,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,10,5.0,2.73882913105384,2.26392913105383,2.73882913105384,3.21372913105384,1.03132774202785,9.49800000000004,0,39.5540455903371,-0.441520477219237,0.190391120346304,30.0,2.73882913105384,r030_dense_baseline,8.0,8.0,0.22775608943054992,0.22775608943054992,0,2.7520000000000593,6.530132921446501,-0.039548143787033974,True,False,candidate_only,intermediate band is informative but dense remains plant fallback here,0.25,0.35,0.3,0.55,False,False
1,,R031_0021,20A,score_settle005,r031_minimal_candidate,r031_intermediate_candidate,0.05,20,20,50.0,5.0,10,5.0,2.9931105014289,2.27401050142889,2.9931105014289,3.7122105014289,0.991779598240816,14.3820000000001,0,41.9457065834212,-0.443316771519653,0.254272673748509,1,,R027_0171,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,10,5.0,2.73882913105384,2.26392913105383,2.73882913105384,3.21372913105384,1.03132774202785,9.49800000000004,0,39.5540455903371,-0.441520477219237,0.190391120346304,30.0,2.73882913105384,r030_dense_baseline,20.0,20.0,0.2542813703750597,0.2542813703750597,0,4.884000000000059,2.391660993084102,-0.039548143787033974,False,False,candidate_only,intermediate band is informative but dense remains plant fallback here,0.25,0.35,0.3,0.55,False,False
1,,R031_0022,20A,score_settle005,r031_minimal_candidate,r031_intermediate_candidate,0.05,20,20,58.0,5.0,10,5.0,2.9609124370565,2.24011243705649,2.9609124370565,3.6817124370565,0.991779598240816,14.4160000000001,0,40.4072915009339,-0.440187008796999,0.213484725451849,1,,R027_0171,discrete_dense_long_table,r030_dense_baseline,0.05,20,20,30.0,10,5.0,2.73882913105384,2.26392913105383,2.73882913105384,3.21372913105384,1.03132774202785,9.49800000000004,0,39.5540455903371,-0.441520477219237,0.190391120346304,30.0,2.73882913105384,r030_dense_baseline,28.0,28.0,0.2220833060026597,0.2220833060026597,0,4.91800000000006,0.8532459105968044,-0.039548143787033974,True,False,candidate_only,intermediate band is informative but dense remains plant fallback here,0.25,0.35,0.3,0.55,False,False
