case,rho,detection_delay_ns,sigma_area,v_min_after_mV,v_max_after_mV,v_pp_high_mV,v_mean_pre_V,v_mean_high_V,v_mean_post_V,period_mean_us,period_std_ns,pre_period_mean_us,pre_period_std_ns,high_period_mean_us,high_period_std_ns,post_period_mean_us,post_period_std_ns,duty_mean,duty_std,event_count,kp_vc,objective,unconstrained_objective,feasible
rho+0.04_kp0.16_sig0e+00,0.04,0.0,0.0,-16.30376420667201,5.909881256404903,6.469341403764206,0.9997211569643802,0.9875642624893383,1.0048181918072483,2.034881578947368,34.25541336599795,2.0341379310344827,0.8992003317542763,2.042719101123596,2.103975712493886,2.024463768115942,1.0845383729834397,0.08359811237466303,0.0012580464444636316,392,0.16,21.972826613178057,18.66771670923397,True
rho+0.04_kp0.16_sig8e-12,0.04,0.0,8e-12,-16.294092511415336,5.8932102600790515,6.476929510201401,0.9997107517713653,0.9875626317418912,1.004822677785592,2.0348684210526318,34.387628629640524,2.0339310344827592,2.132362046029478,2.0426966292134834,2.8928602322272328,2.0244057971014504,2.031054845372101,0.08359827109115438,0.0012632571043323865,392,0.16,22.794764446615854,18.651376615446956,True
rho+0.04_kp0.24_sig0e+00,0.04,0.0,0.0,-11.75599242989589,3.389855729047042,3.8044340846958846,0.9997809971504773,0.9909893038570534,1.0023600860176256,2.0332960526315786,41.917735666010884,2.034,1.050451462876525,2.0361818181818183,1.2662171161122813,2.0289565217391305,0.999054373312605,0.083676391640291,0.001579126578054882,392,0.24,15.203757148759147,13.111934721514707,True
rho+0.04_kp0.24_sig8e-12,0.04,0.0,8e-12,-11.771232229463635,3.410700400413136,3.8164253739817466,0.9997742939432184,0.9909886825423964,1.002363698535594,2.033282894736842,42.01345614066385,2.033862068965517,2.096370228085,2.0362045454545457,2.257105401481132,2.0289565217391305,2.0318819905288463,0.08367654398393033,0.001582994786203604,392,0.24,16.14189681906701,13.13551238962889,True
rho+0.04_kp0.32_sig0e+00,0.04,0.0,0.0,-9.641259002310164,2.6411202616600793,2.7852805087305033,0.999815100847604,0.9929316067099947,1.0013682465111409,2.0321114754098364,49.471707756203344,2.033862068965518,1.0413564738344647,2.0324545454545455,1.1570838237613743,2.0308405797101448,0.9872108038211247,0.08374518644613763,0.001943279034824118,393,0.32,12.496700421879384,10.697707106974196,True
rho+0.04_kp0.32_sig8e-12,0.04,0.0,8e-12,-9.641521080587466,2.636741320888314,2.7961225137809187,0.9998078299366574,0.992932219329687,1.0013704952244977,2.032104918032787,49.529082121649864,2.033793103448276,2.369043315491328,2.0324545454545455,2.2508033460255032,2.0308405797101448,2.082523472085017,0.08374514010101518,0.0019473999965553524,393,0.32,13.548435007471985,10.696217608942792,False
rho+0.08_kp0.04_sig0e+00,0.08,0.0,0.0,-49.65465743613628,40.25523900785966,38.93437469243288,0.9981436511132515,0.971251497895853,1.032436340002643,2.0338163934426228,45.600320606896744,2.037266666666667,0.9637888196540108,2.0701609195402297,17.154385896216876,1.9816285714285722,11.609320674812052,0.08358168652350287,0.0016620633177657133,392,0.04,88.41509292526437,65.75675303928014,False
rho+0.08_kp0.04_sig8e-12,0.08,0.0,8e-12,-49.653791507013324,40.30334802210156,38.95950675040982,0.9981163091317404,0.9712554177872565,1.0324500997109511,2.0338163934426228,45.63223328812204,2.0373333333333337,2.149935399547632,2.0701609195402297,17.301168363456476,1.9815714285714288,11.690742892893388,0.08358155377902331,0.0016640635372483935,392,0.04,88.89181676042257,65.77513071585395,False
rho+0.08_kp0.08_sig0e+00,0.08,0.0,0.0,-30.061572864692685,16.625945343384572,17.204417136349903,0.9985146071489911,0.9793886009278561,1.013784231556776,2.037075409836066,31.071322795173227,2.036466666666666,0.845905169361667,2.057563218390805,6.3276462356344,2.0092571428571437,3.0457732505690625,0.08348514164062328,0.0011307417457407866,392,0.08,45.75009389725103,36.71195100204652,False
rho+0.08_kp0.08_sig8e-12,0.08,0.0,8e-12,-30.098498683913345,16.632105820489016,17.23022893081938,0.9984927690142168,0.9793891759651626,1.0137978250452164,2.037081967213115,31.135818328981063,2.036533333333333,1.6275407487648794,2.0575172413793106,6.496439465072339,2.009228571428572,3.4024001132514234,0.0834852242995829,0.001133733117756368,392,0.08,46.12709866192852,36.75134101210895,False
rho+0.08_kp0.12_sig0e+00,0.08,0.0,0.0,-21.61703633051859,8.866637754987305,9.997376367033572,0.9988087901870343,0.9840799019013194,1.0073505882084586,2.036747540983607,30.895994788212754,2.0358666666666663,0.7180219742851682,2.04925,3.3886508444297627,2.020057971014493,1.4027308559461429,0.08351159065980845,0.0011318243478065564,392,0.12,30.072279857953113,25.163691432513513,True
rho+0.08_kp0.12_sig8e-12,0.08,0.0,8e-12,-21.62147289559091,8.861620217323951,10.00761609479872,0.9987944082511259,0.9840804180543085,1.0073553105084658,2.036747540983607,30.963837218031518,2.0358666666666663,1.9275776393050217,2.049227272727273,3.7590112116450887,2.0200000000000005,2.0144406207278163,0.08351168487484503,0.001135387281558006,392,0.12,30.658287066496236,25.16612098252049,True
rho+0.08_kp0.16_sig0e+00,0.08,0.0,0.0,-16.98560426746476,5.518066640790575,6.6537158299569965,0.9990060538691051,0.9870464179947857,1.004452364143943,2.0358295081967217,34.249189743975116,2.0354666666666663,0.8844332774273217,2.043772727272727,2.2039596222523956,2.0251304347826085,1.0482980475390746,0.08355717355666258,0.0012651125446698987,392,0.16,22.435956672597793,19.19283092378099,True
rho+0.08_kp0.16_sig8e-12,0.08,0.0,8e-12,-16.96942765507159,5.493162926393014,6.66586859529783,0.9989953505577684,0.9870441696627403,1.0044568915339724,2.0358360655737706,34.31865158795505,2.0355333333333334,2.10923893594062,2.04375,2.8254122788471854,2.0251014492753616,1.9422452832138697,0.08355725883452983,0.0012677687166714874,392,0.16,23.142660751637198,19.166692825628797,True
rho+0.08_kp0.24_sig0e+00,0.08,0.0,0.0,-12.366462089639318,3.098744375345408,3.9007924463078103,0.9992497970041277,0.9905641339318307,1.002022781863381,2.034091803278689,41.557127557695104,2.035000000000001,0.9999999999967718,2.0370227272727273,1.3482081772697894,2.02959420289855,0.8043151840942346,0.08364483571023545,0.0015879618681404496,392,0.24,15.644508058742009,13.605959839777482,True
rho+0.08_kp0.24_sig8e-12,0.08,0.0,8e-12,-12.376591715359542,3.1012970930890393,3.9155997138253795,0.9992444695166637,0.9905633690834015,1.0020240453222737,2.0340983606557383,41.617502984797596,2.035000000000001,2.1134489978866737,2.0370227272727273,2.2359524751382667,2.029652173913044,2.0699792546568183,0.08364471401560027,0.0015899399988715693,392,0.24,16.523105864970834,13.617110552595157,True
rho+0.08_kp0.32_sig0e+00,0.08,0.0,0.0,-10.134097077322156,2.467137631855021,2.8520590961309544,0.9993943666606795,0.9925749931133874,1.0010691082049619,2.0327868852459017,49.42777965652268,2.034689655172413,0.9506240518668497,2.0331363636363644,1.1198804540725849,2.031420289855074,0.9073899038960751,0.08372007350555882,0.0019611560232170784,393,0.32,12.818208907624278,11.120952130064165,True
rho+0.08_kp0.32_sig8e-12,0.08,0.0,8e-12,-10.144344383083425,2.464789734798689,2.8691444441497627,0.9993899528560019,0.9925752129267544,1.00107166891932,2.032786885245902,49.50493095297424,2.034620689655173,1.9724620201481364,2.0331590909090913,2.147336424273037,2.031420289855074,1.929224497648526,0.08372000948224786,0.0019645723269174765,393,0.32,13.74983765805077,11.1302602770029,True
