policy,policy_role,policy_kind,n_cases,mean_switching_regret,max_switching_regret,mean_selected_objective_score,mean_offline_regret_in_pair,mean_undershoot_mV,mean_settle_time_us,mean_skip_count,mean_phase_spacing_std_ns,mean_abs_final_vout_error_mV,best_context_count,zero_regret_context_count
discrete_dense_long_table,deployable_baseline,lookup_table,15,0.18579933458352124,1.6881408275567402,5.303213779648834,0.24135288592600337,2.2739192448395276,10.096133333333363,0.4666666666666667,58.13407127270707,0.4804331093551717,8,8
calibrated_risk_proxy_projection,deployable_candidate,proxy_projection,15,0.5742047832372773,2.79295188584671,5.69161922830259,0.0,2.2448984477362908,13.926133333333363,0.6,55.990966368054465,0.480514786538544,7,7
