success,error_message,case_id,target_label,objective,role,base_load_A,target_load_A,load_drop_A,load_step_offset_us,t_load_step_us,selected_ref_slew_us,tau_ai_us,delta_v_allow_mV,vout0_V,il1_0_A,il2_0_A,il3_0_A,il4_0_A,qh1_at_step,qh2_at_step,qh3_at_step,qh4_at_step,remaining_ton1_ns,remaining_ton2_ns,remaining_ton3_ns,remaining_ton4_ns,energy_surplus_uJ,delta_v_energy_mV,delta_v_charge_mV,delta_v_esr_mV,delta_v_charge_esr_mV,t_peak_pred_us,delta_v_actual_peak_mV,t_peak_actual_us,r_E,wave_csv
1,,r040_10A_off0p250,10A,pr_ecb_calibration,load_phase_cross,40,10,30,0.25,450.25,60,1.25,10,0.999516734473333,6.03738429680816,8.71604108237331,11.5109100899488,14.4034381049117,0,0,0,0,0,0,0,0,42.7379461637872,5.87236502015698,2.97331034499266,2.76009962166378,5.73340996665644,1.43000000000007,3.16865765012375,0.762000000000072,0.587236502015698,E:\Desktop\codex\output\data\r040_10A_off0p250_r040_pr_ecb_wave.csv
1,,r040_near0_off0p000,near0,pr_ecb_calibration,load_magnitude,40,1,39,0,450,60,1.25,10,0.999514334257617,7.37917885124643,10.09488792197,12.9284167102323,9.63398885755949,0,0,0,1,0,0,0,102.000000000034,41.6066742616813,5.7173793897628,6.41615358678144,3.51328251069074,9.92943609747219,2.11600000000003,6.52485229389144,1.44800000000003,0.992943609747219,E:\Desktop\codex\output\data\r040_near0_off0p000_r040_pr_ecb_wave.csv
1,,r040_near0_off0p250,near0,pr_ecb_calibration,load_phase_cross,40,1,39,0.25,450.25,60,1.25,10,0.999516734473333,6.03738429680816,8.71604108237331,11.5109100899488,14.4034381049117,0,0,0,0,0,0,0,0,45.2129461637872,6.211389605013,5.00978228896083,3.57009962166378,8.57988191062461,1.86800000000008,5.19268710884502,1.20200000000006,0.85798819106246,E:\Desktop\codex\output\data\r040_near0_off0p250_r040_pr_ecb_wave.csv
