He_mV,Hs_mV,K1_required_mV,amp_area,static_period_amp_ns,dynamic_dc_period_amp_ns,static_dc_amp_error_pct,dynamic_sensitivity_valley_omega_over_pi,dynamic_sensitivity_valley_period_amp_ns,dynamic_sensitivity_peak_omega_over_pi,dynamic_sensitivity_peak_period_amp_ns,worst_static_amp_error_pct_vs_nonlinear,worst_dynamic_amp_error_pct_vs_nonlinear,worst_static_phase_error_deg_vs_nonlinear,worst_dynamic_phase_error_deg_vs_nonlinear,dynamic_area_budget_1ns_dc,static_area_budget_1ns,static_budget_error_pct_dc
6.083651014950378,1.5000000000000004,-4.5836510149503775,2e-11,3.2874995542726952,5.267150188885605,-37.584852598094486,0.05,0.3771718594194334,0.0,5.267150188885605,771.6183818546341,0.0001790984456850886,77.18303433914421,4.0665509196734654e-05,3.7971197483988e-12,6.083651014950379e-12,60.21751796254995
