case,events,burn,max_abs_wait_exact_ns,rms_wait_exact_ns,rms_wait_pred_ns,rms_wait_error_ps,rms_wait_error_pct,max_wait_error_ps,max_wait_error_pct_of_peak,max_state_error,max_current_error_mA,dataset,input_type,input_pattern,amplitude_si,amplitude_label,ton_pattern,lambda_pattern_vector,ton_pattern_vector
mixed_m2_lambda_plus_one_phase_ton_2.00e-13_0.010ns,900,120,4.265484245336159,1.9775460031341443,1.961641140946503,17.030161201323303,0.8611764871377348,51.43832126166503,1.2059198511378213,0.00021436802352278045,0.29477925023790874,amplitude_sweep,Mixed,m2_lambda_plus_one_phase_ton,2.000024999843752,"Lambda=2e-13, Ton=0.01ns",one_phase,2e-13 -2e-13 2e-13 -2e-13,1e-11 -3.3333333e-12 -3.3333333e-12 -3.3333333e-12
mixed_m2_lambda_plus_one_phase_ton_2.00e-13_0.020ns,900,120,8.500712344147944,3.911180239138795,3.848208163053624,67.21752626522907,1.718599557049044,203.8437411962327,2.397960699570816,0.0008511323686655331,1.1682194334561302,amplitude_sweep,Mixed,m2_lambda_plus_one_phase_ton,2.000099997500125,"Lambda=2e-13, Ton=0.02ns",one_phase,2e-13 -2e-13 2e-13 -2e-13,2e-11 -6.6666667e-12 -6.6666667e-12 -6.6666667e-12
mixed_one_phase_lambda_plus_m2_ton_5.00e-14_0.005ns,900,120,2.0771298677516286,1.6425029349348614,1.6425152772737879,3.5193027943793656,0.21426462744913966,6.782173870653745,0.3265166023535664,8.019980428383092e-05,0.08069260911902632,amplitude_sweep,Mixed,one_phase_lambda_plus_m2_ton,0.5000249993750312,"Lambda=0.5e-13, Ton=0.005ns",m2_alt,5e-14 -1.6666667e-14 -1.6666667e-14 -1.6666667e-14,5e-12 -5e-12 5e-12 -5e-12
mixed_one_phase_lambda_plus_m2_ton_5.00e-14_0.010ns,900,120,4.134356441750019,3.2745517230411507,3.2746605747225837,14.017633440705874,0.4280779363499373,26.578463400804495,0.6428682135968465,0.00031929299830710765,0.32074927923453345,amplitude_sweep,Mixed,one_phase_lambda_plus_m2_ton,0.5000999900019995,"Lambda=0.5e-13, Ton=0.01ns",m2_alt,5e-14 -1.6666667e-14 -1.6666667e-14 -1.6666667e-14,1e-11 -1e-11 1e-11 -1e-11
mixed_one_phase_lambda_plus_m2_ton_5.00e-14_0.020ns,900,120,8.287438498726383,6.538079720170256,6.53900192517806,55.958202938906894,0.8558813188874623,105.78467700816113,1.2764459974504565,0.0012761799195612454,1.285377815811728,amplitude_sweep,Mixed,one_phase_lambda_plus_m2_ton,0.5003998401278722,"Lambda=0.5e-13, Ton=0.02ns",m2_alt,5e-14 -1.6666667e-14 -1.6666667e-14 -1.6666667e-14,2e-11 -2e-11 2e-11 -2e-11
mixed_one_phase_lambda_plus_m2_ton_1.00e-13_0.005ns,900,120,2.110295521006017,1.652976503768667,1.6529856510379275,3.551548638745291,0.2148577811389343,7.030417712257827,0.33314849234510513,8.114400514039246e-05,0.08198127018665957,amplitude_sweep,Mixed,one_phase_lambda_plus_m2_ton,1.000012499921876,"Lambda=1e-13, Ton=0.005ns",m2_alt,1e-13 -3.3333333e-14 -3.3333333e-14 -3.3333333e-14,5e-12 -5e-12 5e-12 -5e-12
mixed_one_phase_lambda_plus_m2_ton_1.00e-13_0.010ns,900,120,4.167770301846465,3.284924549685096,3.2850305545475758,14.077452936834183,0.42854722304607257,27.07491408451503,0.6496258700370295,0.00032118243362149086,0.3233034332597029,amplitude_sweep,Mixed,one_phase_lambda_plus_m2_ton,1.0000499987500624,"Lambda=1e-13, Ton=0.01ns",m2_alt,1e-13 -3.3333333e-14 -3.3333333e-14 -3.3333333e-14,1e-11 -1e-11 1e-11 -1e-11
mixed_one_phase_lambda_plus_m2_ton_1.00e-13_0.020ns,900,120,8.321354826968642,6.548399531284914,6.549321149445167,56.073181642952036,0.856288339999155,105.9858857055943,1.2736614158322526,0.00127997807082365,1.2905368998827882,amplitude_sweep,Mixed,one_phase_lambda_plus_m2_ton,1.000199980003999,"Lambda=1e-13, Ton=0.02ns",m2_alt,1e-13 -3.3333333e-14 -3.3333333e-14 -3.3333333e-14,2e-11 -2e-11 2e-11 -2e-11
mixed_one_phase_lambda_plus_m2_ton_2.00e-13_0.005ns,900,120,2.1766309543963733,1.6743224058977217,1.6743191428030544,3.6253214548740065,0.21652469333886848,7.5310322770873075,0.34599490840999386,8.304349752146032e-05,0.08457965961383707,amplitude_sweep,Mixed,one_phase_lambda_plus_m2_ton,2.0000062499902342,"Lambda=2e-13, Ton=0.005ns",m2_alt,2e-13 -6.6666667e-14 -6.6666667e-14 -6.6666667e-14,5e-12 -5e-12 5e-12 -5e-12
mixed_one_phase_lambda_plus_m2_ton_2.00e-13_0.010ns,900,120,4.2346021992917615,3.3058771468762087,3.305971302075855,14.206633244495487,0.4297386930400492,28.071992704243115,0.6629192397089428,0.0003249725647965201,0.32843047513342327,amplitude_sweep,Mixed,one_phase_lambda_plus_m2_ton,2.000024999843752,"Lambda=2e-13, Ton=0.01ns",m2_alt,2e-13 -6.6666667e-14 -6.6666667e-14 -6.6666667e-14,1e-11 -1e-11 1e-11 -1e-11
mixed_one_phase_lambda_plus_m2_ton_2.00e-13_0.020ns,900,120,8.38919173600637,6.569146961206868,6.5700611090951515,56.3129286450941,0.8572335034920336,107.80096048247141,1.2849981723482395,0.0012875859547543979,1.3008680638391112,amplitude_sweep,Mixed,one_phase_lambda_plus_m2_ton,2.000099997500125,"Lambda=2e-13, Ton=0.02ns",m2_alt,2e-13 -6.6666667e-14 -6.6666667e-14 -6.6666667e-14,2e-11 -2e-11 2e-11 -2e-11
