omega_over_pi,nonlinear_period_amp_ns,dynamic_iek_amp_ns,static_amp_ns,dynamic_iek_amp_error_pct,static_amp_error_pct,dynamic_iek_phase_error_deg,static_phase_error_deg
0.01,1.343394001606519,1.3433915956087426,3.2874995542726952,-0.0001790984456850886,144.7159619844429,-1.814559628465876e-05,72.57714622595324
0.02,0.49315270763218494,0.49315193350841563,3.2874995542726952,-0.00015697445381324115,566.6291198231963,-3.297868196656307e-05,77.18303433914421
0.05,0.37717189342399327,0.3771718594194334,3.2874995542726952,-9.01566645783447e-06,771.6183818546341,-2.190440293098267e-05,-76.08709212350442
0.1,1.1811316337019708,1.1811315293818698,3.2874995542726952,-8.832216324972109e-06,178.3347309028397,2.572348568124127e-05,-73.95654061764594
0.2,2.415336852339669,2.4153366266238154,3.2874995542726952,-9.34510867578453e-06,36.109360940201206,-1.4652199929282683e-05,-61.256513316982065
0.35,3.7051461527740757,3.7051463568110234,3.2874995542726952,5.50685288480679e-06,-11.272068125806179,-2.151054057044763e-05,-44.41227013259735
0.5,4.47753173937198,4.477529712534411,3.2874995542726952,-4.526684985739493e-05,-26.5778615176539,-4.0665509196734654e-05,-31.057072887096556
0.7,5.0131536077253775,5.013150247463814,3.2874995542726952,-6.702889688847691e-05,-34.42252499092412,-1.693680929661216e-06,-17.0801743473167
