ton_resolution_ps,sigma_ton_quant_ns,sigma_current_pkpk_m2_mA,sigma_phase_spacing_m2_ns
1,0.0002886751345948129,2.2085690749703715,0.24434569055813002
2,0.0005773502691896258,4.417138149940743,0.48869138111626004
5,0.0014433756729740645,11.042845374851858,1.22172845279065
10,0.002886751345948129,22.085690749703716,2.4434569055813
20,0.005773502691896258,44.17138149940743,4.8869138111626
50,0.014433756729740645,110.42845374851858,12.2172845279065
100,0.02886751345948129,220.85690749703716,24.434569055813
