candidate_slew_label,n_rows,mean_regret,max_regret,mean_score,mean_skip,mean_settle_us,best_count
38us,5,0.17165940657463413,0.3051226138737504,2.3564437143672583,0.0,0.938000000000024,1
54us,4,0.9152186460604826,2.16474088930529,3.11088888683748,0.25,6.041000000000037,1
46us,4,1.0478629585893027,2.1549024791173803,3.2435331993663,0.5,0.938000000000024,2
58us,5,1.06175498318812,2.25054480427307,3.2465392909807442,0.2,9.540400000000044,0
50us,5,1.105687019706806,2.5681529001085304,3.29047132749943,0.4,5.015600000000034,1
