r027_case_id,target_label,objective,policy,source_policy,policy_kind,policy_role,online_available_inputs_only,objective_alpha_settle,target_load_A,load_drop_A,selected_ref_slew_us,realized_ref_slew_us_in_offline_grid,tau_ai_us,delay_events,ref_start_delay_us_for_simulink,delay_mode,offline_objective_score,offline_regret_vs_oracle,offline_undershoot_mV,offline_settle_time_us,offline_skip_count_est,offline_phase_std_ns
R036_0001,20A,score_settle005,r036_dense_fallback_pair,r036_dense_paired_boundary,dense_paired_boundary_validation,dense_fallback,1,0.05,20,20,30,30,1.25,3,1.25,delayed_reference,NaN,NaN,NaN,NaN,NaN,NaN
R036_0002,20A,score_settle005,r036_dense_fallback_pair,r036_dense_paired_boundary,dense_paired_boundary_validation,dense_fallback,1,0.05,20,20,30,30,1.75,4,1.75,delayed_reference,NaN,NaN,NaN,NaN,NaN,NaN
