policy,n_cases,mean_regret,max_regret,mean_score,mean_skip,mean_phase_std_ns,mean_settle_time_us,online_available_inputs_only
posterior_mode_aware_projection,45,0.0639075652137356,0.23475729598909822,10.158150174064057,1.0,72.97389441490921,18.609333333333353,False
near_opt_band_clipping,45,0.10075381259031385,0.20888690820421552,10.194996421440637,1.0,75.3074477174522,21.11955555555557,False
calibrated_risk_proxy_projection,45,0.11869069701123078,0.355005479949023,10.212933305861553,1.0,74.34955155129407,21.089688888888915,True
discrete_dense_long_table,45,0.16262043035435844,0.4896433099138786,10.256863039204681,1.0,74.4754645897095,18.528000000000016,True
fixed_40us_precommitted,45,0.4335286075983711,1.1028621509502976,10.527771216448693,1.0,81.82589006899353,13.431333333333374,True
naked_smooth_continuous,45,0.654273614810029,2.4292769243994834,10.748516223660351,1.2222222222222223,75.1734185804328,22.203333333333347,True
fixed_80us_precommitted,45,0.9487796671243802,2.4378033412645976,11.043022275974703,1.0,80.9491138361229,32.169333333333334,True
