lambda_nominal,lambda_full_scale_assumption,common_gain_rms_ns_per_area,common_gain_peak_ns_per_area,lambda_phase_gain_ns_per_area_m2,lambda_event_rms_gain_ns_per_area_m2,ton_current_gain_mA_per_ns_m2,ton_phase_gain_ns_per_ns_m2,delay_phase_gain_ns_per_ns_m2,delay_current_gain_mA_per_ns_m2,source_common_points,source_actuator_points
6.34394297837894e-10,1.268788595675788e-09,361827062248.6694,666641631234.4271,1322431197609.5063,661244544929.7971,7650.70769974816,846.4383013143681,3.0875918044430617,0.23249775205513856,24,54
