seed,area_bits,detect_clock_ns,ton_resolution_ps,comp_delay_sigma_ns,events,burn,q_lambda,q_lambda_over_nominal,wait_jitter_rms_ns,wait_jitter_pkpk_ns,phase_spacing_std_ns,phase_spacing_pkpk_ns,avg_phase_current_A,current_share_rms_mA,current_share_pkpk_mA,current_snapshot_rms_mA,current_m2_projection_mA,vout_event_rms_mV,vout_event_pkpk_mV
13,10,2.0,50,2.0,720,120,1.2390513629646364e-12,0.001953125,2.390305149975782,15.450540199883308,2.389473952392059,15.430253950888336,9.99585484 10.0063349 9.99611921 10.0015301,4.32171361573293,10.480073288608338,2833.494839654207,-3.972748086130906,0.06284696281221826,0.26847484307102043
14,10,2.0,50,2.0,720,120,1.2390513629646364e-12,0.001953125,2.342337095309169,14.27042306181565,2.343483021100626,14.293621162828172,9.99700995 10.0008503 10.0007655 9.99959766,1.5509805029364516,3.8403640930209093,2833.4833365155328,-0.6681412349203164,0.039815096726313344,0.16418051418765067
15,10,2.0,50,2.0,720,120,1.2390513629646364e-12,0.001953125,2.323742646683551,13.460284206182207,2.3237808412807768,13.432696677619655,10.0053976 9.99546888 10.0046789 9.99556596,4.767297698808595,9.928671041592452,2833.481167444689,4.760397940562822,0.03973396485699038,0.16725501561742906
0,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6239115113107558,7.972420188577038,1.6238944409400304,7.970115841030003,10.0004911 10.0003341 10.001192 10.0003546,0.35109301065375265,0.8579093310796537,2833.485645788807,0.2485887711118906,0.033564823810586765,0.15239617796680704
1,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.5896692523129996,6.931272082630636,1.5895770443241752,6.93043323120776,10.0005047 10.0001435 10.0004055 10.0005469,0.15681491157043997,0.40341296897850043,2833.4862580718577,0.054939636891848664,0.03773732205768735,0.17457058540504278
2,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6179691539555678,7.022303426079392,1.6180064998527366,7.020277084823115,9.99948897 10.0002242 9.99983926 9.9993932,0.32693304019150426,0.8310019789785628,2833.485329920394,-0.07229719335777318,0.024417513631737404,0.10067443084105232
3,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6177573637425409,7.8242886407095025,1.617837040699786,7.825990935859701,10.0004182 10.0006815 10.0005044 10.0001138,0.2054942598246782,0.567701928444464,2833.485904272222,0.031838653166360587,0.0634665294035088,0.2529960284208821
4,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.56097098442165,7.598946732650548,1.560977365272033,7.5968014111227715,9.9996219 10.0005434 9.9998384 9.99952206,0.39892838762049787,1.0213532247238533,2833.4848184213292,-0.15129349080966747,0.027381396505887255,0.1275020020645723
5,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6184946984548434,7.983558416574865,1.6184895430873445,7.984522530991761,9.99962531 9.99979014 10.0002272 9.99947492,0.2815606584467382,0.752298010480601,2833.484740743442,0.14686768142491147,0.04853351492488992,0.23784804974502638
6,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6211971511638907,8.255915898480406,1.6211920601045213,8.253517170557426,10.00023 10.0005492 10.0008872 10.0005733,0.2324831709626798,0.6571097808816262,2833.484354140429,-0.0013102041003243414,0.06335912584787906,0.23949670580225568
7,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6045961500537642,7.797585736330431,1.6045103266892535,7.796714778825296,9.9993061 9.99910769 9.99946091 9.9994091,0.13514844986485594,0.35322431261342047,2833.4846324679174,0.06255732001703151,0.043481831070252684,0.19879049704774054
8,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.575999078598045,7.884334610967499,1.5760304963257807,7.881639556497845,10.0003051 10.0008578 9.99997281 10.0003695,0.31613049347571737,0.8849765249525632,2833.483973531136,-0.2373589745654492,0.04602683398615517,0.1895477356683717
9,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6363906246800197,7.209405194284617,1.6364432016850137,7.208123932406076,9.99948879 9.9988989 9.99889064 9.99908505,0.242547154946418,0.5981437996425143,2833.4869320019516,0.09887196606950255,0.02928735673658281,0.15133273950884707
10,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.5983770297749067,7.705365741632484,1.5984434308155466,7.703996255488893,9.99899002 9.99891045 9.99885624 9.99954233,0.2741101110980215,0.6860829852541883,2833.4854329148243,-0.1516276635129543,0.06518817859574044,0.22032716755848725
11,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.5938121839687174,7.631087049337705,1.5938112233133914,7.629703087731124,9.99982187 10.0004886 10.0005407 10.0007707,0.35325913912408485,0.9488247340740941,2833.484705051803,-0.22417007247677034,0.06805291839255215,0.2323823094922961
12,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6235110577726228,7.601776222743803,1.623505873107395,7.606559115993974,10.0007799 10.0006183 10.0009492 10.000574,0.1477956988334937,0.3752379564971875,2833.4846325425424,0.13422440100185895,0.06145829232816215,0.24866697649728042
13,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.5160090497436707,7.3039348925114655,1.5160233915666603,7.303467756408888,9.99910179 9.99944363 9.99861411 9.99902316,0.295073163470579,0.8295201071017999,2833.4861920930402,-0.18772160438107477,0.06854376452118326,0.24995946912131917
14,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6162830689473184,7.5629207509358425,1.6162793290756163,7.559858886198702,10.0001607 9.99965525 10.0001092 9.99932459,0.34353611308055865,0.8361493133577369,2833.4833945808214,0.32251789420190136,0.023630969373777396,0.10633375374691223
15,10,5.0,5,0.0,720,120,1.2390513629646364e-12,0.001953125,1.5972766553421613,7.8552996876657755,1.597278204587539,7.853533235182363,10.0002895 9.99984485 10.0004651 10.0008568,0.3633763124032885,1.011965881003718,2833.486053464916,0.013229760249533484,0.03084071934417488,0.13634283585872708
0,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.784844870919792,9.2992044834308,1.7848590516335605,9.295396239705227,10.0003902 10.000621 10.0009505 10.000516,0.20789665780183011,0.5603678164192161,2833.485153557734,0.05092325851574486,0.052484734818576274,0.22728806271599122
1,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.688672140628035,8.200478981278266,1.6886432923913912,8.196989353092212,10.0009886 10.0006343 10.0002768 9.9999857,0.376766008927789,1.0028969954909428,2833.4860442510067,0.16134455972593997,0.034196790448231186,0.13502896904826756
2,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.6733159231393215,8.941576098342455,1.6734035201783246,8.943129969891153,10.0005633 10.0003547 10.0008452 10.0005457,0.17500249394309306,0.4904903467615185,2833.48510255417,0.12702258635988173,0.04507260392052864,0.19311547222677916
3,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.6556513256329353,9.252402467772288,1.6556720984874556,9.252865548565717,10.0007218 10.00025 9.99990966 9.999816,0.35493075303750127,0.905798569684535,2833.486342913723,0.14135423933270275,0.02560490871927083,0.11786364320687248
4,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.6856972300673028,8.617454824955201,1.6858042348577067,8.615861408242617,9.99903093 9.9992037 9.99886958 9.99905339,0.11842945727086276,0.33412354235018427,2833.485341406591,-0.08914755642575045,0.06258954193714711,0.23112300802019536
5,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.7341465872212176,7.792366672249656,1.7340148374550872,7.790294767818002,10.0002178 10.0001481 10.0005567 10.0006638,0.21837441944555763,0.5156863868247541,2833.4847025960366,-0.009346977690949387,0.03626189732467638,0.16584697797705772
6,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.7502998496428799,8.831048419753316,1.7502937278447757,8.82988327134881,9.99998294 10.0005301 9.99991142 10.0007363,0.35159917881670005,0.8249078321878045,2833.484655164575,-0.34302864486557283,0.023746769231450478,0.11012693541989638
7,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.697979398945309,8.005693763793138,1.6980053712649132,8.001919224068528,10.0005797 10.0005333 10.000004 10.0008239,0.29895931711864826,0.8198817132889502,2833.484937425646,-0.1933650460248515,0.050121321047744645,0.17880470120656966
8,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.705443759434416,9.323093074980921,1.7054893510290041,9.326147589463718,10.0002312 9.99976845 9.9998685 10.0010898,0.5202407089597411,1.3213458815339862,2833.483727163239,-0.1896256360702786,0.04843845910306504,0.19906852458706492
9,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.7268361285525704,8.247034920250236,1.726850850811026,8.24439857445922,10.0002276 9.99955524 10.000081 10.0001991,0.2714839155660759,0.6723400236001709,2833.484980688505,0.13854571912164104,0.033877771434068775,0.13285856892286674
10,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.697129062201421,8.736457439034245,1.6971187019069958,8.737794808449857,10.0006099 9.99956077 9.99991393 10.0000321,0.3774782134214906,1.0491516273081203,2833.485196040617,0.2327414925611393,0.023826497553386564,0.10295114119573956
11,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.64581336127778,7.486353474462675,1.6459477857301823,7.489501303112606,10.0002252 9.99992373 9.99935282 9.9996565,0.32259322488425446,0.8724227866903078,2833.4851218687572,-0.0005408044256860478,0.034046563084549245,0.15243160931022182
12,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.69454086066151,8.783409749853474,1.694394089556136,8.785963661082251,9.99965084 9.99895949 10.0001099 10.0000151,0.4519306017291646,1.1503629877811505,2833.4849976935525,0.19653543311637378,0.042350337490111516,0.18719847342152374
13,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.6678647355441236,9.022672124312317,1.6676960220346224,9.02057485247188,9.99995058 10.0010644 10.0000303 10.0003393,0.43934875925695194,1.1137872296931306,2833.4855455436455,-0.35570137290852344,0.046112223887229166,0.18495661343198577
14,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.7299096430278518,8.181364710926964,1.7299985594736105,8.184677999762183,9.99917489 9.99968086 9.9999414 9.99970842,0.279634171599469,0.7665122476900876,2833.484719384719,-0.06824749640710337,0.04251831451375251,0.17473241917731475
15,10,5.0,5,0.5,720,120,1.2390513629646364e-12,0.001953125,1.7612707948261495,9.095706793958323,1.7612942886427205,9.09679983277175,10.0006712 9.99944418 9.99999672 9.9993692,0.5220446662686605,1.3020132340866297,2833.484452285897,0.46363890868850177,0.027046143322422767,0.1281292511950971
0,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,2.0554884411174585,11.363617470412196,2.0554949352709584,11.361536391358051,10.0003487 10.0007679 10.0012614 10.0005311,0.34228785360432934,0.9126111745612064,2833.4851404523833,0.07776709534201842,0.05572310439640989,0.23504100044435816
1,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9285263890477211,9.786198210355083,1.9285174123356343,9.78641573884699,10.0012294 10.0010482 10.0005331 10.0000914,0.4464284568677252,1.138010770610265,2833.486019123206,0.1557112157626328,0.04451205594688057,0.17369030708780375
2,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9030496339586054,12.173619274918183,1.9031272101388452,12.175173146466827,10.0009678 10.0009263 10.0013188 10.0010795,0.1525427468181699,0.3925647619169581,2833.485111478872,0.0702068408982015,0.05955276802225958,0.25621768990957694
3,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9116611713953395,12.320132465793579,1.9116913119946972,12.320595546586901,10.0005051 10.0001287 9.99975765 9.99954618,0.36586727114931894,0.9589529709668199,2833.486318637599,0.14697653896522667,0.02824701527416884,0.13383991492066372
4,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9430783024505927,10.65773458521189,1.9431614002078144,10.657334297543704,9.99891945 9.99907303 9.99860459 9.99894042,0.17192931108705775,0.4684344916139338,2833.4854549178553,-0.12235125875736941,0.07311650871516955,0.26314409993999366
5,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9794038551468778,9.008271681168042,1.9792666222123778,9.007862829039505,10.0002561 10.0002704 10.0004919 10.000684,0.17606359957393344,0.42791225219040996,2833.4846898006276,-0.05160070175280751,0.035307901402866625,0.17198014740149592
6,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,2.041436576519691,11.187955340751591,2.0414087027067422,11.184963095891623,9.9998573 10.0004995 9.99983337 10.0007064,0.38590568843290407,0.8730283168887354,2833.484545605527,-0.3788179449824014,0.02606383347959027,0.12508495075524984
7,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9237303526135376,10.1108381474255,1.9237695470690293,10.108381404755786,10.0005595 10.0007041 9.99997405 10.0009734,0.36563395650637587,0.9993176990761299,2833.484668805331,-0.2859824095620134,0.068222901567741,0.2379677812703873
8,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9880188727407422,12.19239737028227,1.9880723887532117,12.195176123728684,10.0002496 9.9999213 10.000007 10.0012219,0.517632015842842,1.3006405218458639,2833.483615839228,-0.22164438229088645,0.049985181784688526,0.19739289693199158
9,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9831711528023628,10.205652509296598,1.9831779749466312,10.203258950048973,10.0000054 9.99937424 10.0000853 9.99996612,0.28244890796014954,0.7110433314121423,2833.4849172677964,0.1875914905227205,0.04229813310389781,0.17641166541404463
10,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9585888459700256,11.807311884260294,1.9585287288128144,11.808649253675853,10.0009884 9.99988703 10.0000571 10.0003808,0.42035512840806216,1.1013957142864683,2833.4855790982087,0.19443120450013396,0.023584680513559993,0.11387611135271758
11,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.891874323347903,10.437956013200349,1.8919858330711012,10.440566611884023,10.0004288 10.0001879 9.99954079 9.99982808,0.3389599397652637,0.8880245610409787,2833.485011972539,-0.011598183782268734,0.03049258695177707,0.13645627815861427
12,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9430309678946793,10.493491878815524,1.9428707748180656,10.496045790044247,9.99947616 9.99859784 9.99983025 9.99988005,0.513892179163144,1.2822122831792626,2833.4849415496033,0.20713308434672228,0.045300746018936654,0.19152287693258163
13,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9391669367324964,11.028132879005597,1.9390176531995345,11.027310477323445,9.99996466 10.0009052 10.0000243 10.000283,0.3724645052814135,0.940585011866446,2833.4855684651056,-0.2998070727011637,0.05602892233175962,0.23443322778649023
14,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,1.9992050410392825,10.660075253239212,1.9993059875228798,10.66338854207443,9.99896476 9.99974041 9.99985262 9.99959027,0.3432535728364604,0.8878622105434886,2833.4844443367333,-0.12832734499168552,0.04741874777173546,0.19516764294014166
15,10,5.0,5,1.0,720,120,1.2390513629646364e-12,0.001953125,2.0068526340210897,11.167767664787734,2.006874145946112,11.16886070360116,10.0009156 9.99946694 10.0000499 9.99941446,0.6045605973176086,1.5011495522383456,2833.4846868382047,0.5210233095600536,0.03145365657971747,0.1483911248745251
0,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.841745731670968,16.236870791352516,2.841741988668371,16.23616430014766,10.0002601 10.0010564 10.0018774 10.0005556,0.6128176105611862,1.6172584692704106,2833.4851193146515,0.13138508901100465,0.07463445174178825,0.30080529345566376
1,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.6898660894049016,14.156707854685289,2.6898829532488993,14.153582291722039,10.0017045 10.0018696 10.0010393 10.0002962,0.6209919976847759,1.5733806398543493,2833.4859810893863,0.14449401770244563,0.06723593772635504,0.26512213740426116
2,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.6370212336681664,18.63948901242085,2.637077989509736,18.64104288396944,10.0017718 10.0020644 10.0022608 10.0021422,0.18039356518320382,0.4890316282111229,2833.4851410114748,-0.04349635223777071,0.1053362585593899,0.40346357567400126
3,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.709245853026172,18.453617784645953,2.709284250919221,18.454080865439277,10.0000663 9.99988039 9.99944781 9.9990006,0.4118453136581843,1.065671227404863,2833.4862726805954,0.1582721595774217,0.041057997451804884,0.19474777903893958
4,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.7233183496305413,16.887468096522436,2.723363725346963,16.887067808854304,9.99869007 9.99880523 9.9980681 9.99870801,0.29184130483233356,0.7371348793068222,2833.485683429395,-0.18876836460401947,0.09772941590549687,0.33807688040310424
5,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.7314126090476245,13.759310302925263,2.7312816072331345,13.758938885820701,10.0003259 10.0005084 10.0003564 10.000718,0.1552582777560208,0.3920448584331382,2833.484669671093,-0.1360183551315508,0.042895745214350994,0.21531752084180678
6,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.908859741488181,17.324115551066345,2.9088084420782465,17.319942115943405,9.99960005 10.0004322 9.9996712 10.0006407,0.45708239123756195,1.0406067226256255,2833.484329101536,-0.45039890992271125,0.04555180421500731,0.21162441164002121
7,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.6635860894538657,15.444592726138865,2.663637927077796,15.444552674617094,10.0005122 10.0010389 9.99990755 10.0012659,0.5236591065513867,1.3583104223009457,2833.4841569212554,-0.4712471391430384,0.10622770782151159,0.3632519112314325
8,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.8367558247698414,19.43008025300761,2.8368135603912217,19.432859006454024,10.0002803 10.0002207 10.0002775 10.0014798,0.5289355018341028,1.2590906375642419,2833.4834056307195,-0.28567131537293733,0.05614974176684951,0.22488138014231662
9,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.762026306244437,15.490487509465709,2.7620225949330752,15.488093950218083,9.99955461 9.99900621 10.0000881 9.99949395,0.38329016567766316,1.081925561720709,2833.4847970446162,0.28564782546203205,0.06685679528842042,0.27459513198568875
10,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.764067829041034,18.493659242368935,2.763952749474461,18.496535282860556,10.0017397 10.0005338 10.0003373 10.0010719,0.5439543292078586,1.4023494994841457,2833.486350692889,0.1178105479486824,0.041537274255687734,0.20825421116899
11,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.6526113031793717,17.690444763812717,2.652683073337904,17.69305536249639,10.000831 10.0007114 9.99991151 10.0001661,0.3794519505419869,0.9194645308863159,2833.4848015633515,-0.033732333310165785,0.04135912100484311,0.19976932281096094
12,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.710567055865991,15.022920919332863,2.710406061884601,15.025748392580585,9.99912006 9.99786789 9.99926491 9.99960376,0.65682139772998,1.7358698671063877,2833.484838136193,0.22833334496175084,0.06458270417783969,0.24125469224023366
13,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.746588597796744,16.41925686913959,2.7464772139079554,16.419822534159913,9.99998557 10.0005798 10.0000053 10.0001628,0.2389898521493107,0.5942723003666828,2833.4856151581594,-0.18796572079660123,0.07961925639992883,0.34492410910658133
14,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.781441236982452,16.66570501989605,2.781548319712975,16.66685238434503,9.9985392 9.99985439 9.99966933 9.99934833,0.5034272404413657,1.3151928401935464,2833.4839069243803,-0.2485470617048513,0.05959988599348583,0.23660932067526286
15,10,5.0,5,2.0,720,120,1.2390513629646364e-12,0.001953125,2.765147583441231,15.78197164220863,2.765164513016145,15.781698054028121,10.0013983 9.99950583 10.0001496 9.99949872,0.7740939739962155,1.899609152234305,2833.485164564874,0.6358481341015576,0.04555871054357485,0.20724632017243838
0,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6253473156288103,7.885179393336459,1.625317799827359,7.880570698242284,10.0006013 10.0001328 10.001472 10.0001712,0.5390703740942732,1.3392128440106177,2833.486880915115,0.44232115876008393,0.03358172178525143,0.15264871591524898
1,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.5898636552432488,7.00958223863499,1.5896820955004631,7.007904535789184,10.0006378 9.99994701 10.0003547 10.0006642,0.28878457061245844,0.7171558516425591,2833.4871908538516,0.09532590028760168,0.03768582698011473,0.17436515435376165
2,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.621814712325716,7.004824136183601,1.6218928243628001,7.000771453671098,9.99905421 10.0005229 10.0001016 9.99926511,0.5998659291809173,1.468654261664426,2833.485560292703,-0.15805372663058037,0.024417321045783744,0.10058573070081955
3,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.61689752755756,7.867568841015569,1.617058052437781,7.870973431315965,10.0005888 10.0007919 10.0005093 9.99983576,0.3590270691728493,0.9561783851186334,2833.48658041823,0.11758577441378648,0.06351383799918989,0.25335017295080586
4,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.5620051663668062,7.669278627216823,1.5620196313071015,7.664987984161217,9.99960122 10.0007114 9.99988792 9.99933036,0.5174741544841359,1.3810630898660747,2833.4849778299836,-0.13816042750658397,0.027375950467769375,0.12718384475951527
5,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6201411455785506,7.989033115129188,1.6201320707593894,7.98870919546787,9.9994076 9.99984558 10.000397 9.99946002,0.395606659074084,0.9893886203702351,2833.483980588936,0.12474573936449573,0.04853334708903861,0.23783410503341873
6,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.620439375296139,8.196704840742447,1.6204315434425867,8.191907384896382,9.99997889 10.0003814 10.0011828 10.0006912,0.44008214516606353,1.2039341464937792,2833.4834289819532,0.02227474905502902,0.06331301606468476,0.23943680410887236
7,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6068316757289103,7.803236610769084,1.6066589713082855,7.8014946957587625,9.9989167 9.99903419 9.99955777 9.99976852,0.3542739379325665,0.8518210842236584,2833.483586401282,-0.08206103757313343,0.04352752603778334,0.19914556245337334
8,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.578089513174366,7.980921341488481,1.5781577400366487,7.971158339298055,10.0003002 10.0012512 9.99988758 10.0000568,0.5273087561244347,1.3636457257835133,2833.4828602144016,-0.2800598507297636,0.04595014908340833,0.18912497306800002
9,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.638104536264951,7.1751071492571326,1.6382108974975993,7.172544625499998,9.99934844 9.99916762 9.99884954 9.99899982,0.18625514019490882,0.4989002434125922,2833.4877475020567,0.00763637358058844,0.02924002668561799,0.15129239284805696
10,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.600975356506636,7.745438842373281,1.6011086663979905,7.742699870086258,9.99905579 9.99915169 9.99864169 9.99945339,0.29033676902361194,0.8116961103663556,2833.486173582518,-0.2268991136795684,0.06524798149682141,0.2204495688232777
11,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.5942249430200244,7.646638787404448,1.5942260812546791,7.6417470955795865,9.99954464 10.0003704 10.000737 10.0009649,0.5397106548916993,1.4202736511723657,2833.4845264072783,-0.2634157060499298,0.06797402715788622,0.2321377890945886
12,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6259552821553849,7.662717925391819,1.6259458491097838,7.672283711892002,10.0006757 10.0005121 10.001236 10.0004987,0.299984694162641,0.7372705381509803,2833.4844242885993,0.2252211200532983,0.061501083231918365,0.24859704815249906
13,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.517722829517088,7.380530910981203,1.5177480145704367,7.379596638776047,9.99903747 9.99989553 9.99821456 9.99904687,0.5943561292142985,1.680968144629702,2833.4875750205238,-0.42259357613172455,0.06841853140225239,0.24987967544509715
14,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.6214049393347088,7.693709816323072,1.6213996883522015,7.688869352153007,9.99999839 9.99950685 10.0006737 9.99905865,0.5995764115092687,1.6150947620197087,2833.481005057007,0.526656820183824,0.02363953258948099,0.10647329717650145
15,10,5.0,10,0.0,720,120,1.2390513629646364e-12,0.001953125,1.599646503737644,7.843890099193777,1.5996481245560688,7.840357194226793,10.0003435 9.99992106 10.0002452 10.0009487,0.3716961211134346,1.0276688061914285,2833.4876635457135,-0.07026955586830752,0.03084961972327931,0.13652787886409
0,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.7865645537565606,9.301167192224607,1.7865940857009355,9.293550704773512,10.0004027 10.0007802 10.0006756 10.0006183,0.13779723343044079,0.3774467747454935,2833.4854711212015,-0.080037334773575,0.052551056412065034,0.22739917954517352
1,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.6882077695310962,8.163710598259529,1.6881524668861176,8.15673134188742,10.0010389 10.0005127 10.0001819 10.0001496,0.3574473599185582,0.8892186231541643,2833.4867623616956,0.13959618549819197,0.03408955124472451,0.1346413370936217
2,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.675063791556555,8.898252932747432,1.6752381944103825,8.901360675844614,10.0008724 10.00018 10.0008451 10.0004162,0.2926548500966009,0.6923723361786926,2833.485966532734,0.2803267025637268,0.045078903086008246,0.19318485970742927
3,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.658305837665224,9.30623997331612,1.6583490622735584,9.30716613490282,10.0011003 10.0000149 9.99994329 9.99964241,0.5520553196847592,1.4578386794443787,2833.4868048237454,0.3465570290970277,0.025581510546299976,0.11817628422150506
4,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.6895506336740078,8.652056836982009,1.689760982452998,8.648870003556947,9.9989417 9.99957124 9.99883564 9.99880816,0.31120434432270894,0.7630869998838108,2833.486139307568,-0.15051399900611884,0.0626225301456755,0.23106541439699146
5,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.7361066735873292,7.794453778431854,1.7358441631034534,7.790309969568388,9.99987969 9.99991433 10.0010225 10.0007595,0.5057663668957972,1.14279374303905,2833.484119583524,0.05707927292286641,0.03621757867982323,0.16536576967507433
6,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.7514614704936189,8.813529945362223,1.751451547517892,8.811199648553215,9.99984069 10.000765 9.99950151 10.0010537,0.6388349092449076,1.55216131225977,2833.484400903592,-0.619124465346399,0.023727443313131185,0.10989394060312296
7,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.700923118079238,8.042757695484042,1.7009731784471465,8.035208616034772,10.0005267 10.001094 9.99936815 10.0009613,0.6794958084109322,1.7258725126811925,2833.4851567435758,-0.54011004087684,0.05032855051509134,0.17933385137836044
8,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.706532842050021,9.327465045899451,1.7066254474432627,9.333574074864993,10.0003586 9.99960966 9.99970659 10.0012738,0.6642025365971147,1.6641547071145624,2833.482400096086,-0.20457829552844586,0.04836128268513493,0.19875069112940125
9,10,5.0,10,0.5,720,120,1.2390513629646364e-12,0.001953125,1.7297001158046759,8.350891784549228,1.729731266666823,8.345619092967247,10.0004253 9.99920386 10.000032 10.0004041,0.4944655772573309,1.2214077825021263,2833.484908301571,0.21230907740799054,0.033949688167325166,0.13316370469529382
