success,error_message,variant,base_load_A,target_load_A,peak_overshoot_mV,early_local_peak_0_2us_mV,recovery_peak_2_12us_mV,late_settling_12_80us_abs_mV,undershoot_penalty_mV,reentry_time_us,skip_count_est,final_error_mV,phase_current_peak_A,ton_actual_peak_ns,ton_cmd_trunc_peak_ns,ton_trunc_active_fraction,pulse_inhibit_active_fraction,pulse_inhibit_event_est
1,,A4_ai_table_selected_aO,40,10,2.35886328344326,1.98474865620435,1.84342486326372,2.33816495250871,0.863951334053148,NaN,1,1.85154937041826,14.6727410080742,200.000000000005,196.5,0.394249704608113,9.84639621898385e-05,1
