success,error_message,variant,base_load_A,target_load_A,peak_overshoot_mV,early_local_peak_0_2us_mV,recovery_peak_2_12us_mV,late_settling_12_80us_abs_mV,undershoot_penalty_mV,reentry_time_us,skip_count_est,final_error_mV,phase_current_peak_A,ton_actual_peak_ns,ton_cmd_trunc_peak_ns,ton_trunc_active_fraction,pulse_inhibit_active_fraction,pulse_inhibit_event_est
1,,A4_ai_table_selected_aO,40,1,4.06085039477899,4.06085039477899,3.61172256292042,3.59863494243551,0,NaN,1,2.97792718436692,14.6727369521061,200.000000000005,196.5,0.395495851442118,0,0
