success,error_message,variant,base_load_A,target_load_A,peak_overshoot_mV,early_local_peak_0_2us_mV,recovery_peak_2_12us_mV,late_settling_12_80us_abs_mV,undershoot_penalty_mV,reentry_time_us,skip_count_est,final_error_mV,phase_current_peak_A,ton_actual_peak_ns,ton_cmd_trunc_peak_ns,ton_trunc_active_fraction
1,,A1_ton_trunc_only,40,10,2.41604300017517,1.98474865620435,2.14559251262547,2.41604300017517,0,NaN,1,1.84941313042127,14.6727410080742,200.000000000005,196.5,0.396137169885692
