success,error_message,variant,base_load_A,target_load_A,peak_overshoot_mV,early_local_peak_0_2us_mV,recovery_peak_2_12us_mV,late_settling_12_80us_abs_mV,undershoot_penalty_mV,reentry_time_us,skip_count_est,final_error_mV,phase_current_peak_A,ton_actual_peak_ns,ton_cmd_trunc_peak_ns,ton_trunc_active_fraction,pulse_inhibit_active_fraction,pulse_inhibit_event_est
1,,A2_ton_trunc_pulse_inhibit,40,20,1.1607032908636,0.30692807659527,-3.49920771627954,3.70688925019313,8.51043899474613,NaN,0,0.691300576521481,14.8177816895511,200.000000000005,196.5,0.394488188976378,0.000196850393700787,1
