success,error_message,variant,base_load_A,target_load_A,peak_overshoot_mV,early_local_peak_0_2us_mV,recovery_peak_2_12us_mV,late_settling_12_80us_abs_mV,undershoot_penalty_mV,reentry_time_us,skip_count_est,final_error_mV,phase_current_peak_A,ton_actual_peak_ns,ton_cmd_trunc_peak_ns,ton_trunc_active_fraction,pulse_inhibit_active_fraction,pulse_inhibit_event_est
1,,A3_guarded_reentry,40,20,1.18090812962257,0.30692807659527,1.11390690363744,1.18090812962257,3.58971504171635,NaN,1,0.701140046362388,14.6727455147055,200.000000000005,196.5,0.396389324960754,0,0
